Episode,Total Reward,Steps,Falls,Rollbacks
714,-7.0,400,0,393
715,-2.0,237,0,235
716,-3.0,400,0,397
717,-4.0,400,0,396
718,-4.0,400,0,396
719,-3.0,400,0,397
720,-7.0,400,0,393
721,-6.0,400,0,394
722,-4.0,400,0,396
723,-3.0,357,0,354
724,-8.0,400,0,392
725,-10.0,400,0,390
726,-4.0,390,0,386
727,-8.0,400,0,392
728,-6.0,400,0,394
729,-4.0,400,0,396
730,-2.0,186,0,184
731,-6.0,393,0,387
732,-4.0,400,0,396
733,-2.0,400,0,398
734,-4.0,400,0,396
735,-5.0,400,0,395
736,-2.0,400,0,398
737,-11.0,400,0,389
738,-2.0,400,0,398
739,-6.0,400,0,394
740,-3.0,252,0,249
741,-4.0,400,0,396
742,-2.0,400,0,398
743,-3.0,400,0,397
744,-6.0,400,0,394
745,-2.0,400,0,398
746,-5.0,400,0,395
747,-4.0,400,0,396
748,-3.0,400,0,397
749,-4.0,400,0,396
750,-7.0,400,0,393
751,-3.0,400,0,397
752,-3.0,317,0,314
753,-11.0,400,0,389
754,-7.0,400,0,393
755,-5.0,400,0,395
756,-7.0,400,0,393
757,-3.0,296,0,293
758,-2.0,400,0,398
759,-3.0,400,0,397
760,-6.0,400,0,394
761,-3.0,165,0,162
762,-5.0,400,0,395
763,-4.0,249,0,245
764,-6.0,400,0,394
765,-2.0,400,0,398
766,-10.0,400,0,390
767,-5.0,400,0,395
768,-13.0,396,0,383
769,-4.0,400,0,396
770,-7.0,400,0,393
771,-7.0,400,0,393
772,-2.0,400,0,398
773,-2.0,181,0,179
774,-3.0,178,0,175
775,-7.0,338,0,331
776,-4.0,400,0,396
777,-4.0,198,0,194
778,-3.0,312,0,309
779,-4.0,400,0,396
780,-5.0,400,0,395
781,-2.0,400,0,398
782,-4.0,400,0,396
783,-11.0,400,0,389
784,-1.0,400,0,399
785,-2.0,400,0,398
786,-4.0,262,0,258
787,-2.0,400,0,398
788,-2.0,400,0,398
789,-2.0,201,0,199
790,-3.0,400,0,397
791,-5.0,400,0,395
792,-1.0,400,0,399
793,-2.0,165,0,163
794,-2.0,190,0,188
795,-3.0,331,0,328
796,-3.0,400,0,397
797,-3.0,400,0,397
798,-3.0,351,0,348
799,-3.0,400,0,397
800,-2.0,400,0,398
801,-4.0,366,0,362
802,-3.0,400,0,397
803,-1.0,400,0,399
804,-5.0,400,0,395
805,-1.0,400,0,399
806,-2.0,400,0,398
807,-10.0,400,0,390
808,-4.0,400,0,396
809,-2.0,400,0,398
810,-7.0,400,0,393
811,-4.0,267,0,263
812,-6.0,400,0,394
813,-6.0,400,0,394
814,-3.0,400,0,397
815,-3.0,400,0,397
816,-3.0,234,0,231
817,-2.0,400,0,398
818,-4.0,400,0,396
819,-7.0,400,0,393
820,-7.0,400,0,393
821,-4.0,400,0,396
822,-2.0,400,0,398
823,-3.0,400,0,397
824,-12.0,400,0,388
825,-5.0,298,0,293
826,-5.0,400,0,395
827,-1.0,400,0,399
828,-3.0,400,0,397
829,-2.0,139,0,137
830,-3.0,400,0,397
831,-4.0,400,0,396
832,-2.0,297,0,295
833,-7.0,400,0,393
834,-6.0,400,0,394
835,-9.0,400,0,391
836,-5.0,400,0,395
837,-4.0,400,0,396
838,-9.0,400,0,391
839,-3.0,400,0,397
840,-2.0,400,0,398
841,-3.0,400,0,397
842,-4.0,340,0,336
843,-4.0,259,0,255
844,-3.0,400,0,397
845,-3.0,221,0,218
846,-7.0,400,0,393
847,-6.0,400,0,394
848,-4.0,400,0,396
849,-5.0,400,0,395
850,-3.0,400,0,397
851,-5.0,400,0,395
852,-2.0,400,0,398
853,-1.0,400,0,399
854,-15.0,400,0,385
855,-1.0,400,0,399
856,-4.0,400,0,396
857,-3.0,400,0,397
858,-4.0,400,0,396
859,-7.0,400,0,393
860,-4.0,400,0,396
861,-3.0,400,0,397
862,-5.0,400,0,395
863,-2.0,400,0,398
864,-2.0,121,0,119
865,-3.0,185,0,182
866,-5.0,400,0,395
867,-8.0,293,0,285
868,-3.0,400,0,397
869,-2.0,400,0,398
870,-4.0,400,0,396
871,-4.0,400,0,396
872,-2.0,302,0,300
873,-4.0,400,0,396
874,-3.0,271,0,268
875,-2.0,400,0,398
876,-2.0,400,0,398
877,-2.0,400,0,398
878,-3.0,400,0,397
879,-2.0,214,0,212
880,-7.0,303,0,296
881,-6.0,400,0,394
882,-4.0,400,0,396
883,-2.0,400,0,398
884,-12.0,400,0,388
885,-12.0,400,0,388
886,-10.0,400,0,390
887,-2.0,243,0,241
888,-3.0,400,0,397
889,-3.0,400,0,397
890,-3.0,379,0,376
891,-11.0,400,0,389
892,-5.0,400,0,395
893,-7.0,400,0,393
894,-5.0,400,0,395
895,-4.0,361,0,357
896,-3.0,400,0,397
897,-2.0,400,0,398
898,-2.0,400,0,398
899,-5.0,400,0,395
900,-4.0,400,0,396
901,-4.0,400,0,396
902,-2.0,330,0,328
903,-6.0,400,0,394
904,-3.0,207,0,204
905,-9.0,400,0,391
906,-2.0,164,0,162
907,-6.0,400,0,394
908,-6.0,400,0,394
909,-3.0,400,0,397
910,-2.0,231,0,229
911,-3.0,400,0,397
912,-6.0,400,0,394
913,-3.0,400,0,397
914,-2.0,400,0,398
915,-5.0,400,0,395
916,-3.0,400,0,397
917,-2.0,400,0,398
918,-4.0,400,0,396
919,-3.0,400,0,397
920,-2.0,271,0,269
921,-3.0,400,0,397
922,-1.0,400,0,399
923,-2.0,400,0,398
924,-2.0,400,0,398
925,-8.0,400,0,392
926,-4.0,321,0,317
927,-1.0,400,0,399
928,-1.0,400,0,399
929,-10.0,400,0,390
930,-2.0,334,0,332
931,-3.0,265,0,262
932,-3.0,254,0,251
933,-4.0,400,0,396
934,-3.0,324,0,321
935,-3.0,400,0,397
936,-4.0,400,0,396
937,-4.0,400,0,396
938,-5.0,400,0,395
939,-5.0,400,0,395
940,-5.0,400,0,395
941,-2.0,400,0,398
942,-2.0,193,0,191
943,-3.0,331,0,328
944,-3.0,400,0,397
945,-6.0,400,0,394
946,-3.0,400,0,397
947,-3.0,351,0,348
948,-5.0,400,0,395
949,-3.0,166,0,163
950,-3.0,400,0,397
951,-3.0,267,0,264
952,-5.0,400,0,395
953,-14.0,400,0,386
954,-7.0,400,0,393
955,-5.0,400,0,395
956,-1.0,400,0,399
957,-3.0,400,0,397
958,-6.0,374,0,368
959,-3.0,273,0,270
960,-2.0,400,0,398
961,-2.0,250,0,248
962,-3.0,400,0,397
963,-5.0,298,0,293
964,-8.0,400,0,392
965,-4.0,400,0,396
966,-3.0,400,0,397
967,-4.0,400,0,396
968,-8.0,400,0,392
969,-4.0,282,0,278
970,-12.0,400,0,388
971,-6.0,400,0,394
972,-6.0,400,0,394
973,-2.0,400,0,398
974,-8.0,400,0,392
975,-4.0,318,0,314
976,-4.0,400,0,396
977,-3.0,363,0,360
978,-4.0,320,0,316
979,-4.0,400,0,396
980,-2.0,157,0,155
981,-8.0,400,0,392
982,-5.0,400,0,395
983,-4.0,400,0,396
984,-2.0,109,0,107
985,-2.0,400,0,398
986,-7.0,400,0,393
987,-2.0,400,0,398
988,-3.0,400,0,397
989,-3.0,400,0,397
