Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger
2599,-1175.0,494,78,1
2600,-1501.0,586,104,1
2601,-1302.0,540,87,1
2602,-1954.0,760,135,1
2603,-689.0,260,50,1
2604,-2341.0,1000,149,0
2605,-1526.0,611,104,1
2606,-1768.0,745,116,1
2607,-1516.0,592,105,1
2608,-1057.0,403,75,1
2609,-1746.0,660,123,1
2610,-2391.0,972,160,1
2611,-730.0,283,52,1
2612,-1296.0,525,88,1
2613,-1025.0,371,75,1
2614,-1491.0,603,101,1
2615,-2053.0,841,137,1
2616,-484.0,199,34,1
2617,-1064.0,401,76,1
2618,-922.0,367,64,1
2619,-625.0,241,45,1
2620,-1394.0,533,98,1
2621,-1370.0,581,90,1
2622,-2116.0,832,145,1
2623,-979.0,424,64,1
2624,-541.0,220,38,1
2625,-2476.0,1000,164,0
2626,-1645.0,658,112,1
2627,-1312.0,541,88,1
2628,-1503.0,633,99,1
2629,-1024.0,397,72,1
2630,-2233.0,1000,137,0
2631,-1840.0,763,122,1
2632,-602.0,245,42,1
2633,-1376.0,650,83,1
2634,-2251.0,1000,139,0
2635,-1072.0,454,71,1
2636,-1503.0,651,97,1
2637,-1507.0,619,101,1
2638,-1312.0,514,91,1
2639,-2393.0,992,158,1
2640,-2285.0,938,152,1
2641,-1124.0,479,74,1
2642,-2422.0,1000,158,0
2643,-1337.0,575,87,1
2644,-2427.0,990,162,1
2645,-1380.0,600,89,1
2646,-1502.0,542,109,1
2647,-2431.0,1000,159,0
2648,-2458.0,1000,162,0
2649,-867.0,321,63,1
2650,-1235.0,437,91,1
2651,-2324.0,905,160,1
2652,-1598.0,710,101,1
2653,-1330.0,532,91,1
2654,-1014.0,396,71,1
2655,-1286.0,524,87,1
2656,-1726.0,739,112,1
2657,-1986.0,774,137,1
2658,-2404.0,1000,156,0
2659,-1599.0,657,107,1
2660,-1853.0,731,127,1
2661,-1432.0,544,101,1
2662,-1592.0,704,101,1
2663,-1130.0,422,81,1
2664,-2467.0,1000,163,0
2665,-1673.0,722,108,1
2666,-1269.0,525,85,1
2667,-1114.0,505,70,1
2668,-1073.0,419,75,1
2669,-1251.0,507,85,1
2670,-2530.0,1000,170,0
2671,-2251.0,1000,139,0
2672,-2557.0,1000,173,0
2673,-1155.0,447,81,1
2674,-2375.0,974,158,1
2675,-942.0,396,63,1
2676,-733.0,286,52,1
2677,-1545.0,630,104,1
2678,-1388.0,599,90,1
2679,-1559.0,671,101,1
2680,-1445.0,584,98,1
2681,-791.0,281,59,1
2682,-724.0,259,54,1
2683,-2530.0,1000,170,0
2684,-2112.0,855,142,1
2685,-1458.0,597,98,1
2686,-2512.0,1000,168,0
2687,-1610.0,713,102,1
2688,-2355.0,999,153,1
2689,-963.0,399,65,1
2690,-1224.0,471,86,1
2691,-466.0,199,32,1
2692,-1580.0,674,103,1
2693,-1530.0,660,99,1
2694,-1463.0,611,97,1
2695,-2476.0,1000,164,0
2696,-2386.0,1000,154,0
2697,-1152.0,480,77,1
2698,-1250.0,488,87,1
2699,-1557.0,678,100,1
2700,-944.0,389,64,1
2701,-2377.0,1000,153,0
2702,-2459.0,968,168,1
2703,-1711.0,715,113,1
2704,-651.0,249,47,1
2705,-765.0,309,53,1
2706,-1669.0,691,111,1
2707,-2359.0,1000,151,0
2708,-2429.0,992,162,1
2709,-1808.0,749,120,1
2710,-1329.0,549,89,1
2711,-1520.0,596,105,1
2712,-1143.0,480,76,1
2713,-1731.0,726,114,1
2714,-1412.0,596,93,1
2715,-2368.0,1000,152,0
2716,-608.0,251,42,1
2717,-1085.0,440,74,1
2718,-2271.0,906,154,1
2719,-918.0,408,59,1
2720,-2275.0,910,154,1
2721,-1459.0,598,98,1
2722,-1366.0,532,95,1
2723,-1389.0,591,91,1
2724,-1019.0,392,72,1
2725,-1633.0,691,107,1
2726,-1135.0,481,75,1
2727,-980.0,362,71,1
2728,-2395.0,1000,155,0
2729,-1633.0,673,109,1
2730,-1077.0,468,70,1
2731,-2440.0,1000,160,0
2732,-1481.0,593,101,1
2733,-2184.0,855,150,1
2734,-1001.0,383,71,1
2735,-1248.0,567,78,1
2736,-1534.0,628,103,1
2737,-2566.0,1000,174,0
2738,-1054.0,382,77,1
2739,-2205.0,858,152,1
2740,-780.0,288,57,1
2741,-2487.0,996,168,1
2742,-923.0,386,62,1
2743,-1957.0,745,137,1
2744,-2061.0,840,138,1
2745,-2060.0,830,139,1
2746,-1550.0,680,99,1
2747,-2359.0,1000,151,0
2748,-2440.0,1000,160,0
2749,-2473.0,964,170,1
2750,-871.0,334,62,1
2751,-1639.0,670,110,1
2752,-672.0,270,47,1
2753,-965.0,383,67,1
2754,-2370.0,969,158,1
2755,-2452.0,952,169,1
2756,-1179.0,462,82,1
2757,-1218.0,492,83,1
2758,-1355.0,530,94,1
2759,-2377.0,1000,153,0
2760,-1304.0,569,84,1
2761,-2121.0,837,145,1
2762,-1190.0,491,80,1
2763,-2319.0,954,154,1
2764,-1177.0,451,83,1
2765,-949.0,376,66,1
2766,-1920.0,852,121,1
2767,-1212.0,504,81,1
2768,-2314.0,1000,146,0
2769,-2280.0,906,155,1
2770,-2389.0,988,158,1
2771,-978.0,387,68,1
2772,-913.0,340,66,1
2773,-765.0,309,53,1
2774,-2323.0,1000,147,0
2775,-990.0,363,72,1
2776,-1464.0,603,98,1
2777,-2149.0,901,141,1
2778,-2398.0,988,159,1
2779,-1510.0,622,101,1
2780,-1512.0,606,103,1
2781,-1449.0,534,104,1
2782,-2413.0,1000,157,0
2783,-1222.0,523,80,1
2784,-1199.0,455,85,1
2785,-1282.0,493,90,1
2786,-1534.0,637,102,1
2787,-1343.0,617,83,1
2788,-2450.0,968,167,1
2789,-1346.0,530,93,1
2790,-1112.0,431,78,1
2791,-2125.0,850,144,1
2792,-2390.0,971,160,1
2793,-1955.0,752,136,1
2794,-1393.0,559,95,1
2795,-1378.0,544,95,1
2796,-1652.0,692,109,1
2797,-1234.0,436,91,1
2798,-620.0,245,44,1
2799,-985.0,412,66,1
2800,-2494.0,1000,166,0
2801,-1254.0,447,92,1
2802,-2275.0,883,157,1
2803,-1698.0,810,101,1
2804,-1393.0,604,90,1
2805,-1217.0,590,72,1
2806,-2128.0,934,135,1
2807,-1712.0,743,110,1
2808,-1418.0,548,99,1
2809,-2443.0,988,164,1
2810,-1140.0,441,80,1
2811,-1152.0,444,81,1
2812,-1143.0,444,80,1
2813,-1179.0,471,81,1
2814,-2323.0,904,160,1
2815,-1402.0,604,91,1
2816,-1280.0,536,85,1
2817,-2001.0,789,137,1
2818,-1588.0,673,104,1
2819,-2061.0,813,141,1
2820,-1826.0,767,120,1
2821,-2287.0,1000,143,0
2822,-1323.0,552,88,1
2823,-1144.0,508,73,1
2824,-1325.0,581,85,1
2825,-1065.0,393,77,1
2826,-1483.0,595,101,1
2827,-1339.0,514,94,1
2828,-1288.0,499,90,1
2829,-1018.0,400,71,1
2830,-997.0,388,70,1
2831,-1105.0,451,75,1
2832,-1258.0,514,85,1
2833,-994.0,421,66,1
2834,-1529.0,632,102,1
2835,-598.0,223,44,1
2836,-1360.0,508,97,1
2837,-2413.0,1000,157,0
2838,-1263.0,537,83,1
2839,-2330.0,947,156,1
2840,-1081.0,481,69,1
2841,-1346.0,503,96,1
2842,-2351.0,950,158,1
2843,-2238.0,891,152,1
2844,-927.0,408,60,1
2845,-2336.0,953,156,1
2846,-761.0,296,54,1
2847,-2166.0,873,146,1
2848,-1419.0,558,98,1
2849,-1503.0,597,103,1
2850,-1526.0,611,104,1
2851,-2296.0,967,150,1
2852,-695.0,284,48,1
2853,-1576.0,652,105,1
2854,-1421.0,569,97,1
2855,-1218.0,519,80,1
2856,-2349.0,957,157,1
2857,-1132.0,469,76,1
2858,-1619.0,632,112,1
2859,-1302.0,576,83,1
2860,-712.0,283,50,1
2861,-1589.0,665,105,1
2862,-1325.0,527,91,1
2863,-1044.0,390,75,1
2864,-1393.0,541,97,1
2865,-2463.0,990,166,1
2866,-1491.0,621,99,1
2867,-1467.0,561,103,1
2868,-1522.0,643,100,1
2869,-1050.0,396,75,1
2870,-1994.0,800,135,1
2871,-922.0,403,60,1
2872,-2291.0,962,150,1
2873,-1291.0,529,87,1
2874,-1551.0,636,104,1
2875,-2422.0,1000,158,0
2876,-1816.0,721,124,1
2877,-1321.0,568,86,1
2878,-1654.0,721,106,1
2879,-1411.0,586,94,1
2880,-1135.0,490,74,1
2881,-1651.0,745,103,1
2882,-2065.0,817,141,1
2883,-1608.0,693,104,1
2884,-459.0,183,33,1
2885,-956.0,428,61,1
2886,-2332.0,949,156,1
2887,-2431.0,1000,159,0
2888,-1638.0,723,104,1
2889,-996.0,369,72,1
2890,-1464.0,558,103,1
2891,-1323.0,579,85,1
2892,-1215.0,480,84,1
2893,-2422.0,1000,158,0
2894,-1743.0,675,121,1
2895,-1232.0,470,87,1
2896,-2377.0,1000,153,0
2897,-2341.0,1000,149,0
2898,-957.0,393,65,1
2899,-1276.0,505,88,1
2900,-2396.0,932,165,1
2901,-2440.0,1000,160,0
2902,-2019.0,897,127,1
2903,-1187.0,443,85,1
2904,-1524.0,636,101,1
2905,-2503.0,1000,167,0
2906,-1135.0,427,81,1
2907,-891.0,381,59,1
2908,-2575.0,1000,175,0
2909,-911.0,374,62,1
2910,-2203.0,856,152,1
2911,-2197.0,913,145,1
2912,-1205.0,542,76,1
2913,-1975.0,835,129,1
2914,-1570.0,628,107,1
2915,-1275.0,540,84,1
2916,-1285.0,550,84,1
2917,-1436.0,557,100,1
2918,-2404.0,1000,156,0
2919,-1716.0,756,109,1
2920,-575.0,209,43,1
2921,-1564.0,604,109,1
2922,-2065.0,835,139,1
2923,-728.0,290,51,1
2924,-550.0,211,40,1
2925,-1389.0,600,90,1
2926,-2368.0,1000,152,0
2927,-1256.0,512,85,1
2928,-1035.0,417,71,1
2929,-2325.0,969,153,1
2930,-1761.0,747,115,1
2931,-2104.0,883,138,1
2932,-1117.0,418,80,1
2933,-2272.0,943,150,1
2934,-1399.0,574,94,1
2935,-1679.0,638,118,1
2936,-2294.0,902,157,1
2937,-662.0,251,48,1
2938,-1006.0,379,72,1
2939,-1098.0,417,78,1
2940,-1857.0,771,123,1
2941,-1419.0,567,97,1
2942,-961.0,361,69,1
2943,-1359.0,552,92,1
2944,-1701.0,732,110,1
2945,-1642.0,682,109,1
2946,-2410.0,973,162,1
2947,-926.0,344,67,1
2948,-1523.0,608,104,1
2949,-1033.0,406,72,1
2950,-1254.0,492,87,1
2951,-407.0,167,29,1
2952,-1398.0,591,92,1
2953,-1104.0,423,78,1
2954,-1670.0,647,116,1
2955,-2233.0,1000,137,0
2956,-1849.0,745,125,1
2957,-2377.0,1000,153,0
2958,-10.0,31,0,1
2959,-2350.0,1000,150,0
2960,-2467.0,1000,163,0
2961,-1099.0,445,75,1
2962,-1572.0,675,102,1
2963,-1014.0,396,71,1
2964,-1102.0,439,76,1
2965,-1103.0,440,76,1
2966,-1019.0,473,63,1
2967,-1366.0,595,88,1
2968,-560.0,203,42,1
2969,-1792.0,724,121,1
2970,-436.0,178,31,1
2971,-2467.0,1000,163,0
2972,-2117.0,842,144,1
2973,-793.0,310,56,1
2974,-2222.0,893,150,1
2975,-1083.0,420,76,1
2976,-1139.0,440,80,1
2977,-1684.0,670,115,1
2978,-1151.0,479,77,1
2979,-2143.0,877,143,1
2980,-949.0,376,66,1
2981,-897.0,360,62,1
2982,-2494.0,1000,166,0
2983,-2049.0,810,140,1
2984,-1163.0,473,79,1
2985,-920.0,374,63,1
2986,-969.0,387,67,1
2987,-647.0,227,49,1
2988,-2000.0,860,129,1
2989,-2335.0,907,161,1
2990,-1134.0,489,74,1
2991,-599.0,206,46,1
2992,-2043.0,885,131,1
2993,-1473.0,621,97,1
2994,-2310.0,945,154,1
2995,-1630.0,634,113,1
2996,-911.0,365,63,1
2997,-1152.0,462,79,1
2998,-2386.0,1000,154,0
2999,-918.0,399,60,1
3000,-1473.0,657,93,1
3001,-1681.0,748,106,1
3002,-1421.0,569,97,1
3003,-967.0,430,62,1
3004,-2395.0,1000,155,0
3005,-2359.0,1000,151,0
3006,-1402.0,631,88,1
3007,-1113.0,459,75,1
3008,-2379.0,996,156,1
3009,-2413.0,1000,157,0
3010,-1388.0,545,96,1
3011,-2419.0,982,162,1
3012,-2305.0,1000,145,0
3013,-2341.0,1000,149,0
3014,-872.0,353,60,1
3015,-2273.0,863,159,1
3016,-777.0,303,55,1
3017,-1174.0,502,77,1
3018,-585.0,228,42,1
3019,-2485.0,1000,165,0
3020,-1275.0,531,85,1
3021,-2158.0,829,150,1
3022,-706.0,268,51,1
3023,-1176.0,486,79,1
3024,-1454.0,611,96,1
3025,-1336.0,538,91,1
3026,-2104.0,829,144,1
3027,-1513.0,562,108,1
3028,-1919.0,752,132,1
3029,-2368.0,1000,152,0
3030,-730.0,265,54,1
3031,-2359.0,1000,151,0
3032,-1125.0,399,83,1
3033,-2312.0,920,157,1
3034,-1165.0,547,71,1
3035,-2404.0,1000,156,0
3036,-2566.0,1000,174,0
3037,-2205.0,876,150,1
3038,-1357.0,586,88,1
3039,-530.0,218,37,1
3040,-1281.0,528,86,1
3041,-1893.0,753,129,1
3042,-2330.0,947,156,1
3043,-1449.0,561,101,1
3044,-1805.0,683,127,1
3045,-1189.0,454,84,1
3046,-1696.0,709,112,1
3047,-1400.0,584,93,1
3048,-2413.0,1000,157,0
3049,-1154.0,455,80,1
3050,-982.0,418,65,1
3051,-1092.0,438,75,1
3052,-2359.0,1000,151,0
3053,-1606.0,664,107,1
3054,-1314.0,498,93,1
3055,-769.0,304,54,1
3056,-1607.0,638,110,1
3057,-1536.0,594,107,1
3058,-1181.0,482,80,1
3059,-2386.0,931,164,1
3060,-1453.0,574,100,1
3061,-1306.0,508,91,1
3062,-1567.0,652,104,1
3063,-1576.0,616,109,1
3064,-2413.0,985,161,1
3065,-1557.0,642,104,1
3066,-1660.0,700,109,1
3067,-1518.0,621,102,1
3068,-1025.0,425,69,1
3069,-1218.0,474,85,1
3070,-2187.0,930,142,1
3071,-2239.0,892,152,1
3072,-2310.0,999,148,1
3073,-1652.0,701,108,1
3074,-1525.0,628,102,1
3075,-2305.0,1000,145,0
3076,-1047.0,492,64,1
3077,-1521.0,660,98,1
3078,-2314.0,1000,146,0
3079,-1482.0,630,97,1
3080,-556.0,217,40,1
3081,-1105.0,505,69,1
3082,-779.0,314,54,1
3083,-1142.0,515,72,1
3084,-2305.0,1000,145,0
3085,-2341.0,1000,149,0
3086,-963.0,381,67,1
3087,-822.0,321,58,1
3088,-1324.0,526,91,1
3089,-1513.0,580,106,1
3090,-2413.0,1000,157,0
3091,-1201.0,484,82,1
3092,-993.0,384,70,1
3093,-1635.0,648,112,1
3094,-2347.0,928,160,1
3095,-1407.0,573,95,1
3096,-2341.0,1000,149,0
3097,-1180.0,571,70,1
3098,-2395.0,1000,155,0
3099,-1633.0,691,107,1
3100,-998.0,443,64,1
3101,-2177.0,920,142,1
3102,-1052.0,416,73,1
3103,-2156.0,890,143,1
3104,-1254.0,483,88,1
3105,-1785.0,654,128,1
3106,-2350.0,1000,150,0
3107,-1453.0,565,101,1
3108,-2260.0,1000,140,0
3109,-1440.0,624,93,1
3110,-946.0,364,67,1
3111,-1225.0,490,84,1
3112,-1550.0,689,98,1
3113,-2202.0,945,142,1
3114,-1362.0,573,90,1
3115,-1074.0,420,75,1
3116,-1294.0,523,88,1
3117,-1953.0,786,132,1
3118,-1906.0,766,129,1
3119,-1478.0,563,104,1
3120,-1282.0,529,86,1
3121,-1101.0,483,71,1
3122,-836.0,344,57,1
3123,-1051.0,406,74,1
3124,-2346.0,954,157,1
3125,-1284.0,567,82,1
3126,-771.0,288,56,1
3127,-2254.0,889,154,1
3128,-1943.0,794,130,1
3129,-2233.0,1000,137,0
3130,-1464.0,648,93,1
3131,-2400.0,999,158,1
3132,-2247.0,945,147,1
3133,-1258.0,523,84,1
3134,-1436.0,611,94,1
3135,-894.0,330,65,1
3136,-1745.0,722,116,1
3137,-1612.0,688,105,1
3138,-1797.0,747,119,1
3139,-2219.0,935,145,1
3140,-1343.0,590,86,1
3141,-632.0,284,41,1
3142,-2575.0,1000,175,0
3143,-786.0,303,56,1
3144,-1277.0,551,83,1
3145,-1179.0,480,80,1
3146,-2339.0,983,153,1
3147,-1009.0,391,71,1
3148,-1579.0,664,104,1
3149,-981.0,363,71,1
3150,-1240.0,505,84,1
3151,-2445.0,999,163,1
3152,-2424.0,996,161,1
3153,-1077.0,396,78,1
3154,-1938.0,789,130,1
3155,-2485.0,1000,165,0
3156,-1103.0,431,77,1
3157,-1663.0,622,118,1
3158,-2143.0,868,144,1
3159,-2449.0,1000,161,0
3160,-2385.0,957,161,1
3161,-1414.0,598,93,1
3162,-1573.0,631,107,1
3163,-1096.0,505,68,1
3164,-2317.0,970,152,1
3165,-2141.0,902,140,1
3166,-2061.0,912,130,1
3167,-2368.0,1000,152,0
3168,-1439.0,587,97,1
3169,-1298.0,509,90,1
3170,-883.0,364,60,1
3171,-1264.0,529,84,1
3172,-1528.0,658,99,1
3173,-1403.0,587,93,1
3174,-1531.0,625,103,1
3175,-1602.0,642,109,1
3176,-1540.0,634,103,1
3177,-2258.0,929,150,1
3178,-1631.0,662,110,1
3179,-1311.0,522,90,1
3180,-1364.0,530,95,1
3181,-1347.0,540,92,1
3182,-2413.0,1000,157,0
3183,-2309.0,971,151,1
3184,-1102.0,466,73,1
3185,-1174.0,520,75,1
3186,-1503.0,651,97,1
3187,-916.0,379,62,1
3188,-980.0,371,70,1
3189,-1733.0,692,118,1
3190,-2503.0,1000,167,0
3191,-1322.0,542,89,1
3192,-1209.0,510,80,1
3193,-865.0,319,63,1
3194,-1578.0,681,102,1
3195,-1271.0,527,85,1
3196,-2158.0,865,146,1
3197,-1257.0,540,82,1
3198,-1458.0,570,101,1
3199,-982.0,418,65,1
3200,-510.0,225,34,1
3201,-1749.0,798,108,1
3202,-870.0,342,61,1
3203,-766.0,283,56,1
3204,-2548.0,1000,172,0
3205,-1367.0,542,94,1
3206,-2395.0,1000,155,0
3207,-2341.0,1000,149,0
3208,-2413.0,1000,157,0
3209,-880.0,325,64,1
3210,-1594.0,697,102,1
3211,-951.0,360,68,1
3212,-943.0,379,65,1
3213,-2516.0,962,175,1
3214,-384.0,162,27,1
3215,-2071.0,859,137,1
3216,-2271.0,933,151,1
3217,-971.0,398,66,1
3218,-948.0,420,61,1
3219,-1036.0,490,63,1
3220,-2341.0,1000,149,0
3221,-1273.0,493,89,1
3222,-2422.0,1000,158,0
3223,-2060.0,821,140,1
3224,-2346.0,972,155,1
3225,-2230.0,883,152,1
3226,-1503.0,588,104,1
3227,-1387.0,571,93,1
3228,-2413.0,994,160,1
3229,-1208.0,473,84,1
3230,-1064.0,437,72,1
3231,-1408.0,556,97,1
3232,-2353.0,970,156,1
3233,-1597.0,592,114,1
3234,-1748.0,824,105,1
3235,-1016.0,371,74,1
3236,-949.0,385,65,1
3237,-2016.0,876,129,1
3238,-1367.0,569,91,1
3239,-2359.0,1000,151,0
3240,-1235.0,473,87,1
3241,-1205.0,488,82,1
3242,-402.0,171,28,1
3243,-2305.0,1000,145,0
3244,-1384.0,586,91,1
3245,-1029.0,393,73,1
3246,-1554.0,657,102,1
3247,-1356.0,522,95,1
3248,-1659.0,717,107,1
3249,-2449.0,1000,161,0
3250,-1253.0,527,83,1
3251,-1191.0,465,83,1
3252,-2377.0,1000,153,0
3253,-1180.0,508,77,1
3254,-1301.0,548,86,1
3255,-1275.0,531,85,1
3256,-2339.0,902,162,1
3257,-1141.0,433,81,1
3258,-2245.0,943,147,1
3259,-838.0,337,58,1
3260,-1400.0,530,99,1
3261,-2287.0,1000,143,0
3262,-2094.0,819,144,1
3263,-1051.0,415,73,1
3264,-1290.0,528,87,1
3265,-2413.0,1000,157,0
3266,-2386.0,1000,154,0
3267,-990.0,399,68,1
3268,-1941.0,828,126,1
3269,-1456.0,604,97,1
3270,-1224.0,552,77,1
3271,-1578.0,645,106,1
3272,-1491.0,630,98,1
3273,-1051.0,361,79,1
3274,-881.0,344,62,1
3275,-1990.0,832,131,1
3276,-1191.0,438,86,1
3277,-969.0,405,65,1
3278,-2185.0,838,152,1
3279,-1302.0,549,86,1
3280,-2413.0,1000,157,0
3281,-1410.0,540,99,1
3282,-1280.0,563,82,1
3283,-2404.0,1000,156,0
3284,-2314.0,985,150,1
3285,-1598.0,692,103,1
3286,-1013.0,440,66,1
3287,-1354.0,574,89,1
3288,-2386.0,1000,154,0
3289,-1813.0,700,126,1
3290,-1608.0,684,105,1
3291,-1447.0,622,94,1
3292,-1848.0,717,128,1
3293,-1180.0,454,83,1
3294,-1413.0,597,93,1
3295,-873.0,318,64,1
3296,-1636.0,685,108,1
3297,-1869.0,765,125,1
3298,-1639.0,679,109,1
3299,-1195.0,523,77,1
3300,-1250.0,479,88,1
3301,-903.0,348,64,1
3302,-1026.0,453,66,1
3303,-2007.0,831,133,1
3304,-2275.0,955,149,1
3305,-1173.0,456,82,1
3306,-2368.0,1000,152,0
3307,-1406.0,653,86,1
3308,-2241.0,957,145,1
3309,-2327.0,944,156,1
3310,-2377.0,1000,153,0
3311,-2359.0,1000,151,0
3312,-1280.0,509,88,1
3313,-2427.0,999,161,1
3314,-936.0,390,63,1
3315,-2289.0,933,153,1
3316,-2375.0,920,164,1
3317,-2305.0,1000,145,0
3318,-1280.0,509,88,1
3319,-2278.0,958,149,1
3320,-1008.0,426,67,1
3321,-1312.0,550,87,1
3322,-2171.0,932,140,1
3323,-956.0,365,68,1
3324,-2557.0,1000,173,0
3325,-986.0,368,71,1
3326,-2334.0,924,159,1
3327,-1497.0,609,101,1
3328,-1939.0,763,133,1
3329,-683.0,263,49,1
3330,-2192.0,872,149,1
3331,-1469.0,671,91,1
3332,-1809.0,777,117,1
3333,-976.0,466,59,1
3334,-1250.0,479,88,1
3335,-1430.0,596,95,1
3336,-1186.0,514,77,1
3337,-1417.0,592,94,1
3338,-2665.0,1000,185,0
3339,-2350.0,1000,150,0
3340,-987.0,387,69,1
3341,-2377.0,1000,153,0
3342,-1551.0,654,102,1
3343,-1250.0,461,90,1
3344,-1147.0,421,83,1
3345,-1026.0,453,66,1
3346,-1423.0,589,95,1
3347,-315.0,129,23,1
3348,-1252.0,481,88,1
3349,-1201.0,511,79,1
3350,-1359.0,597,87,1
3351,-1419.0,630,90,1
3352,-1628.0,659,110,1
3353,-1877.0,836,118,1
3354,-827.0,317,59,1
3355,-1306.0,580,83,1
3356,-1150.0,451,80,1
3357,-875.0,365,59,1
3358,-1183.0,457,83,1
3359,-1353.0,537,93,1
3360,-893.0,338,64,1
3361,-1040.0,404,73,1
3362,-996.0,396,69,1
3363,-2395.0,1000,155,0
3364,-724.0,295,50,1
3365,-290.0,131,20,1
3366,-1214.0,443,88,1
3367,-2524.0,988,173,1
3368,-2399.0,980,160,1
3369,-2350.0,1000,150,0
3370,-1615.0,682,106,1
3371,-1026.0,453,66,1
3372,-2303.0,956,152,1
3373,-2341.0,1000,149,0
3374,-2091.0,888,136,1
3375,-1536.0,648,101,1
3376,-1525.0,619,103,1
3377,-1284.0,558,83,1
3378,-1571.0,620,108,1
3379,-815.0,305,59,1
3380,-998.0,371,72,1
3381,-692.0,272,49,1
3382,-1115.0,425,79,1
3383,-2343.0,933,159,1
3384,-2152.0,886,143,1
3385,-1350.0,507,96,1
3386,-1247.0,539,81,1
3387,-1688.0,719,110,1
3388,-1455.0,549,103,1
3389,-1095.0,423,77,1
3390,-1280.0,554,83,1
3391,-1586.0,626,109,1
3392,-2350.0,1000,150,0
3393,-1390.0,547,96,1
3394,-2010.0,825,134,1
3395,-2422.0,1000,158,0
3396,-2011.0,790,138,1
3397,-1390.0,556,95,1
3398,-1112.0,503,70,1
3399,-1665.0,732,106,1
3400,-1927.0,760,132,1
3401,-2260.0,1000,140,0
3402,-1660.0,718,107,1
3403,-1051.0,469,67,1
3404,-1185.0,477,81,1
3405,-621.0,237,45,1
3406,-1477.0,652,94,1
3407,-2406.0,951,164,1
3408,-1474.0,568,103,1
3409,-1451.0,581,99,1
3410,-1423.0,571,97,1
3411,-1449.0,624,94,1
3412,-967.0,358,70,1
3413,-1088.0,461,72,1
3414,-951.0,405,63,1
3415,-915.0,387,61,1
3416,-892.0,337,64,1
3417,-573.0,207,43,1
3418,-1267.0,487,89,1
3419,-974.0,383,68,1
3420,-2032.0,847,134,1
3421,-995.0,395,69,1
3422,-941.0,404,62,1
3423,-1032.0,450,67,1
3424,-1515.0,618,102,1
3425,-981.0,417,65,1
3426,-1371.0,582,90,1
3427,-1540.0,661,100,1
3428,-721.0,283,51,1
3429,-2422.0,1000,158,0
3430,-1433.0,590,96,1
3431,-2341.0,1000,149,0
3432,-1473.0,585,101,1
3433,-1672.0,667,114,1
3434,-2303.0,902,158,1
3435,-1225.0,472,86,1
3436,-2405.0,941,165,1
3437,-1461.0,582,100,1
3438,-860.0,314,63,1
3439,-2422.0,1000,158,0
3440,-776.0,293,56,1
3441,-2476.0,1000,164,0
3442,-2107.0,859,141,1
3443,-2377.0,1000,153,0
3444,-1064.0,410,75,1
3445,-1639.0,634,114,1
3446,-2458.0,1000,162,0
3447,-1045.0,463,67,1
3448,-1233.0,525,81,1
3449,-930.0,393,62,1
3450,-1507.0,610,102,1
3451,-2458.0,1000,162,0
3452,-1293.0,513,89,1
3453,-2260.0,1000,140,0
3454,-606.0,240,43,1
3455,-2467.0,1000,163,0
3456,-1375.0,541,95,1
3457,-1187.0,479,81,1
3458,-2377.0,1000,153,0
3459,-1069.0,469,69,1
3460,-973.0,418,64,1
3461,-2584.0,1000,176,0
3462,-2395.0,1000,155,0
3463,-2276.0,956,149,1
3464,-2485.0,958,172,1
3465,-1628.0,740,101,1
3466,-1092.0,483,70,1
3467,-1381.0,574,92,1
3468,-1151.0,434,82,1
3469,-1616.0,674,107,1
3470,-2312.0,983,150,1
3471,-2395.0,1000,155,0
3472,-1421.0,524,102,1
3473,-1309.0,529,89,1
3474,-1223.0,488,84,1
3475,-1991.0,797,135,1
3476,-1010.0,455,64,1
3477,-2629.0,1000,181,0
3478,-1316.0,617,80,1
3479,-1478.0,563,104,1
3480,-780.0,288,57,1
3481,-849.0,303,63,1
3482,-1001.0,365,73,1
3483,-1629.0,687,107,1
3484,-1560.0,636,105,1
3485,-1709.0,713,113,1
3486,-2413.0,1000,157,0
3487,-999.0,426,66,1
3488,-2375.0,974,158,1
3489,-2413.0,1000,157,0
3490,-1069.0,424,74,1
3491,-703.0,274,50,1
3492,-2359.0,1000,151,0
3493,-1115.0,461,75,1
3494,-1412.0,587,94,1
3495,-1128.0,393,84,1
3496,-1107.0,435,77,1
3497,-2323.0,1000,147,0
3498,-2431.0,1000,159,0
3499,-205.0,91,15,1
3500,-2341.0,1000,149,0
3501,-2286.0,921,154,1
3502,-439.0,208,28,1
3503,-1458.0,561,102,1
3504,-1272.0,537,84,1
3505,-1501.0,640,98,1
3506,-547.0,199,41,1
3507,-2395.0,1000,155,0
3508,-1088.0,497,68,1
3509,-1177.0,451,83,1
3510,-1278.0,543,84,1
3511,-2401.0,982,160,1
3512,-1401.0,603,91,1
3513,-1573.0,622,108,1
3514,-2017.0,814,136,1
3515,-1529.0,632,102,1
3516,-1388.0,572,93,1
3517,-1125.0,417,81,1
3518,-2083.0,844,140,1
3519,-2427.0,990,162,1
3520,-951.0,396,64,1
3521,-1479.0,645,95,1
3522,-701.0,281,49,1
3523,-1540.0,616,105,1
3524,-938.0,383,64,1
3525,-2440.0,1000,160,0
3526,-1232.0,524,81,1
3527,-1039.0,475,65,1
3528,-2073.0,960,126,1
3529,-1454.0,593,98,1
3530,-1280.0,554,83,1
