Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
902,-681.0,812,0,1,110
903,-844.0,1000,1,0,165
904,-753.0,929,0,1,155
905,-867.0,1000,1,0,142
906,-341.0,432,0,1,70
907,-849.0,1000,0,0,151
908,-304.0,390,0,1,65
909,-561.0,685,0,1,103
910,-231.0,313,0,1,61
911,-839.0,1000,0,0,161
912,-767.0,945,0,1,157
913,-836.0,1000,0,0,164
914,-354.0,441,0,1,66
915,-790.0,959,0,1,148
916,-819.0,999,0,1,159
917,-138.0,193,0,1,34
918,-311.0,390,0,1,58
919,-483.0,609,0,1,105
920,-848.0,1000,1,0,161
921,-796.0,970,0,1,153
922,-429.0,537,0,1,87
923,-357.0,466,0,1,88
924,-367.0,475,0,1,87
925,-296.0,386,0,1,69
926,-414.0,507,0,1,72
927,-408.0,522,0,1,93
928,-381.0,484,0,1,82
929,-847.0,1000,0,0,153
930,-636.0,792,0,1,135
931,-852.0,1000,0,0,148
932,-485.0,593,0,1,87
933,-390.0,499,0,1,88
934,-366.0,477,0,1,90
935,-849.0,1000,0,0,151
936,-535.0,642,0,1,86
937,-440.0,552,0,1,91
938,-836.0,1000,0,0,164
939,-440.0,549,0,1,88
940,-269.0,354,0,1,64
941,-101.0,151,0,1,29
942,-227.0,297,0,1,49
943,-839.0,1000,0,0,161
944,-641.0,798,0,1,136
945,-858.0,1000,0,0,142
946,-269.0,365,0,1,75
947,-368.0,458,0,1,69
948,-586.0,721,0,1,114
949,-371.0,474,0,1,82
950,-414.0,537,0,1,102
951,-204.0,275,0,1,50
952,-494.0,618,0,1,103
953,-687.0,855,0,1,147
954,-266.0,351,0,1,64
955,-341.0,425,0,1,63
956,-803.0,987,0,1,163
957,-441.0,559,0,1,97
958,-790.0,968,0,1,157
959,-857.0,1000,0,0,143
960,-787.0,963,0,1,155
961,-306.0,398,0,1,71
962,-852.0,1000,0,0,148
963,-857.0,1000,0,0,143
964,-331.0,434,0,1,82
965,-843.0,1000,0,0,157
966,-837.0,1000,0,0,163
967,-356.0,453,0,1,76
968,-318.0,406,0,1,67
969,-544.0,668,0,1,103
970,-850.0,1000,0,0,150
971,-447.0,570,0,1,102
972,-805.0,986,0,1,160
973,-841.0,1000,0,0,159
974,-455.0,571,0,1,95
975,-197.0,266,0,1,48
976,-326.0,424,0,1,77
977,-378.0,483,0,1,84
978,-203.0,274,0,1,50
979,-857.0,1000,0,0,143
980,-797.0,959,0,1,141
981,-860.0,1000,0,0,140
982,-847.0,1000,0,0,153
983,-599.0,750,0,1,130
984,-649.0,799,0,1,129
985,-124.0,167,0,1,22
986,-467.0,576,0,1,88
987,-282.0,362,0,1,59
988,-155.0,213,0,1,37
989,-855.0,1000,0,0,145
990,-644.0,800,0,1,135
991,-258.0,338,0,1,59
992,-558.0,678,0,1,99
993,-842.0,1000,0,0,158
994,-853.0,1000,0,0,147
995,-850.0,1000,0,0,150
996,-734.0,903,1,1,157
997,-844.0,1000,0,0,156
998,-285.0,374,0,1,68
999,-153.0,205,0,1,31
