Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger
1007,-419.0,533,0,1
1008,-722.0,894,0,1
1009,-539.0,676,0,1
1010,-601.0,743,0,1
1011,-354.0,466,0,1
1012,-577.0,717,0,1
1013,-321.0,413,0,1
1014,-426.0,535,0,1
1015,-850.0,1000,0,0
1016,-398.0,492,0,1
1017,-845.0,1000,0,0
1018,-327.0,422,0,1
1019,-279.0,367,0,1
1020,-130.0,182,0,1
1021,-854.0,1000,0,0
1022,-842.0,1000,0,0
1023,-80.0,121,0,1
1024,-537.0,678,0,1
1025,-563.0,680,0,1
1026,-657.0,805,0,1
1027,-396.0,502,0,1
1028,-798.0,978,0,1
1029,-602.0,742,0,1
1030,-537.0,647,0,1
1031,-505.0,629,0,1
1032,-424.0,540,0,1
1033,-490.0,609,0,1
1034,-315.0,399,1,1
1035,-484.0,620,0,1
1036,-568.0,695,0,1
1037,-830.0,1000,0,0
1038,-471.0,583,0,1
1039,-795.0,982,0,1
1040,-838.0,1000,0,0
1041,-466.0,587,0,1
1042,-602.0,742,0,1
1043,-321.0,403,0,1
1044,-648.0,784,0,1
1045,-444.0,563,0,1
1046,-378.0,486,0,1
1047,-210.0,291,0,1
