Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger
818,-319.0,417,0,1
819,-430.0,529,0,1
820,-298.0,399,0,1
821,-374.0,464,0,1
822,-862.0,1000,0,0
823,-370.0,473,0,1
824,-308.0,404,0,1
825,-173.0,236,0,1
826,-316.0,415,0,1
827,-296.0,381,0,1
828,-516.0,639,0,1
829,-252.0,329,0,1
830,-259.0,341,0,1
831,-522.0,642,0,1
832,-855.0,1000,0,0
833,-611.0,761,0,1
834,-664.0,834,0,1
835,-286.0,373,0,1
836,-247.0,330,0,1
837,-437.0,543,0,1
838,-336.0,440,0,1
839,-839.0,1000,0,0
840,-235.0,308,0,1
841,-255.0,329,0,1
842,-703.0,861,0,1
843,-351.0,436,0,1
844,-835.0,1000,0,0
845,-433.0,542,0,1
846,-850.0,1000,0,0
847,-551.0,685,0,1
848,-366.0,447,0,1
849,-423.0,519,0,1
850,-657.0,808,0,1
851,-418.0,538,0,1
852,-567.0,717,0,1
853,-498.0,587,0,1
854,-501.0,601,0,1
855,-561.0,677,0,1
856,-501.0,621,0,1
857,-840.0,1000,0,0
858,-537.0,680,0,1
859,-710.0,884,0,1
860,-424.0,521,0,1
861,-850.0,1000,0,0
862,-810.0,989,0,1
863,-359.0,444,0,1
864,-843.0,1000,0,0
865,-210.0,286,0,1
866,-847.0,1000,0,0
867,-847.0,1000,0,0
868,-349.0,444,0,1
869,-743.0,918,0,1
870,-485.0,593,0,1
871,-284.0,369,0,1
872,-796.0,973,0,1
873,-376.0,476,0,1
874,-793.0,970,0,1
875,-323.0,419,0,1
876,-489.0,601,0,1
877,-860.0,1000,0,0
878,-190.0,266,0,1
879,-855.0,1000,0,0
880,-836.0,1000,0,0
881,-364.0,469,0,1
882,-430.0,550,0,1
883,-263.0,355,0,1
884,-708.0,857,0,1
885,-843.0,1000,0,0
886,-719.0,891,0,1
887,-533.0,646,0,1
888,-393.0,507,0,1
889,-88.0,133,0,1
890,-605.0,757,0,1
891,-810.0,991,0,1
892,-330.0,417,0,1
893,-836.0,1000,0,0
894,-414.0,540,0,1
895,-764.0,937,0,1
896,-829.0,1000,0,0
897,-550.0,693,0,1
898,-369.0,450,0,1
