Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
2676,-1346.0,521,94,1,0
2677,-1366.0,523,96,1,0
2678,-1427.0,539,101,1,0
2679,-935.0,398,62,1,0
2680,-2386.0,1000,154,0,0
2681,-1142.0,452,79,1,0
2682,-817.0,316,58,1,0
2683,-2575.0,1000,175,0,0
2684,-2377.0,1000,153,0,0
2685,-1406.0,545,98,1,0
2686,-1520.0,614,103,1,0
2687,-1346.0,539,92,1,0
2688,-2287.0,1000,143,0,0
2689,-715.0,277,51,1,0
2690,-2350.0,1000,150,0,0
2691,-770.0,296,55,1,0
2692,-2413.0,1000,157,0,0
2693,-2242.0,886,153,1,0
2694,-2269.0,1000,141,0,0
2695,-2305.0,1000,145,0,0
2696,-2318.0,980,151,1,0
2697,-1213.0,478,84,1,0
2698,-1304.0,551,86,1,0
2699,-2449.0,1000,161,0,0
2700,-937.0,409,61,1,0
2701,-2305.0,1000,145,0,0
2702,-2131.0,856,144,1,0
2703,-2476.0,1000,164,0,0
2704,-1376.0,587,90,1,0
2705,-873.0,318,64,1,0
2706,-2422.0,1000,158,0,0
2707,-2251.0,1000,139,0,0
2708,-2413.0,1000,157,0,0
2709,-2395.0,1000,155,0,0
2710,-1229.0,530,80,1,0
2711,-2377.0,1000,153,0,0
2712,-2395.0,1000,155,0,0
2713,-2048.0,800,141,1,0
2714,-1377.0,588,90,1,0
2715,-1542.0,636,103,1,0
2716,-918.0,372,63,1,0
2717,-1428.0,603,94,1,0
2718,-2043.0,858,134,1,0
2719,-1035.0,408,72,1,0
2720,-233.0,128,14,1,0
2721,-956.0,392,65,1,0
2722,-1269.0,489,89,1,0
2723,-1035.0,399,73,1,0
2724,-899.0,380,60,1,0
2725,-2263.0,925,151,1,0
2726,-2206.0,1000,134,0,0
2727,-864.0,309,64,1,0
2728,-2320.0,928,157,1,0
2729,-2170.0,1000,130,0,0
2730,-941.0,404,62,1,0
2731,-1331.0,551,89,1,0
2732,-2377.0,1000,153,0,0
2733,-1942.0,775,132,1,0
2734,-2395.0,1000,155,0,0
2735,-808.0,298,59,1,0
2736,-1034.0,380,75,1,0
2737,-2215.0,922,146,1,0
2738,-843.0,324,60,1,0
2739,-2332.0,1000,148,0,0
2740,-1164.0,438,83,1,0
2741,-2386.0,1000,154,0,0
2742,-979.0,406,66,1,0
2743,-2296.0,1000,144,0,0
2744,-2395.0,1000,155,0,0
2745,-2377.0,1000,153,0,0
2746,-2225.0,896,150,1,0
2747,-1550.0,707,96,1,0
2748,-2323.0,1000,147,0,0
2749,-1839.0,753,123,1,0
2750,-1106.0,425,78,1,0
2751,-2305.0,1000,145,0,0
2752,-501.0,198,36,1,0
2753,-1173.0,510,76,1,0
2754,-1728.0,741,112,1,0
2755,-1215.0,480,84,1,0
2756,-1293.0,540,86,1,0
2757,-1204.0,433,88,1,0
2758,-1265.0,458,92,1,0
2759,-2332.0,1000,148,0,0
2760,-1654.0,685,110,1,0
2761,-2278.0,895,156,1,0
2762,-1176.0,450,83,1,0
2763,-2386.0,1000,154,0,0
2764,-2422.0,1000,158,0,0
2765,-2444.0,980,165,1,0
2766,-1738.0,679,120,1,0
2767,-1693.0,715,111,1,0
2768,-2413.0,1000,157,0,0
2769,-2284.0,928,153,1,0
2770,-1438.0,550,101,1,0
2771,-504.0,192,37,1,0
2772,-859.0,331,61,1,0
2773,-971.0,371,69,1,0
2774,-1610.0,668,107,1,0
2775,-1254.0,546,81,1,0
2776,-1431.0,543,101,1,0
2777,-2375.0,992,156,1,0
2778,-1882.0,751,128,1,0
2779,-921.0,339,67,1,0
2780,-2521.0,1000,169,0,0
2781,-1398.0,555,96,1,0
2782,-2347.0,955,157,1,0
2783,-1222.0,460,87,1,0
2784,-1143.0,435,81,1,0
2785,-937.0,346,68,1,0
2786,-1625.0,683,107,1,0
2787,-1215.0,480,84,1,0
2788,-2332.0,1000,148,0,0
2789,-1765.0,742,116,1,0
2790,-1267.0,532,84,1,0
2791,-1093.0,448,74,1,0
2792,-2240.0,848,157,1,0
2793,-2413.0,1000,157,0,0
2794,-1415.0,572,96,1,0
2795,-771.0,306,54,1,0
2796,-2512.0,1000,168,0,0
2797,-1364.0,548,93,1,0
2798,-800.0,290,59,1,0
2799,-1186.0,478,81,1,0
2800,-2061.0,822,140,1,0
2801,-1211.0,512,80,1,0
2802,-2255.0,899,153,1,0
2803,-1896.0,738,131,1,0
2804,-1000.0,373,72,1,0
2805,-2539.0,1000,171,0,0
2806,-2340.0,948,157,1,0
2807,-1330.0,496,95,1,0
2808,-2548.0,1000,172,0,0
2809,-2292.0,900,157,1,0
2810,-1031.0,395,73,1,0
2811,-922.0,385,62,1,0
2812,-1179.0,507,77,1,0
2813,-2458.0,1000,162,0,0
2814,-1876.0,799,122,1,0
2815,-2296.0,1000,144,0,0
2816,-1735.0,694,118,1,0
2817,-1235.0,509,83,1,0
2818,-1653.0,684,110,1,0
2819,-2410.0,955,164,1,0
2820,-2332.0,1000,148,0,0
2821,-1007.0,434,66,1,0
2822,-1270.0,508,87,1,0
2823,-1220.0,530,79,1,0
2824,-1130.0,422,81,1,0
2825,-2458.0,1000,162,0,0
2826,-1410.0,630,89,1,0
2827,-2282.0,899,156,1,0
2828,-2278.0,1000,142,0,0
2829,-995.0,422,66,1,0
2830,-995.0,413,67,1,0
2831,-1569.0,735,95,1,0
2832,-1005.0,396,70,1,0
2833,-1378.0,598,89,1,0
2834,-1410.0,531,100,1,0
2835,-637.0,244,46,1,0
2836,-2167.0,892,144,1,0
2837,-2386.0,1000,154,0,0
2838,-942.0,405,62,1,0
2839,-2278.0,1000,142,0,0
2840,-1762.0,694,121,1,0
2841,-2034.0,849,134,1,0
2842,-2386.0,1000,154,0,0
2843,-2380.0,970,159,1,0
2844,-954.0,399,64,1,0
2845,-1355.0,521,95,1,0
2846,-1170.0,480,79,1,0
2847,-2404.0,1000,156,0,0
2848,-2467.0,1000,163,0,0
2849,-2395.0,1000,155,0,0
2850,-1533.0,627,103,1,0
2851,-1993.0,799,135,1,0
2852,-387.0,165,27,1,0
2853,-2380.0,943,162,1,0
2854,-1179.0,444,84,1,0
2855,-1167.0,504,76,1,0
2856,-1229.0,485,85,1,0
2857,-1154.0,455,80,1,0
2858,-2296.0,1000,144,0,0
2859,-343.0,139,25,1,0
2860,-1056.0,447,70,1,0
2861,-2449.0,1000,161,0,0
2862,-1337.0,503,95,1,0
2863,-1466.0,668,91,1,0
2864,-1371.0,555,93,1,0
2865,-1627.0,676,108,1,0
2866,-2266.0,919,152,1,0
2867,-2287.0,1000,143,0,0
2868,-2449.0,1000,161,0,0
2869,-1166.0,458,81,1,0
2870,-2382.0,981,158,1,0
2871,-427.0,196,28,1,0
2872,-2251.0,1000,139,0,0
2873,-789.0,315,55,1,0
2874,-1415.0,563,97,1,0
2875,-1323.0,507,93,1,0
2876,-1446.0,540,103,1,0
2877,-1178.0,515,76,1,0
2878,-1467.0,561,103,1,0
2879,-2575.0,1000,175,0,0
2880,-1168.0,469,80,1,0
2881,-2393.0,965,161,1,0
2882,-1425.0,618,92,1,0
2883,-1347.0,558,90,1,0
2884,-627.0,243,45,1,0
2885,-1951.0,721,139,1,0
2886,-2379.0,960,160,1,0
2887,-1537.0,649,101,1,0
2888,-2359.0,1000,151,0,0
2889,-1058.0,413,74,1,0
2890,-1256.0,476,89,1,0
2891,-1270.0,517,86,1,0
2892,-2458.0,1000,162,0,0
2893,-2340.0,975,154,1,0
2894,-2467.0,1000,163,0,0
2895,-2417.0,989,161,1,0
2896,-1276.0,577,80,1,0
2897,-1608.0,648,109,1,0
2898,-871.0,334,62,1,0
2899,-1343.0,572,88,1,0
2900,-2449.0,1000,161,0,0
2901,-2342.0,950,157,1,0
2902,-1470.0,645,94,1,0
2903,-1259.0,488,88,1,0
2904,-1639.0,670,110,1,0
2905,-2440.0,1000,160,0,0
2906,-1349.0,542,92,1,0
2907,-2458.0,1000,162,0,0
2908,-588.0,231,42,1,0
2909,-1275.0,549,83,1,0
2910,-2373.0,990,156,1,0
2911,-1980.0,777,136,1,0
2912,-1058.0,404,75,1,0
2913,-2359.0,1000,151,0,0
2914,-2269.0,1000,141,0,0
2915,-974.0,437,62,1,0
2916,-1435.0,610,94,1,0
2917,-1769.0,710,120,1,0
2918,-1682.0,695,112,1,0
2919,-1481.0,620,98,1,0
2920,-1392.0,585,92,1,0
2921,-1337.0,539,91,1,0
2922,-2160.0,858,147,1,0
2923,-2422.0,1000,158,0,0
2924,-613.0,220,46,1,0
2925,-945.0,399,63,1,0
2926,-2368.0,1000,152,0,0
2927,-1362.0,582,89,1,0
2928,-1128.0,474,75,1,0
2929,-2485.0,1000,165,0,0
2930,-2332.0,1000,148,0,0
2931,-2016.0,840,133,1,0
2932,-1131.0,468,76,1,0
2933,-1321.0,514,92,1,0
2934,-2371.0,961,159,1,0
2935,-2395.0,1000,155,0,0
2936,-1563.0,585,111,1,0
2937,-1085.0,422,76,1,0
2938,-1246.0,466,89,1,0
2939,-1268.0,560,81,1,0
2940,-2046.0,789,142,1,0
2941,-978.0,396,67,1,0
2942,-895.0,340,64,1,0
2943,-1533.0,636,102,1,0
2944,-2323.0,1000,147,0,0
2945,-2386.0,1000,154,0,0
2946,-2422.0,1000,158,0,0
2947,-981.0,345,73,1,0
2948,-1460.0,581,100,1,0
2949,-1645.0,712,106,1,0
2950,-1135.0,418,82,1,0
2951,-1138.0,403,84,1,0
2952,-1373.0,611,87,1,0
2953,-1584.0,651,106,1,0
2954,-1353.0,555,91,1,0
2955,-1586.0,662,105,1,0
2956,-2256.0,918,151,1,0
2957,-2203.0,883,149,1,0
2958,-1062.0,453,70,1,0
2959,-2214.0,903,148,1,0
2960,-1758.0,753,114,1,0
2961,-1003.0,421,67,1,0
2962,-2224.0,1000,136,0,0
2963,-941.0,368,66,1,0
2964,-2023.0,856,132,1,0
2965,-740.0,257,56,1,0
2966,-1566.0,651,104,1,0
2967,-1725.0,720,114,1,0
2968,-567.0,201,43,1,0
2969,-1880.0,749,128,1,0
2970,-1008.0,417,68,1,0
2971,-2242.0,1000,138,0,0
2972,-2505.0,987,171,1,0
2973,-1526.0,665,98,1,0
2974,-2359.0,1000,151,0,0
2975,-1207.0,490,82,1,0
2976,-1205.0,488,82,1,0
2977,-801.0,327,55,1,0
2978,-294.0,135,20,1,0
2979,-2422.0,1000,158,0,0
2980,-992.0,410,67,1,0
2981,-2440.0,1000,160,0,0
2982,-2414.0,986,161,1,0
2983,-2329.0,937,157,1,0
2984,-1278.0,525,86,1,0
2985,-805.0,322,56,1,0
2986,-1002.0,402,69,1,0
2987,-1026.0,363,76,1,0
2988,-1684.0,715,110,1,0
2989,-1698.0,675,116,1,0
2990,-1401.0,666,84,1,0
2991,-1615.0,619,113,1,0
2992,-2377.0,1000,153,0,0
2993,-884.0,374,59,1,0
2994,-2467.0,1000,163,0,0
2995,-2357.0,992,154,1,0
2996,-883.0,355,61,1,0
2997,-1175.0,494,78,1,0
2998,-1217.0,554,76,1,0
2999,-1492.0,604,101,1,0
3000,-1144.0,481,76,1,0
3001,-2126.0,887,140,1,0
3002,-1199.0,545,75,1,0
3003,-1336.0,583,86,1,0
3004,-2404.0,1000,156,0,0
3005,-1385.0,596,90,1,0
3006,-1286.0,533,86,1,0
3007,-974.0,401,66,1,0
3008,-2408.0,998,159,1,0
3009,-1315.0,535,89,1,0
3010,-1535.0,629,103,1,0
3011,-714.0,294,49,1,0
3012,-2017.0,904,126,1,0
3013,-2350.0,1000,150,0,0
3014,-711.0,282,50,1,0
3015,-2323.0,1000,147,0,0
3016,-545.0,215,39,1,0
3017,-1096.0,451,74,1,0
3018,-1041.0,414,72,1,0
3019,-2440.0,1000,160,0,0
3020,-1375.0,613,87,1,0
3021,-2413.0,1000,157,0,0
3022,-1258.0,550,81,1,0
3023,-1299.0,537,87,1,0
3024,-2084.0,899,134,1,0
3025,-1357.0,514,96,1,0
3026,-1553.0,674,100,1,0
3027,-2395.0,1000,155,0,0
3028,-976.0,349,72,1,0
3029,-2217.0,870,152,1,0
3030,-779.0,305,55,1,0
3031,-2415.0,987,161,1,0
3032,-1179.0,489,79,1,0
3033,-1202.0,494,81,1,0
3034,-1513.0,634,100,1,0
3035,-2096.0,857,140,1,0
3036,-2296.0,1000,144,0,0
3037,-2395.0,1000,155,0,0
3038,-1126.0,499,72,1,0
3039,-1345.0,538,92,1,0
3040,-860.0,350,59,1,0
3041,-2314.0,1000,146,0,0
3042,-2413.0,1000,157,0,0
3043,-1985.0,755,139,1,0
3044,-2099.0,797,147,1,0
3045,-1521.0,579,107,1,0
3046,-1225.0,445,89,1,0
3047,-2232.0,876,153,1,0
3048,-2376.0,966,159,1,0
3049,-1056.0,447,70,1,0
3050,-980.0,407,66,1,0
3051,-1289.0,554,84,1,0
3052,-2350.0,1000,150,0,0
3053,-1509.0,585,105,1,0
3054,-1057.0,448,70,1,0
3055,-735.0,270,54,1,0
3056,-1504.0,571,106,1,0
3057,-2440.0,1000,160,0,0
3058,-1196.0,533,76,1,0
3059,-2476.0,1000,164,0,0
3060,-2368.0,1000,152,0,0
3061,-1399.0,619,89,1,0
3062,-1306.0,499,92,1,0
3063,-1399.0,565,95,1,0
3064,-2404.0,1000,156,0,0
3065,-904.0,367,62,1,0
3066,-1238.0,458,89,1,0
3067,-2328.0,999,150,1,0
3068,-2503.0,1000,167,0,0
3069,-1253.0,509,85,1,0
3070,-2119.0,943,133,1,0
3071,-2251.0,1000,139,0,0
3072,-1269.0,498,88,1,0
3073,-2305.0,1000,145,0,0
3074,-1409.0,530,100,1,0
3075,-2438.0,956,167,1,0
3076,-2521.0,1000,169,0,0
3077,-2101.0,799,147,1,0
3078,-1694.0,698,113,1,0
3079,-2026.0,823,136,1,0
3080,-750.0,303,52,1,0
3081,-1399.0,592,92,1,0
3082,-741.0,276,54,1,0
3083,-995.0,395,69,1,0
3084,-2360.0,986,155,1,0
3085,-938.0,347,68,1,0
3086,-1540.0,688,97,1,0
3087,-1274.0,476,91,1,0
3088,-1384.0,640,85,1,0
3089,-1365.0,522,96,1,0
3090,-1275.0,504,88,1,0
3091,-2359.0,1000,151,0,0
3092,-932.0,386,63,1,0
3093,-2224.0,1000,136,0,0
3094,-2440.0,1000,160,0,0
3095,-1684.0,661,116,1,0
3096,-1924.0,766,131,1,0
3097,-1892.0,752,129,1,0
3098,-1290.0,528,87,1,0
3099,-2404.0,1000,156,0,0
3100,-1021.0,394,72,1,0
3101,-1668.0,690,111,1,0
3102,-782.0,335,52,1,0
3103,-2023.0,811,137,1,0
3104,-1283.0,485,91,1,0
3105,-1382.0,521,98,1,0
3106,-903.0,339,65,1,0
3107,-2368.0,1000,152,0,0
3108,-2449.0,1000,161,0,0
3109,-1305.0,534,88,1,0
3110,-1606.0,637,110,1,0
3111,-1116.0,462,75,1,0
3112,-2348.0,947,158,1,0
3113,-2179.0,1000,131,0,0
3114,-1327.0,484,96,1,0
3115,-2314.0,1000,146,0,0
3116,-1485.0,588,102,1,0
3117,-820.0,355,54,1,0
3118,-1367.0,587,89,1,0
3119,-2380.0,979,158,1,0
3120,-1037.0,428,70,1,0
3121,-1236.0,528,81,1,0
3122,-1238.0,458,89,1,0
3123,-1022.0,377,74,1,0
3124,-1278.0,516,87,1,0
3125,-1420.0,622,91,1,0
3126,-584.0,236,41,1,0
3127,-2296.0,1000,144,0,0
3128,-1941.0,711,139,1,0
3129,-2368.0,976,157,1,0
3130,-1196.0,542,75,1,0
3131,-1670.0,683,112,1,0
3132,-2080.0,841,140,1,0
3133,-982.0,427,64,1,0
3134,-1574.0,605,110,1,0
3135,-1115.0,434,78,1,0
3136,-2044.0,832,137,1,0
3137,-1465.0,577,101,1,0
3138,-1782.0,804,111,1,0
3139,-1199.0,482,82,1,0
3140,-814.0,304,59,1,0
3141,-1415.0,599,93,1,0
3142,-831.0,321,59,1,0
3143,-439.0,199,29,1,0
3144,-1559.0,608,108,1,0
3145,-954.0,390,65,1,0
3146,-1724.0,683,118,1,0
3147,-788.0,305,56,1,0
3148,-2287.0,1000,143,0,0
3149,-501.0,216,34,1,0
3150,-2195.0,875,149,1,0
3151,-2314.0,1000,146,0,0
3152,-2343.0,960,156,1,0
3153,-958.0,349,70,1,0
3154,-2332.0,1000,148,0,0
3155,-2381.0,971,159,1,0
3156,-1341.0,588,86,1,0
3157,-1946.0,806,129,1,0
3158,-2373.0,945,161,1,0
3159,-2359.0,1000,151,0,0
3160,-2269.0,1000,141,0,0
3161,-1178.0,443,84,1,0
3162,-2368.0,1000,152,0,0
3163,-1389.0,492,102,1,0
3164,-2440.0,1000,160,0,0
3165,-2323.0,1000,147,0,0
3166,-2575.0,1000,175,0,0
3167,-2341.0,1000,149,0,0
3168,-1052.0,461,68,1,0
3169,-1258.0,469,90,1,0
3170,-1335.0,492,96,1,0
3171,-2377.0,1000,153,0,0
3172,-2395.0,1000,155,0,0
3173,-2398.0,988,159,1,0
3174,-2611.0,1000,179,0,0
3175,-2384.0,983,158,1,0
3176,-2233.0,1000,137,0,0
3177,-2332.0,1000,148,0,0
3178,-2467.0,1000,163,0,0
3179,-810.0,309,58,1,0
3180,-1235.0,554,78,1,0
3181,-1365.0,558,92,1,0
3182,-1176.0,513,76,1,0
3183,-2377.0,1000,153,0,0
3184,-1088.0,506,67,1,0
3185,-1506.0,681,94,1,0
3186,-2305.0,958,152,1,0
3187,-2242.0,1000,138,0,0
3188,-1194.0,513,78,1,0
3189,-2370.0,969,158,1,0
3190,-1005.0,405,69,1,0
3191,-2386.0,1000,154,0,0
3192,-1203.0,486,82,1,0
3193,-1149.0,486,76,1,0
3194,-1468.0,562,103,1,0
3195,-1354.0,538,93,1,0
3196,-2314.0,1000,146,0,0
3197,-741.0,312,50,1,0
3198,-1160.0,452,81,1,0
3199,-1296.0,507,90,1,0
3200,-957.0,429,61,1,0
3201,-1319.0,521,91,1,0
3202,-933.0,351,67,1,0
3203,-1433.0,635,91,1,0
3204,-2602.0,1000,178,0,0
3205,-1259.0,533,83,1,0
3206,-1045.0,436,70,1,0
3207,-1512.0,660,97,1,0
3208,-1366.0,577,90,1,0
3209,-833.0,296,62,1,0
3210,-1376.0,524,97,1,0
3211,-1157.0,449,81,1,0
3212,-2242.0,1000,138,0,0
3213,-1986.0,810,133,1,0
3214,-1197.0,489,81,1,0
3215,-2395.0,1000,155,0,0
3216,-2278.0,1000,142,0,0
3217,-1341.0,498,96,1,0
3218,-900.0,327,66,1,0
3219,-2557.0,1000,173,0,0
3220,-2315.0,914,158,1,0
3221,-2476.0,1000,164,0,0
3222,-2395.0,1000,155,0,0
3223,-2611.0,1000,179,0,0
3224,-2413.0,1000,157,0,0
3225,-979.0,379,69,1,0
3226,-2287.0,1000,143,0,0
3227,-1116.0,453,76,1,0
3228,-1531.0,661,99,1,0
3229,-1204.0,496,81,1,0
3230,-1352.0,563,90,1,0
3231,-2268.0,939,150,1,0
3232,-2431.0,1000,159,0,0
3233,-1735.0,739,113,1,0
3234,-2386.0,1000,154,0,0
3235,-926.0,344,67,1,0
3236,-1506.0,654,97,1,0
3237,-2422.0,1000,158,0,0
3238,-1271.0,482,90,1,0
3239,-2354.0,926,161,1,0
3240,-1420.0,586,95,1,0
3241,-856.0,355,58,1,0
3242,-1262.0,527,84,1,0
3243,-2359.0,1000,151,0,0
3244,-1919.0,770,130,1,0
3245,-948.0,402,63,1,0
3246,-1239.0,477,87,1,0
3247,-1535.0,638,102,1,0
3248,-2375.0,992,156,1,0
3249,-1391.0,566,94,1,0
3250,-1271.0,491,89,1,0
3251,-1151.0,461,79,1,0
3252,-1154.0,446,81,1,0
3253,-1089.0,471,71,1,0
3254,-783.0,291,57,1,0
3255,-2476.0,1000,164,0,0
3256,-1433.0,572,98,1,0
3257,-964.0,391,66,1,0
3258,-2172.0,888,145,1,0
3259,-956.0,392,65,1,0
3260,-2260.0,1000,140,0,0
3261,-1709.0,668,118,1,0
3262,-1173.0,411,87,1,0
3263,-1327.0,619,81,1,0
3264,-1213.0,469,85,1,0
3265,-2431.0,1000,159,0,0
3266,-2404.0,1000,156,0,0
3267,-869.0,332,62,1,0
3268,-1527.0,603,105,1,0
3269,-1153.0,463,79,1,0
3270,-1215.0,489,83,1,0
3271,-2314.0,1000,146,0,0
3272,-1911.0,825,123,1,0
3273,-2187.0,930,142,1,0
3274,-1222.0,478,85,1,0
3275,-2341.0,1000,149,0,0
3276,-1179.0,435,85,1,0
3277,-1008.0,399,70,1,0
3278,-2413.0,1000,157,0,0
3279,-1220.0,476,85,1,0
3280,-2413.0,1000,157,0,0
3281,-2383.0,1000,156,1,0
3282,-1033.0,415,71,1,0
3283,-1732.0,664,121,1,0
3284,-1474.0,622,97,1,0
3285,-1413.0,606,92,1,0
3286,-537.0,234,36,1,0
3287,-1242.0,489,86,1,0
3288,-1740.0,735,114,1,0
3289,-2332.0,1000,148,0,0
3290,-2476.0,1000,164,0,0
3291,-2221.0,928,146,1,0
3292,-1623.0,645,111,1,0
3293,-2440.0,958,167,1,0
3294,-2404.0,1000,156,0,0
3295,-1548.0,678,99,1,0
3296,-2260.0,1000,140,0,0
3297,-1490.0,593,102,1,0
3298,-905.0,350,64,1,0
3299,-882.0,336,63,1,0
3300,-1045.0,436,70,1,0
3301,-835.0,325,59,1,0
3302,-1422.0,597,94,1,0
3303,-2278.0,1000,142,0,0
3304,-1207.0,463,85,1,0
3305,-2174.0,908,143,1,0
3306,-2611.0,1000,179,0,0
3307,-2336.0,944,157,1,0
3308,-1531.0,643,101,1,0
3309,-2287.0,1000,143,0,0
3310,-1464.0,639,94,1,0
3311,-2350.0,1000,150,0,0
3312,-2278.0,1000,142,0,0
3313,-2413.0,1000,157,0,0
3314,-692.0,263,50,1,0
3315,-417.0,204,26,1,0
3316,-2314.0,1000,146,0,0
3317,-2242.0,1000,138,0,0
3318,-1283.0,512,88,1,0
3319,-983.0,401,67,1,0
3320,-922.0,340,67,1,0
3321,-1196.0,461,84,1,0
3322,-2458.0,1000,162,0,0
3323,-1135.0,508,72,1,0
3324,-1303.0,532,88,1,0
3325,-956.0,365,68,1,0
3326,-1173.0,474,80,1,0
3327,-1608.0,702,103,1,0
3328,-1916.0,776,129,1,0
3329,-227.0,131,13,1,0
3330,-1814.0,764,119,1,0
3331,-1184.0,440,85,1,0
3332,-1914.0,783,128,1,0
3333,-822.0,312,59,1,0
3334,-1199.0,509,79,1,0
3335,-2377.0,1000,153,0,0
3336,-927.0,390,62,1,0
3337,-999.0,390,70,1,0
3338,-1891.0,859,117,1,0
3339,-2359.0,967,157,1,0
3340,-446.0,188,31,1,0
3341,-1271.0,473,91,1,0
3342,-2039.0,827,137,1,0
3343,-1431.0,561,99,1,0
3344,-850.0,340,59,1,0
3345,-1305.0,543,87,1,0
3346,-1422.0,552,99,1,0
3347,-689.0,233,53,1,0
3348,-1562.0,665,102,1,0
3349,-888.0,342,63,1,0
3350,-1377.0,516,98,1,0
3351,-1302.0,522,89,1,0
3352,-2422.0,958,165,1,0
3353,-2440.0,1000,160,0,0
3354,-807.0,315,57,1,0
3355,-2386.0,1000,154,0,0
3356,-935.0,371,65,1,0
3357,-912.0,375,62,1,0
3358,-1559.0,644,104,1,0
3359,-1044.0,381,76,1,0
3360,-1123.0,451,77,1,0
3361,-1240.0,568,77,1,0
3362,-1265.0,494,88,1,0
3363,-1696.0,709,112,1,0
3364,-1171.0,508,76,1,0
3365,-331.0,145,23,1,0
3366,-2341.0,1000,149,0,0
3367,-1287.0,507,89,1,0
3368,-2423.0,995,161,1,0
3369,-2422.0,1000,158,0,0
3370,-1014.0,396,71,1,0
3371,-1177.0,451,83,1,0
3372,-2404.0,1000,156,0,0
3373,-1510.0,595,104,1,0
3374,-1067.0,467,69,1,0
3375,-2314.0,1000,146,0,0
3376,-1196.0,497,80,1,0
3377,-402.0,189,26,1,0
3378,-2530.0,1000,170,0,0
3379,-1015.0,433,67,1,0
3380,-1176.0,504,77,1,0
3381,-1033.0,424,70,1,0
3382,-1376.0,560,93,1,0
3383,-1989.0,813,133,1,0
3384,-1945.0,805,129,1,0
3385,-2278.0,1000,142,0,0
3386,-1411.0,604,92,1,0
3387,-2254.0,970,145,1,0
3388,-963.0,408,64,1,0
3389,-1056.0,447,70,1,0
3390,-1326.0,510,93,1,0
3391,-2431.0,1000,159,0,0
3392,-1936.0,778,131,1,0
3393,-1133.0,452,78,1,0
3394,-2296.0,1000,144,0,0
3395,-2256.0,873,156,1,0
3396,-2435.0,989,163,1,0
3397,-2773.0,1000,197,0,0
3398,-1412.0,587,94,1,0
3399,-2386.0,1000,154,0,0
3400,-1223.0,533,79,1,0
3401,-1664.0,668,113,1,0
3402,-2359.0,1000,151,0,0
3403,-795.0,303,57,1,0
3404,-892.0,364,61,1,0
3405,-1488.0,618,99,1,0
3406,-1412.0,551,98,1,0
3407,-2206.0,859,152,1,0
3408,-2413.0,1000,157,0,0
3409,-2404.0,1000,156,0,0
3410,-570.0,240,39,1,0
3411,-1190.0,473,82,1,0
3412,-1407.0,609,91,1,0
3413,-1143.0,408,84,1,0
3414,-512.0,218,35,1,0
3415,-906.0,369,62,1,0
3416,-1141.0,487,75,1,0
3417,-776.0,311,54,1,0
3418,-878.0,341,62,1,0
3419,-997.0,388,70,1,0
3420,-2350.0,958,157,1,0
3421,-851.0,305,63,1,0
3422,-809.0,317,57,1,0
3423,-819.0,327,57,1,0
3424,-2305.0,1000,145,0,0
3425,-1106.0,461,74,1,0
3426,-2296.0,1000,144,0,0
3427,-2284.0,946,151,1,0
3428,-1267.0,541,83,1,0
3429,-1121.0,485,73,1,0
3430,-1243.0,490,86,1,0
3431,-1702.0,688,115,1,0
3432,-2211.0,873,151,1,0
3433,-2053.0,823,139,1,0
3434,-1010.0,437,66,1,0
3435,-1112.0,494,71,1,0
3436,-2233.0,1000,137,0,0
3437,-866.0,338,61,1,0
3438,-1286.0,560,83,1,0
3439,-2341.0,1000,149,0,0
3440,-931.0,358,66,1,0
3441,-2323.0,1000,147,0,0
3442,-2431.0,994,162,1,0
3443,-2429.0,983,163,1,0
3444,-579.0,231,41,1,0
3445,-2368.0,1000,152,0,0
3446,-1339.0,523,93,1,0
3447,-840.0,339,58,1,0
3448,-858.0,321,62,1,0
3449,-894.0,393,58,1,0
3450,-1418.0,557,98,1,0
3451,-2386.0,1000,154,0,0
3452,-1793.0,680,126,1,0
3453,-2251.0,1000,139,0,0
3454,-2350.0,1000,150,0,0
3455,-2314.0,1000,146,0,0
3456,-2261.0,968,146,1,0
3457,-2440.0,1000,160,0,0
3458,-2377.0,1000,153,0,0
3459,-1232.0,479,86,1,0
3460,-1114.0,460,75,1,0
3461,-1476.0,597,100,1,0
3462,-2352.0,951,158,1,0
3463,-840.0,339,58,1,0
3464,-2359.0,1000,151,0,0
3465,-2341.0,958,156,1,0
3466,-968.0,368,69,1,0
3467,-1194.0,459,84,1,0
3468,-1277.0,497,89,1,0
3469,-1215.0,534,78,1,0
3470,-2377.0,994,156,1,0
3471,-2306.0,932,155,1,0
3472,-2429.0,992,162,1,0
3473,-1288.0,553,84,1,0
3474,-943.0,370,66,1,0
3475,-2212.0,874,151,1,0
3476,-974.0,383,68,1,0
3477,-2338.0,919,160,1,0
3478,-395.0,173,27,1,0
3479,-2296.0,1000,144,0,0
3480,-1448.0,569,100,1,0
3481,-971.0,416,64,1,0
3482,-1305.0,543,87,1,0
3483,-1496.0,590,103,1,0
3484,-2305.0,922,156,1,0
3485,-2422.0,1000,158,0,0
3486,-1188.0,489,80,1,0
3487,-890.0,371,60,1,0
3488,-1643.0,692,108,1,0
3489,-1011.0,420,68,1,0
3490,-486.0,183,36,1,0
3491,-756.0,291,54,1,0
3492,-2323.0,1000,147,0,0
