Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
648,-755.0,929,1,1,162
649,-827.0,1000,0,0,173
650,-553.0,680,0,1,106
651,-393.0,489,0,1,75
652,-287.0,373,0,1,65
653,-882.0,1000,0,0,118
654,-268.0,351,0,1,62
655,-375.0,489,0,1,93
656,-864.0,1000,1,0,145
657,-263.0,359,0,1,75
658,-63.0,96,0,1,12
659,-845.0,1000,0,0,155
660,-524.0,646,0,1,101
661,-274.0,356,0,1,61
662,-294.0,387,0,1,72
663,-840.0,1000,0,0,160
664,-280.0,368,0,1,67
665,-855.0,1000,0,0,145
666,-450.0,568,0,1,97
667,-838.0,1000,0,0,162
668,-347.0,440,0,1,72
669,-310.0,391,0,1,60
670,-470.0,576,0,1,85
671,-436.0,553,0,1,96
672,-447.0,558,0,1,90
673,-272.0,369,0,1,76
674,-476.0,601,0,1,104
675,-696.0,864,0,1,147
676,-437.0,550,0,1,92
677,-371.0,476,0,1,84
678,-854.0,1000,1,0,155
679,-574.0,707,0,1,112
680,-692.0,861,0,1,148
681,-415.0,518,0,1,82
682,-362.0,464,0,1,81
683,-206.0,274,1,1,56
684,-631.0,749,0,1,97
685,-609.0,739,0,1,109
686,-485.0,612,0,1,106
687,-276.0,358,0,1,61
688,-661.0,833,0,1,151
689,-317.0,409,0,1,71
690,-127.0,183,0,1,35
691,-210.0,286,0,1,55
692,-669.0,827,0,1,137
693,-278.0,368,0,1,69
694,-855.0,1000,0,0,145
695,-854.0,1000,0,0,146
696,-417.0,525,0,1,87
697,-526.0,665,0,1,118
698,-662.0,815,0,1,132
699,-827.0,1000,0,0,173
700,-318.0,409,0,1,70
701,-473.0,592,0,1,98
702,-560.0,688,0,1,107
703,-384.0,465,0,1,60
704,-485.0,602,0,1,96
705,-386.0,491,0,1,84
706,-419.0,528,0,1,88
707,-546.0,694,0,1,127
708,-743.0,915,0,1,151
709,-855.0,1000,1,0,154
710,-841.0,1000,0,0,159
711,-601.0,760,0,1,138
712,-726.0,896,0,1,149
713,-586.0,724,0,1,117
714,-327.0,417,0,1,69
715,-848.0,1000,0,0,152
716,-837.0,1000,0,0,163
717,-859.0,1000,0,0,141
718,-841.0,1000,0,0,159
719,-437.0,542,0,1,84
720,-302.0,392,0,1,69
721,-859.0,1000,1,0,150
722,-841.0,1000,0,0,159
723,-375.0,466,0,1,70
724,-666.0,827,0,1,140
725,-846.0,1000,0,0,154
726,-559.0,695,0,1,115
727,-561.0,684,0,1,102
728,-787.0,971,0,1,163
729,-343.0,445,0,1,81
730,-425.0,511,1,1,74
731,-223.0,302,0,1,58
732,-459.0,580,0,1,100
733,-561.0,684,0,1,102
734,-397.0,504,0,1,86
735,-519.0,643,0,1,103
736,-853.0,1000,0,0,147
737,-840.0,1000,0,0,160
738,-202.0,276,0,1,53
739,-811.0,992,0,1,160
740,-437.0,556,0,1,98
741,-555.0,674,0,1,98
742,-335.0,440,0,1,84
743,-471.0,579,0,1,87
744,-350.0,444,0,1,73
745,-625.0,778,0,1,132
746,-467.0,574,0,1,86
747,-381.0,475,0,1,73
748,-664.0,804,0,1,119
749,-348.0,449,0,1,80
750,-841.0,1000,0,0,159
751,-849.0,1000,0,0,151
752,-670.0,799,0,1,108
753,-478.0,598,0,1,99
754,-846.0,1000,0,0,154
755,-845.0,1000,0,0,155
756,-500.0,608,0,1,87
757,-227.0,311,0,1,63
758,-593.0,730,0,1,116
759,-498.0,605,0,1,86
760,-528.0,676,0,1,127
761,-180.0,248,0,1,47
762,-325.0,420,0,1,74
763,-310.0,405,0,1,74
764,-844.0,1000,0,0,156
765,-848.0,1000,0,0,152
766,-853.0,1000,0,0,147
767,-339.0,448,0,1,88
768,-514.0,643,0,1,108
769,-581.0,712,0,1,110
770,-860.0,1000,1,0,149
771,-235.0,316,0,1,60
772,-341.0,432,0,1,70
773,-180.0,244,0,1,43
774,-240.0,319,0,1,58
775,-316.0,398,0,1,61
776,-307.0,394,0,1,66
777,-543.0,672,0,1,108
778,-413.0,533,0,1,99
779,-470.0,574,0,1,83
780,-375.0,486,0,1,90
781,-745.0,911,0,1,145
782,-422.0,541,0,1,98
783,-521.0,642,0,1,100
784,-755.0,929,0,1,153
785,-308.0,390,0,1,61
786,-766.0,939,0,1,152
787,-486.0,604,0,1,97
788,-840.0,1000,0,0,160
789,-659.0,813,0,1,133
790,-505.0,628,0,1,102
791,-834.0,1000,0,0,166
792,-838.0,1000,0,0,162
793,-232.0,310,0,1,57
794,-454.0,559,0,1,84
795,-399.0,489,0,1,69
796,-429.0,543,0,1,93
797,-357.0,453,0,1,75
798,-324.0,417,0,1,72
799,-423.0,538,0,1,94
800,-810.0,1000,0,0,190
801,-321.0,420,0,1,78
802,-778.0,943,0,1,144
803,-391.0,486,0,1,74
804,-314.0,403,0,1,68
805,-540.0,665,0,1,104
806,-340.0,445,0,1,84
807,-216.0,284,0,1,47
808,-847.0,1000,0,0,153
809,-430.0,526,0,1,75
810,-492.0,625,0,1,112
811,-580.0,697,0,1,96
812,-422.0,517,0,1,74
813,-411.0,518,0,1,86
814,-175.0,237,0,1,41
815,-702.0,870,0,1,147
816,-686.0,845,0,1,138
817,-518.0,645,0,1,106
818,-372.0,469,0,1,76
819,-313.0,412,0,1,78
820,-290.0,390,0,1,79
821,-835.0,1000,0,0,165
822,-440.0,546,1,1,94
823,-803.0,972,0,1,148
824,-291.0,384,0,1,72
825,-394.0,499,0,1,84
826,-479.0,604,0,1,104
827,-350.0,464,0,1,93
828,-639.0,794,0,1,134
829,-281.0,362,0,1,60
830,-99.0,146,0,1,26
831,-301.0,403,0,1,81
832,-809.0,989,0,1,159
833,-850.0,1000,1,0,159
834,-426.0,544,0,1,97
835,-587.0,732,0,1,124
836,-459.0,565,1,1,94
837,-227.0,305,0,1,57
838,-320.0,407,0,1,66
839,-569.0,693,0,1,103
840,-361.0,469,0,1,87
841,-331.0,437,0,1,85
842,-849.0,1000,0,0,151
843,-373.0,477,0,1,83
844,-359.0,452,0,1,72
845,-584.0,719,0,1,114
846,-812.0,986,0,1,153
847,-765.0,959,0,1,173
848,-839.0,1000,0,0,161
