Episode,Total Reward,Steps,Falls
872,-79.0,79,0,True
873,-1249.0,457,8,True
874,-121.0,121,0,True
875,-164.0,164,0,True
876,-70.0,70,0,True
877,-950.0,257,7,True
878,-406.0,208,2,True
879,-60.0,60,0,True
880,-389.0,191,2,True
881,-401.0,203,2,True
882,-1116.0,423,7,True
883,-82.0,82,0,True
884,-122.0,122,0,True
885,-202.0,103,1,True
886,-145.0,145,0,True
887,-152.0,152,0,True
888,-118.0,118,0,True
889,-85.0,85,0,True
890,-60.0,60,0,True
891,-94.0,94,0,True
892,-60.0,60,0,True
893,-365.0,167,2,True
894,-389.0,191,2,True
895,-109.0,109,0,True
896,-129.0,129,0,True
897,-89.0,89,0,True
898,-90.0,90,0,True
899,-366.0,168,2,True
900,-1554.0,564,10,True
901,-1161.0,369,8,True
902,-94.0,94,0,True
903,-132.0,132,0,True
904,-63.0,63,0,True
905,-1888.0,700,12,False
906,-338.0,140,2,True
907,-1987.0,700,13,False
908,-1789.0,700,11,False
909,-122.0,122,0,True
910,-72.0,72,0,True
911,-126.0,126,0,True
912,-44.0,44,0,True
913,-1834.0,646,12,True
914,-195.0,96,1,True
915,-92.0,92,0,True
916,-94.0,94,0,True
917,-71.0,71,0,True
918,-100.0,100,0,True
919,-360.0,162,2,True
920,-103.0,103,0,True
921,-136.0,136,0,True
922,-47.0,47,0,True
923,-110.0,110,0,True
924,-782.0,287,5,True
925,-1976.0,590,14,True
926,-386.0,188,2,True
927,-181.0,181,0,True
928,-442.0,145,3,True
929,-308.0,110,2,True
930,-111.0,111,0,True
931,-94.0,94,0,True
932,-579.0,183,4,True
933,-626.0,230,4,True
934,-344.0,146,2,True
935,-95.0,95,0,True
936,-394.0,196,2,True
937,-2185.0,700,15,False
938,-455.0,158,3,True
939,-1511.0,521,10,True
940,-249.0,150,1,True
941,-80.0,80,0,True
942,-73.0,73,0,True
943,-715.0,220,5,True
944,-498.0,201,3,True
945,-691.0,196,5,True
946,-1613.0,623,10,True
947,-96.0,96,0,True
948,-342.0,144,2,True
949,-2071.0,685,14,True
950,-109.0,109,0,True
951,-142.0,142,0,True
952,-70.0,70,0,True
953,-76.0,76,0,True
954,-602.0,206,4,True
955,-339.0,141,2,True
956,-299.0,101,2,True
957,-372.0,174,2,True
958,-72.0,72,0,True
959,-1381.0,490,9,True
960,-206.0,107,1,True
961,-104.0,104,0,True
962,-66.0,66,0,True
963,-94.0,94,0,True
964,-86.0,86,0,True
965,-352.0,154,2,True
966,-66.0,66,0,True
967,-1134.0,342,8,True
968,-112.0,112,0,True
969,-128.0,128,0,True
970,-126.0,126,0,True
971,-1987.0,700,13,False
972,-47.0,47,0,True
973,-41.0,41,0,True
974,-131.0,131,0,True
975,-162.0,162,0,True
976,-140.0,140,0,True
977,-57.0,57,0,True
978,-103.0,103,0,True
979,-89.0,89,0,True
980,-1987.0,700,13,False
981,-2383.0,700,17,False
982,-156.0,156,0,True
983,-146.0,146,0,True
984,-131.0,131,0,True
985,-78.0,78,0,True
986,-93.0,93,0,True
987,-1012.0,319,7,True
988,-180.0,81,1,True
989,-2185.0,700,15,False
990,-374.0,176,2,True
991,-1787.0,599,12,True
992,-90.0,90,0,True
993,-88.0,88,0,True
994,-188.0,188,0,True
995,-76.0,76,0,True
996,-723.0,228,5,True
997,-131.0,131,0,True
998,-61.0,61,0,True
999,-143.0,143,0,True
1000,-83.0,83,0,True
1001,-510.0,213,3,True
1002,-1091.0,398,7,True
1003,-148.0,148,0,True
