Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger
761,-1085.0,413,77,1,True
762,-848.0,311,62,1,True
763,-1514.0,626,101,1,True
764,-1342.0,499,96,1,True
765,-2014.0,820,135,1,True
766,-1255.0,466,90,1,True
767,-2259.0,903,153,1,True
768,-2262.0,1005,142,1,True
769,-1457.0,632,94,1,True
770,-1915.0,712,136,1,True
771,-1294.0,514,89,1,True
772,-1314.0,489,94,1,True
773,-933.0,342,68,1,True
774,-955.0,382,66,1,True
775,-1628.0,713,104,1,True
776,-1018.0,445,66,1,True
777,-2413.0,976,162,1,True
778,-3041.0,1190,208,1,True
779,-1253.0,509,85,1,True
780,-1432.0,607,94,1,True
781,-2467.0,1057,159,1,True
782,-1259.0,452,92,1,True
783,-2434.0,1024,159,1,True
784,-1976.0,854,127,1,True
785,-888.0,351,62,1,True
786,-1696.0,664,117,1,True
787,-2442.0,951,168,1,True
788,-2381.0,1016,154,1,True
789,-1951.0,784,132,1,True
790,-1254.0,492,87,1,True
791,-1101.0,456,74,1,True
792,-1814.0,836,111,1,True
793,-782.0,326,53,1,True
794,-1044.0,399,74,1,True
795,-959.0,386,66,1,True
796,-2511.0,1047,165,1,True
797,-602.0,236,43,1,True
798,-1314.0,552,87,1,True
799,-1088.0,416,77,1,True
800,-1132.0,514,71,1,True
801,-1551.0,627,105,1,True
802,-2241.0,885,153,1,True
803,-1739.0,716,116,1,True
804,-3462.0,1500,218,0,False
805,-2433.0,1032,158,1,True
806,-1026.0,381,74,1,True
807,-1111.0,448,76,1,True
808,-2529.0,1047,167,1,True
809,-995.0,440,64,1,True
810,-2698.0,1216,167,1,True
811,-1892.0,788,125,1,True
812,-2231.0,875,153,1,True
813,-1457.0,551,103,1,True
814,-862.0,334,61,1,True
815,-2558.0,1067,168,1,True
816,-1790.0,704,123,1,True
817,-2561.0,1088,166,1,True
818,-1206.0,489,82,1,True
819,-1351.0,571,89,1,True
820,-1241.0,443,91,1,True
821,-2194.0,856,151,1,True
822,-2480.0,1007,166,1,True
823,-2364.0,936,161,1,True
824,-895.0,331,65,1,True
825,-742.0,277,54,1,True
826,-2222.0,875,152,1,True
827,-973.0,373,69,1,True
828,-1257.0,486,88,1,True
829,-1071.0,417,75,1,True
830,-876.0,348,61,1,True
831,-1133.0,434,80,1,True
832,-2288.0,923,154,1,True
833,-2227.0,889,151,1,True
834,-2103.0,819,145,1,True
835,-1686.0,690,113,1,True
836,-1324.0,526,91,1,True
837,-1045.0,382,76,1,True
838,-1213.0,451,87,1,True
839,-1397.0,563,95,1,True
840,-933.0,414,60,1,True
841,-2535.0,1089,163,1,True
842,-3334.0,1447,212,1,True
843,-1604.0,644,109,1,True
844,-823.0,322,58,1,True
845,-2280.0,933,152,1,True
846,-2540.0,1067,166,1,True
847,-1462.0,601,98,1,True
848,-2200.0,862,151,1,True
849,-1025.0,416,70,1,True
850,-2100.0,798,147,1,True
851,-1112.0,458,75,1,True
852,-3191.0,1313,211,1,True
853,-2740.0,1132,181,1,True
854,-1253.0,491,87,1,True
855,-1312.0,532,89,1,True
856,-1040.0,404,73,1,True
857,-3272.0,1349,216,1,True
858,-1286.0,533,86,1,True
859,-2211.0,855,153,1,True
860,-1164.0,492,77,1,True
861,-1456.0,604,97,1,True
