Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
533,-960.0,423,62,1,0,True
534,-1363.0,556,92,1,0,True
535,-2584.0,1147,162,1,0,True
536,-1202.0,530,77,1,0,True
537,-2018.0,815,136,1,0,True
538,-992.0,392,69,1,0,True
539,-1179.0,444,84,1,0,True
540,-1009.0,373,73,1,0,True
541,-1492.0,640,97,1,0,True
542,-696.0,276,49,1,0,True
543,-2293.0,955,151,1,0,True
544,-2187.0,903,145,1,0,True
545,-2334.0,924,159,1,0,True
546,-948.0,384,65,1,0,True
547,-1115.0,434,78,1,0,True
548,-2604.0,1140,165,1,0,True
549,-1346.0,557,90,1,0,True
550,-1473.0,612,98,1,0,True
551,-3190.0,1303,212,1,0,True
552,-1503.0,597,103,1,0,True
553,-1377.0,588,90,1,0,True
554,-1776.0,726,119,1,0,True
555,-1543.0,628,104,1,0,True
556,-1172.0,446,83,1,0,True
557,-1061.0,488,66,1,0,True
558,-2529.0,1074,164,1,0,True
559,-2574.0,1092,167,1,0,True
560,-1262.0,563,80,1,0,True
561,-1392.0,594,91,1,0,True
562,-1146.0,411,84,1,0,True
563,-1083.0,483,69,1,0,True
564,-1122.0,432,79,1,0,True
565,-1014.0,387,72,1,0,True
566,-2009.0,869,129,1,0,True
567,-3136.0,1312,205,1,0,True
568,-2133.0,885,141,1,0,True
569,-1757.0,743,115,1,0,True
570,-1543.0,601,107,1,0,True
571,-1369.0,508,98,1,0,True
572,-889.0,361,61,1,0,True
573,-1708.0,730,111,1,0,True
574,-2665.0,1111,175,1,0,True
575,-3498.0,1500,222,0,0,False
576,-1431.0,552,100,1,0,True
577,-2530.0,1066,165,1,0,True
578,-1269.0,507,87,1,0,True
579,-2514.0,1050,165,1,0,True
580,-1087.0,460,72,1,0,True
581,-1623.0,672,108,1,0,True
582,-1933.0,829,125,1,0,True
583,-1652.0,701,108,1,0,True
584,-2379.0,996,156,1,0,True
585,-3157.0,1297,209,1,0,True
586,-804.0,303,58,1,0,True
587,-1576.0,634,107,1,0,True
588,-1487.0,608,100,1,0,True
589,-1091.0,419,77,1,0,True
590,-1441.0,571,99,1,0,True
591,-1308.0,519,90,1,0,True
592,-2513.0,1076,162,1,0,True
593,-2746.0,1255,168,1,0,True
594,-2401.0,982,160,1,0,True
595,-1242.0,480,87,1,0,True
596,-1412.0,605,92,1,0,True
597,-3458.0,1499,220,1,0,True
598,-3391.0,1423,221,1,0,True
599,-1819.0,787,117,1,0,True
600,-3302.0,1370,217,1,0,True
601,-3543.0,1500,227,0,0,False
602,-2129.0,818,148,1,0,True
603,-2379.0,1014,154,1,0,True
604,-2585.0,1112,166,1,0,True
605,-1077.0,432,74,1,0,True
606,-550.0,238,37,1,0,True
607,-951.0,342,70,1,0,True
608,-1031.0,422,70,1,0,True
609,-1317.0,582,84,1,0,True
610,-1227.0,528,80,1,0,True
611,-852.0,342,59,1,0,True
612,-2163.0,870,146,1,0,True
613,-2543.0,1061,167,1,0,True
614,-2043.0,822,138,1,0,True
615,-2717.0,1172,174,1,0,True
616,-2543.0,1097,163,1,0,True
617,-2398.0,1024,155,1,0,True
618,-1694.0,644,119,1,0,True
619,-1175.0,494,78,1,0,True
620,-2433.0,1059,155,1,0,True
621,-2108.0,851,142,1,0,True
622,-2472.0,1044,161,1,0,True
623,-980.0,425,64,1,0,True
624,-2450.0,986,165,1,0,True
625,-1570.0,619,108,1,0,True
626,-2779.0,1252,172,1,0,True
627,-2357.0,992,154,1,0,True
628,-1403.0,542,98,1,0,True
629,-1477.0,571,103,1,0,True
630,-1086.0,432,75,1,0,True
631,-1478.0,671,92,1,0,True
632,-2489.0,1043,163,1,0,True
633,-863.0,353,59,1,0,True
634,-1244.0,464,89,1,0,True
635,-860.0,341,60,1,0,True
636,-1215.0,489,83,1,0,True
637,-1384.0,568,93,1,0,True
638,-1388.0,563,94,1,0,True
639,-1607.0,665,107,1,0,True
640,-2485.0,1012,166,1,0,True
641,-1729.0,724,114,1,0,True
642,-1158.0,540,71,1,0,True
643,-2480.0,1007,166,1,0,True
644,-2130.0,864,143,1,0,True
645,-2472.0,1017,164,1,0,True
646,-1571.0,638,106,1,0,True
647,-1442.0,554,101,1,0,True
648,-2536.0,991,174,1,0,True
649,-2404.0,967,162,1,0,True
650,-1483.0,595,101,1,0,True
651,-1193.0,521,77,1,0,True
652,-783.0,300,56,1,0,True
653,-2705.0,1223,167,1,0,True
654,-932.0,386,63,1,0,True
655,-1301.0,539,87,1,0,True
656,-1426.0,574,97,1,0,True
657,-1251.0,489,87,1,0,True
658,-964.0,418,63,1,0,True
659,-1672.0,721,108,1,0,True
660,-2528.0,1073,164,1,0,True
661,-966.0,357,70,1,0,True
662,-173.0,104,10,1,0,True
663,-1561.0,601,109,1,0,True
664,-1199.0,545,75,1,0,True
665,-2246.0,962,145,1,0,True
666,-986.0,395,68,1,0,True
667,-1623.0,672,108,1,0,True
668,-992.0,383,70,1,0,True
669,-1430.0,596,95,1,0,True
670,-2533.0,1141,157,1,0,True
671,-1694.0,653,118,1,0,True
672,-1349.0,551,91,1,0,True
673,-1163.0,473,79,1,0,True
674,-2548.0,1102,163,1,0,True
675,-2485.0,1075,159,1,0,True
676,-1068.0,369,80,1,0,True
677,-1389.0,627,87,1,0,True
678,-1395.0,588,92,1,0,True
679,-2691.0,1236,164,1,0,True
680,-1582.0,658,105,1,0,True
681,-3534.0,1500,226,0,0,False
682,-1491.0,621,99,1,0,True
683,-1257.0,540,82,1,0,True
684,-1361.0,536,94,1,0,True
685,-2430.0,1020,159,1,0,True
686,-1173.0,510,76,1,0,True
687,-993.0,402,68,1,0,True
688,-1939.0,835,125,1,0,True
689,-1978.0,775,136,1,0,True
690,-904.0,358,63,1,0,True
691,-939.0,366,66,1,0,True
692,-1550.0,635,104,1,0,True
693,-1389.0,564,94,1,0,True
694,-3250.0,1354,213,1,0,True
695,-2294.0,956,151,1,0,True
696,-2317.0,1051,143,1,0,True
697,-1267.0,487,89,1,0,True
698,-2565.0,1056,170,1,0,True
699,-2219.0,881,151,1,0,True
700,-743.0,269,55,1,0,True
701,-2392.0,946,163,1,0,True
702,-2341.0,967,155,1,0,True
703,-1354.0,556,91,1,0,True
704,-2411.0,974,162,1,0,True
705,-1309.0,547,87,1,0,True
706,-1145.0,500,74,1,0,True
707,-1856.0,815,118,1,0,True
708,-1639.0,679,109,1,0,True
709,-2568.0,1068,169,1,0,True
710,-1595.0,662,106,1,0,True
711,-2483.0,1055,161,1,0,True
712,-2649.0,1266,156,1,0,True
713,-2648.0,1157,168,1,0,True
714,-1212.0,540,77,1,0,True
715,-2516.0,1043,166,1,0,True
716,-1978.0,784,135,1,0,True
717,-1140.0,513,72,1,0,True
718,-2555.0,1055,169,1,0,True
719,-1430.0,578,97,1,0,True
720,-1055.0,401,75,1,0,True
721,-1190.0,464,83,1,0,True
722,-2505.0,1068,162,1,0,True
723,-1349.0,533,93,1,0,True
724,-2800.0,1210,179,1,0,True
725,-1683.0,714,110,1,0,True
726,-1628.0,650,111,1,0,True
727,-2582.0,1073,170,1,0,True
728,-2277.0,858,160,1,0,True
729,-826.0,352,55,1,0,True
730,-586.0,238,41,1,0,True
731,-238.0,106,17,1,0,True
732,-3363.0,1422,218,1,0,True
733,-2641.0,1132,170,1,0,True
734,-1281.0,537,85,1,0,True
735,-1040.0,404,73,1,0,True
736,-2668.0,1159,170,1,0,True
737,-2273.0,908,154,1,0,True
738,-793.0,310,56,1,0,True
739,-2618.0,1145,166,1,0,True
740,-1198.0,481,82,1,0,True
741,-610.0,235,44,1,0,True
742,-1333.0,526,92,1,0,True
743,-1349.0,578,88,1,0,True
744,-1401.0,639,87,1,0,True
745,-2553.0,1053,169,1,0,True
746,-1251.0,480,88,1,0,True
747,-1273.0,475,91,1,0,True
748,-1345.0,538,92,1,0,True
749,-1529.0,641,101,1,0,True
750,-2449.0,994,164,1,0,True
751,-2452.0,1033,160,1,0,True
752,-1471.0,592,100,1,0,True
753,-997.0,388,70,1,0,True
754,-3219.0,1500,191,0,0,False
755,-1071.0,408,76,1,0,True
756,-1232.0,560,77,1,0,True
757,-2752.0,1234,171,1,0,True
758,-1343.0,554,90,1,0,True
759,-1464.0,630,95,1,0,True
