Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
412,-739.0,901,0,1,141,True
413,-126.0,179,0,1,32,True
414,-224.0,301,0,1,56,True
415,-276.0,357,0,1,60,True
416,-792.0,968,1,1,164,True
417,-658.0,780,0,1,101,True
418,-585.0,720,0,1,114,True
419,-968.0,1131,2,1,160,True
420,-420.0,516,0,1,75,True
421,-491.0,612,0,1,100,True
422,-391.0,488,0,1,76,True
423,-987.0,1191,0,1,183,True
424,-853.0,1035,0,1,161,True
425,-376.0,485,0,1,88,True
426,-659.0,798,0,1,118,True
427,-479.0,594,0,1,94,True
428,-758.0,888,1,1,118,True
429,-554.0,683,0,1,108,True
430,-429.0,537,0,1,87,True
431,-254.0,335,0,1,60,True
432,-347.0,450,0,1,82,True
433,-458.0,572,0,1,93,True
434,-1043.0,1231,0,1,167,True
435,-300.0,390,0,1,69,True
436,-436.0,560,0,1,103,True
437,-311.0,403,0,1,71,True
438,-275.0,365,0,1,69,True
439,-990.0,1170,1,1,168,True
440,-918.0,1102,0,1,163,True
441,-143.0,192,0,1,28,True
442,-733.0,911,0,1,157,True
443,-552.0,692,0,1,119,True
444,-389.0,508,0,1,98,True
445,-412.0,523,0,1,90,True
446,-375.0,473,0,1,77,True
447,-533.0,664,0,1,110,True
448,-879.0,1064,0,1,164,True
449,-341.0,447,0,1,85,True
450,-879.0,1058,1,1,167,True
451,-788.0,973,0,1,164,True
452,-523.0,648,0,1,104,True
453,-834.0,1014,0,1,159,True
454,-955.0,1145,0,1,169,True
455,-433.0,546,0,1,92,True
456,-271.0,369,0,1,77,True
457,-605.0,744,0,1,118,True
458,-507.0,630,0,1,102,True
459,-501.0,633,0,1,111,True
460,-380.0,473,0,1,72,True
461,-451.0,562,0,1,90,True
462,-1199.0,1391,1,1,180,True
463,-610.0,732,0,1,101,True
464,-903.0,1089,0,1,165,True
465,-537.0,666,0,1,108,True
466,-531.0,645,0,1,93,True
467,-368.0,469,1,1,89,True
468,-417.0,528,0,1,90,True
469,-432.0,536,0,1,83,True
470,-557.0,676,0,1,98,True
471,-696.0,858,0,1,141,True
472,-73.0,116,0,1,22,True
473,-612.0,741,0,1,108,True
474,-226.0,298,0,1,51,True
475,-241.0,315,0,1,53,True
476,-734.0,913,0,1,158,True
477,-570.0,711,1,1,129,True
478,-298.0,392,0,1,73,True
479,-502.0,606,0,1,83,True
480,-530.0,656,0,1,105,True
481,-793.0,974,0,1,160,True
482,-1015.0,1239,0,1,203,True
483,-1055.0,1263,0,1,187,True
484,-437.0,556,0,1,98,True
485,-359.0,449,0,1,69,True
486,-1020.0,1207,1,1,175,True
487,-514.0,625,0,1,90,True
488,-859.0,1045,0,1,165,True
489,-811.0,991,0,1,159,True
490,-871.0,1038,1,1,155,True
491,-276.0,356,0,1,59,True
492,-382.0,488,0,1,85,True
493,-760.0,930,0,1,149,True
494,-534.0,646,1,1,100,True
495,-722.0,891,0,1,148,True
496,-255.0,335,0,1,59,True
497,-705.0,881,0,1,155,True
498,-81.0,124,0,1,22,True
499,-439.0,550,0,1,90,True
500,-412.0,532,0,1,99,True
501,-329.0,423,0,1,73,True
502,-400.0,500,0,1,79,True
503,-900.0,1089,0,1,168,True
504,-479.0,602,0,1,102,True
505,-485.0,617,0,1,111,True
506,-395.0,509,0,1,93,True
507,-954.0,1146,0,1,171,True
508,-232.0,317,0,1,64,True
509,-56.0,88,0,1,11,True
510,-335.0,433,0,1,77,True
511,-895.0,1083,0,1,167,True
512,-277.0,363,0,1,65,True
513,-482.0,598,0,1,95,True
514,-505.0,628,0,1,102,True
515,-214.0,290,0,1,55,True
516,-1030.0,1217,0,1,166,True
517,-488.0,601,0,1,92,True
518,-959.0,1136,1,1,165,True
519,-1014.0,1234,0,1,199,True
520,-443.0,544,0,1,80,True
521,-767.0,939,0,1,151,True
522,-682.0,829,0,1,126,True
523,-482.0,596,0,1,93,True
524,-424.0,515,1,1,79,True
525,-513.0,628,0,1,94,True
526,-152.0,216,0,1,43,True
527,-599.0,722,1,1,111,True
528,-563.0,669,0,1,85,True
529,-390.0,516,0,1,105,True
530,-1076.0,1298,0,1,201,True
531,-445.0,551,0,1,85,True
532,-277.0,360,0,1,62,True
533,-315.0,401,0,1,65,True
534,-322.0,421,0,1,78,True
535,-941.0,1132,0,1,170,True
536,-216.0,292,0,1,55,True
537,-501.0,616,0,1,94,True
538,-317.0,426,0,1,88,True
539,-296.0,385,0,1,68,True
540,-256.0,340,1,1,72,True
541,-609.0,756,0,1,126,True
542,-149.0,211,0,1,41,True
543,-809.0,983,0,1,153,True
544,-351.0,461,0,1,89,True
545,-423.0,535,0,1,91,True
