Episode,Total Reward,Steps,Falls
996,-57.0,57,0,True
997,-1283.0,392,9,True
998,-97.0,97,0,True
999,-614.0,218,4,True
1000,-84.0,84,0,True
1001,-111.0,111,0,True
1002,-1987.0,700,13,False
1003,-402.0,204,2,True
1004,-102.0,102,0,True
1005,-2008.0,622,14,True
1006,-118.0,118,0,True
1007,-348.0,150,2,True
1008,-847.0,253,6,True
1009,-84.0,84,0,True
1010,-156.0,156,0,True
1011,-121.0,121,0,True
1012,-362.0,164,2,True
1013,-1162.0,370,8,True
1014,-123.0,123,0,True
1015,-263.0,164,1,True
1016,-77.0,77,0,True
1017,-119.0,119,0,True
1018,-122.0,122,0,True
1019,-911.0,317,6,True
1020,-62.0,62,0,True
1021,-74.0,74,0,True
1022,-80.0,80,0,True
1023,-1114.0,322,8,True
1024,-397.0,199,2,True
1025,-1417.0,427,10,True
1026,-82.0,82,0,True
1027,-1239.0,447,8,True
1028,-595.0,199,4,True
1029,-96.0,96,0,True
1030,-2284.0,700,16,False
1031,-93.0,93,0,True
1032,-90.0,90,0,True
1033,-554.0,158,4,True
1034,-58.0,58,0,True
1035,-89.0,89,0,True
1036,-88.0,88,0,True
1037,-996.0,303,7,True
1038,-130.0,130,0,True
1039,-81.0,81,0,True
1040,-1962.0,675,13,True
1041,-128.0,128,0,True
1042,-2042.0,656,14,True
1043,-887.0,293,6,True
1044,-126.0,126,0,True
1045,-136.0,136,0,True
1046,-388.0,190,2,True
1047,-89.0,89,0,True
1048,-108.0,108,0,True
1049,-92.0,92,0,True
1050,-188.0,188,0,True
1051,-85.0,85,0,True
1052,-1431.0,441,10,True
1053,-375.0,177,2,True
1054,-107.0,107,0,True
1055,-151.0,151,0,True
1056,-697.0,202,5,True
