Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger
544,-391.0,497,0,1,True
545,-876.0,1065,0,1,True
546,-297.0,385,0,1,True
547,-418.0,522,0,1,True
548,-989.0,1179,0,1,True
549,-432.0,537,0,1,True
550,-900.0,1086,0,1,True
551,-258.0,345,0,1,True
552,-980.0,1170,0,1,True
553,-375.0,478,0,1,True
554,-699.0,872,0,1,True
555,-363.0,476,0,1,True
556,-673.0,798,0,1,True
557,-324.0,418,0,1,True
558,-971.0,1166,0,1,True
559,-436.0,532,0,1,True
560,-777.0,962,0,1,True
561,-228.0,299,0,1,True
562,-353.0,458,0,1,True
563,-477.0,595,0,1,True
564,-491.0,602,0,1,True
565,-298.0,396,0,1,True
566,-992.0,1206,0,1,True
567,-790.0,958,0,1,True
568,-1219.0,1466,0,1,True
569,-477.0,602,0,1,True
570,-1022.0,1219,0,1,True
571,-818.0,998,0,1,True
572,-132.0,175,0,1,True
573,-334.0,443,0,1,True
574,-640.0,770,0,1,True
575,-329.0,428,0,1,True
576,-1053.0,1244,0,1,True
577,-778.0,952,0,1,True
578,-298.0,381,0,1,True
579,-782.0,966,0,1,True
580,-397.0,499,0,1,True
581,-659.0,837,0,1,True
582,-1090.0,1294,0,1,True
583,-1015.0,1202,0,1,True
584,-1020.0,1212,0,1,True
585,-956.0,1152,0,1,True
586,-325.0,412,0,1,True
587,-456.0,570,0,1,True
588,-476.0,610,0,1,True
589,-571.0,700,3,1,True
590,-519.0,649,0,1,True
591,-454.0,554,0,1,True
592,-486.0,607,0,1,True
593,-616.0,761,0,1,True
594,-608.0,752,0,1,True
595,-459.0,573,0,1,True
596,-938.0,1119,0,1,True
597,-424.0,531,0,1,True
598,-849.0,1026,0,1,True
599,-847.0,1050,0,1,True
600,-1290.0,1500,0,0,False
601,-192.0,258,0,1,True
602,-871.0,1056,0,1,True
603,-750.0,926,0,1,True
604,-1210.0,1441,0,1,True
605,-961.0,1150,0,1,True
606,-913.0,1103,0,1,True
607,-249.0,328,0,1,True
608,-412.0,519,0,1,True
609,-437.0,555,0,1,True
610,-822.0,998,0,1,True
611,-459.0,565,0,1,True
612,-349.0,453,0,1,True
613,-666.0,817,0,1,True
614,-816.0,990,0,1,True
615,-701.0,867,0,1,True
616,-822.0,989,0,1,True
617,-746.0,915,0,1,True
618,-891.0,1083,0,1,True
619,-1216.0,1433,0,1,True
620,-654.0,802,0,1,True
621,-862.0,1035,0,1,True
622,-1083.0,1309,0,1,True
623,-421.0,512,0,1,True
624,-879.0,1059,0,1,True
625,-867.0,1051,0,1,True
626,-864.0,1044,0,1,True
627,-931.0,1123,0,1,True
628,-809.0,988,0,1,True
629,-733.0,903,0,1,True
630,-298.0,394,0,1,True
631,-889.0,1064,0,1,True
632,-622.0,760,0,1,True
633,-371.0,459,0,1,True
634,-271.0,349,0,1,True
635,-324.0,422,0,1,True
636,-853.0,1029,0,1,True
637,-457.0,572,0,1,True
638,-802.0,985,0,1,True
639,-938.0,1135,0,1,True
640,-354.0,464,0,1,True
641,-952.0,1143,0,1,True
642,-428.0,534,0,1,True
643,-439.0,556,0,1,True
644,-753.0,936,0,1,True
645,-1124.0,1359,0,1,True
646,-760.0,941,0,1,True
647,-490.0,587,0,1,True
648,-566.0,693,0,1,True
649,-316.0,417,0,1,True
650,-1118.0,1358,0,1,True
651,-895.0,1078,0,1,True
652,-295.0,378,0,1,True
653,-455.0,566,0,1,True
654,-238.0,311,0,1,True
655,-261.0,347,0,1,True
656,-460.0,578,0,1,True
657,-372.0,475,0,1,True
658,-270.0,354,0,1,True
659,-595.0,727,0,1,True
660,-930.0,1117,0,1,True
661,-252.0,330,0,1,True
662,-222.0,300,0,1,True
663,-440.0,568,0,1,True
664,-238.0,315,0,1,True
665,-501.0,618,0,1,True
666,-279.0,361,0,1,True
667,-838.0,1023,0,1,True
668,-242.0,333,0,1,True
669,-465.0,582,0,1,True
670,-483.0,604,0,1,True
671,-817.0,993,0,1,True
672,-429.0,533,0,1,True
673,-492.0,589,1,1,True
674,-931.0,1107,0,1,True
675,-501.0,620,0,1,True
676,-414.0,515,0,1,True
677,-473.0,576,0,1,True
678,-510.0,635,0,1,True
679,-829.0,1008,0,1,True
680,-1020.0,1205,0,1,True
681,-259.0,332,0,1,True
682,-652.0,778,0,1,True
683,-231.0,313,0,1,True
684,-468.0,594,0,1,True
685,-869.0,1057,0,1,True
686,-869.0,1044,0,1,True
687,-287.0,371,0,1,True
688,-450.0,568,0,1,True
689,-386.0,495,0,1,True
690,-204.0,283,0,1,True
691,-295.0,389,0,1,True
692,-625.0,776,0,1,True
693,-419.0,524,0,1,True
694,-595.0,740,0,1,True
695,-704.0,864,0,1,True
696,-539.0,661,0,1,True
697,-427.0,549,0,1,True
698,-702.0,855,0,1,True
699,-667.0,831,0,1,True
700,-245.0,330,0,1,True
701,-706.0,866,0,1,True
702,-1189.0,1422,0,1,True
703,-483.0,596,0,1,True
704,-458.0,566,0,1,True
705,-477.0,588,0,1,True
706,-264.0,344,0,1,True
707,-616.0,771,0,1,True
708,-1278.0,1500,0,0,False
709,-894.0,1078,0,1,True
710,-1019.0,1210,1,1,True
711,-1011.0,1189,1,1,True
