Episode,Total Reward,Steps,Falls,Rollbacks
432,-401.0,203,2,0,True
433,-2383.0,700,17,0,False
434,-86.0,86,0,0,True
435,-75.0,75,0,0,True
436,-93.0,93,0,0,True
437,-241.0,142,1,0,True
438,-112.0,112,0,0,True
439,-92.0,92,0,0,True
440,-55.0,55,0,0,True
441,-71.0,71,0,0,True
442,-461.0,164,3,0,True
443,-141.0,141,0,0,True
444,-1198.0,307,9,0,True
445,-123.0,123,0,0,True
446,-104.0,104,0,0,True
447,-1888.0,700,12,0,False
448,-39.0,39,0,0,True
449,-91.0,91,0,0,True
450,-136.0,136,0,0,True
451,-98.0,98,0,0,True
452,-604.0,208,4,0,True
453,-170.0,170,0,0,True
454,-156.0,156,0,0,True
455,-159.0,159,0,0,True
456,-1719.0,630,11,0,True
457,-1332.0,441,9,0,True
458,-1987.0,700,13,0,False
459,-140.0,140,0,0,True
460,-65.0,65,0,0,True
461,-587.0,191,4,0,True
462,-365.0,167,2,0,True
463,-163.0,163,0,0,True
464,-162.0,162,0,0,True
465,-106.0,106,0,0,True
466,-161.0,161,0,0,True
467,-100.0,100,0,0,True
468,-894.0,300,6,0,True
469,-79.0,79,0,0,True
470,-96.0,96,0,0,True
471,-81.0,81,0,0,True
472,-98.0,98,0,0,True
473,-1987.0,700,13,0,False
474,-116.0,116,0,0,True
475,-153.0,153,0,0,True
476,-137.0,137,0,0,True
477,-50.0,50,0,0,True
478,-111.0,111,0,0,True
479,-61.0,61,0,0,True
480,-103.0,103,0,0,True
481,-89.0,89,0,0,True
482,-119.0,119,0,0,True
483,-130.0,130,0,0,True
484,-386.0,188,2,0,True
485,-179.0,179,0,0,True
486,-86.0,86,0,0,True
487,-2383.0,700,17,0,False
488,-98.0,98,0,0,True
489,-121.0,121,0,0,True
490,-74.0,74,0,0,True
491,-130.0,130,0,0,True
492,-1987.0,700,13,0,False
493,-792.0,297,5,0,True
494,-150.0,150,0,0,True
495,-74.0,74,0,0,True
496,-78.0,78,0,0,True
497,-109.0,109,0,0,True
498,-138.0,138,0,0,True
499,-597.0,201,4,0,True
500,-157.0,157,0,0,True
501,-114.0,114,0,0,True
502,-529.0,232,3,0,True
503,-2185.0,700,15,0,False
504,-385.0,187,2,0,True
505,-76.0,76,0,0,True
506,-82.0,82,0,0,True
507,-2086.0,700,14,0,False
508,-171.0,171,0,0,True
509,-2161.0,676,15,0,True
510,-603.0,207,4,0,True
511,-73.0,73,0,0,True
512,-1649.0,560,11,0,True
513,-117.0,117,0,0,True
514,-1298.0,407,9,0,True
515,-129.0,129,0,0,True
516,-104.0,104,0,0,True
517,-149.0,149,0,0,True
518,-150.0,150,0,0,True
519,-78.0,78,0,0,True
520,-80.0,80,0,0,True
521,-391.0,193,2,0,True
522,-95.0,95,0,0,True
523,-85.0,85,0,0,True
524,-82.0,82,0,0,True
525,-1003.0,310,7,0,True
526,-51.0,51,0,0,True
527,-399.0,201,2,0,True
528,-48.0,48,0,0,True
529,-359.0,161,2,0,True
530,-934.0,340,6,0,True
531,-1273.0,481,8,0,True
532,-1295.0,404,9,0,True
533,-358.0,160,2,0,True
534,-129.0,129,0,0,True
535,-1811.0,623,12,0,True
536,-1658.0,569,11,0,True
537,-394.0,196,2,0,True
538,-114.0,114,0,0,True
539,-104.0,104,0,0,True
540,-162.0,162,0,0,True
541,-87.0,87,0,0,True
542,-137.0,137,0,0,True
543,-77.0,77,0,0,True
544,-376.0,178,2,0,True
545,-263.0,164,1,0,True
546,-622.0,226,4,0,True
547,-1411.0,520,9,0,True
548,-141.0,141,0,0,True
549,-70.0,70,0,0,True
550,-1630.0,541,11,0,True
551,-1972.0,586,14,0,True
552,-1745.0,557,12,0,True
553,-214.0,115,1,0,True
554,-369.0,171,2,0,True
555,-1730.0,641,11,0,True
556,-1156.0,364,8,0,True
557,-106.0,106,0,0,True
558,-65.0,65,0,0,True
559,-119.0,119,0,0,True
560,-294.0,195,1,0,True
561,-126.0,126,0,0,True
562,-190.0,91,1,0,True
563,-73.0,73,0,0,True
564,-87.0,87,0,0,True
565,-173.0,74,1,0,True
566,-84.0,84,0,0,True
567,-119.0,119,0,0,True
568,-163.0,163,0,0,True
569,-381.0,183,2,0,True
570,-1278.0,387,9,0,True
571,-94.0,94,0,0,True
572,-2284.0,700,16,0,False
573,-383.0,185,2,0,True
574,-97.0,97,0,0,True
575,-1819.0,631,12,0,True
576,-111.0,111,0,0,True
577,-81.0,81,0,0,True
578,-113.0,113,0,0,True
579,-2383.0,700,17,0,False
580,-310.0,112,2,0,True
581,-83.0,83,0,0,True
582,-91.0,91,0,0,True
583,-122.0,122,0,0,True
584,-1415.0,425,10,0,True
585,-124.0,124,0,0,True
586,-129.0,129,0,0,True
587,-1662.0,573,11,0,True
588,-975.0,282,7,0,True
589,-82.0,82,0,0,True
590,-1548.0,558,10,0,True
591,-134.0,134,0,0,True
592,-140.0,140,0,0,True
593,-122.0,122,0,0,True
594,-112.0,112,0,0,True
595,-2185.0,700,15,0,False
596,-102.0,102,0,0,True
597,-36.0,36,0,0,True
598,-1987.0,700,13,0,False
599,-53.0,53,0,0,True
600,-70.0,70,0,0,True
601,-1025.0,332,7,0,True
602,-434.0,137,3,0,True
603,-124.0,124,0,0,True
604,-92.0,92,0,0,True
605,-1987.0,700,13,0,False
606,-1811.0,623,12,0,True
607,-174.0,174,0,0,True
608,-127.0,127,0,0,True
609,-59.0,59,0,0,True
610,-97.0,97,0,0,True
611,-351.0,153,2,0,True
612,-276.0,177,1,0,True
613,-2284.0,700,16,0,False
614,-2185.0,700,15,0,False
615,-2284.0,700,16,0,False
616,-1592.0,602,10,0,True
617,-238.0,139,1,0,True
618,-331.0,133,2,0,True
619,-2383.0,700,17,0,False
620,-136.0,136,0,0,True
621,-85.0,85,0,0,True
622,-1341.0,351,10,0,True
623,-394.0,196,2,0,True
624,-120.0,120,0,0,True
625,-1313.0,422,9,0,True
626,-74.0,74,0,0,True
627,-88.0,88,0,0,True
628,-86.0,86,0,0,True
629,-681.0,186,5,0,True
630,-117.0,117,0,0,True
631,-1556.0,467,11,0,True
632,-1315.0,424,9,0,True
633,-171.0,171,0,0,True
634,-1244.0,353,9,0,True
635,-2284.0,700,16,0,False
636,-656.0,161,5,0,True
637,-122.0,122,0,0,True
638,-139.0,139,0,0,True
639,-106.0,106,0,0,True
640,-2383.0,700,17,0,False
641,-1172.0,380,8,0,True
642,-78.0,78,0,0,True
643,-780.0,285,5,0,True
644,-193.0,94,1,0,True
645,-101.0,101,0,0,True
646,-812.0,218,6,0,True
647,-1865.0,578,13,0,True
648,-221.0,122,1,0,True
649,-117.0,117,0,0,True
650,-1005.0,312,7,0,True
651,-95.0,95,0,0,True
652,-87.0,87,0,0,True
653,-137.0,137,0,0,True
654,-83.0,83,0,0,True
655,-686.0,191,5,0,True
656,-716.0,221,5,0,True
657,-100.0,100,0,0,True
658,-2086.0,700,14,0,False
659,-95.0,95,0,0,True
660,-93.0,93,0,0,True
661,-158.0,158,0,0,True
662,-99.0,99,0,0,True
663,-231.0,132,1,0,True
664,-80.0,80,0,0,True
665,-207.0,108,1,0,True
666,-1987.0,700,13,0,False
667,-98.0,98,0,0,True
668,-87.0,87,0,0,True
669,-143.0,143,0,0,True
670,-255.0,156,1,0,True
671,-1687.0,499,12,0,True
672,-290.0,92,2,0,True
673,-140.0,140,0,0,True
674,-131.0,131,0,0,True
675,-2086.0,700,14,0,False
676,-136.0,136,0,0,True
677,-745.0,250,5,0,True
678,-129.0,129,0,0,True
679,-92.0,92,0,0,True
680,-1789.0,700,11,0,False
681,-139.0,139,0,0,True
682,-1987.0,700,13,0,False
683,-93.0,93,0,0,True
684,-344.0,146,2,0,True
685,-151.0,151,0,0,True
686,-1374.0,483,9,0,True
687,-399.0,201,2,0,True
688,-465.0,168,3,0,True
689,-1888.0,700,12,0,False
690,-2482.0,700,18,0,False
691,-137.0,137,0,0,True
692,-78.0,78,0,0,True
693,-113.0,113,0,0,True
694,-88.0,88,0,0,True
695,-62.0,62,0,0,True
696,-80.0,80,0,0,True
697,-156.0,156,0,0,True
698,-103.0,103,0,0,True
699,-1806.0,618,12,0,True
700,-93.0,93,0,0,True
701,-70.0,70,0,0,True
702,-414.0,216,2,0,True
703,-148.0,148,0,0,True
704,-114.0,114,0,0,True
705,-152.0,152,0,0,True
706,-337.0,139,2,0,True
707,-103.0,103,0,0,True
708,-328.0,130,2,0,True
709,-1940.0,653,13,0,True
710,-1985.0,698,13,0,True
711,-2086.0,700,14,0,False
712,-282.0,183,1,0,True
713,-199.0,100,1,0,True
714,-166.0,166,0,0,True
715,-1985.0,698,13,0,True
716,-141.0,141,0,0,True
717,-2366.0,683,17,0,True
718,-125.0,125,0,0,True
719,-157.0,58,1,0,True
720,-112.0,112,0,0,True
721,-365.0,167,2,0,True
722,-2185.0,700,15,0,False
723,-102.0,102,0,0,True
724,-471.0,174,3,0,True
725,-120.0,120,0,0,True
726,-384.0,186,2,0,True
727,-1327.0,436,9,0,True
728,-363.0,165,2,0,True
729,-140.0,140,0,0,True
730,-339.0,141,2,0,True
731,-600.0,204,4,0,True
732,-102.0,102,0,0,True
733,-560.0,164,4,0,True
734,-50.0,50,0,0,True
735,-118.0,118,0,0,True
736,-396.0,198,2,0,True
737,-101.0,101,0,0,True
738,-1987.0,700,13,0,False
739,-122.0,122,0,0,True
740,-92.0,92,0,0,True
741,-2284.0,700,16,0,False
742,-99.0,99,0,0,True
743,-2284.0,700,16,0,False
744,-124.0,124,0,0,True
745,-183.0,84,1,0,True
746,-2185.0,700,15,0,False
747,-172.0,172,0,0,True
748,-609.0,213,4,0,True
749,-109.0,109,0,0,True
750,-113.0,113,0,0,True
751,-124.0,124,0,0,True
752,-140.0,140,0,0,True
753,-2185.0,700,15,0,False
754,-369.0,171,2,0,True
755,-130.0,130,0,0,True
756,-2284.0,700,16,0,False
757,-54.0,54,0,0,True
758,-94.0,94,0,0,True
759,-221.0,122,1,0,True
760,-157.0,157,0,0,True
761,-108.0,108,0,0,True
762,-154.0,154,0,0,True
763,-121.0,121,0,0,True
764,-377.0,179,2,0,True
765,-81.0,81,0,0,True
766,-212.0,113,1,0,True
767,-2086.0,700,14,0,False
768,-124.0,124,0,0,True
769,-162.0,162,0,0,True
770,-91.0,91,0,0,True
771,-125.0,125,0,0,True
772,-2163.0,579,16,0,True
773,-1566.0,576,10,0,True
774,-1361.0,371,10,0,True
775,-154.0,154,0,0,True
776,-92.0,92,0,0,True
777,-2185.0,700,15,0,False
778,-332.0,134,2,0,True
779,-110.0,110,0,0,True
780,-168.0,168,0,0,True
781,-1964.0,578,14,0,True
782,-153.0,153,0,0,True
783,-119.0,119,0,0,True
784,-90.0,90,0,0,True
785,-121.0,121,0,0,True
786,-1305.0,513,8,0,True
787,-1843.0,655,12,0,True
788,-93.0,93,0,0,True
789,-204.0,105,1,0,True
790,-257.0,158,1,0,True
791,-402.0,204,2,0,True
792,-188.0,89,1,0,True
793,-375.0,177,2,0,True
794,-92.0,92,0,0,True
795,-72.0,72,0,0,True
796,-93.0,93,0,0,True
797,-86.0,86,0,0,True
798,-2086.0,700,14,0,False
799,-2185.0,700,15,0,False
800,-74.0,74,0,0,True
801,-343.0,145,2,0,True
802,-114.0,114,0,0,True
803,-63.0,63,0,0,True
804,-120.0,120,0,0,True
805,-115.0,115,0,0,True
806,-100.0,100,0,0,True
807,-153.0,153,0,0,True
808,-109.0,109,0,0,True
809,-98.0,98,0,0,True
810,-2284.0,700,16,0,False
811,-118.0,118,0,0,True
812,-221.0,122,1,0,True
813,-454.0,157,3,0,True
814,-54.0,54,0,0,True
815,-1233.0,342,9,0,True
816,-125.0,125,0,0,True
817,-181.0,181,0,0,True
818,-499.0,202,3,0,True
819,-116.0,116,0,0,True
820,-83.0,83,0,0,True
821,-122.0,122,0,0,True
822,-75.0,75,0,0,True
823,-68.0,68,0,0,True
824,-113.0,113,0,0,True
825,-1848.0,561,13,0,True
826,-1386.0,495,9,0,True
827,-72.0,72,0,0,True
828,-78.0,78,0,0,True
829,-2383.0,700,17,0,False
830,-124.0,124,0,0,True
831,-109.0,109,0,0,True
832,-840.0,246,6,0,True
833,-148.0,148,0,0,True
834,-348.0,150,2,0,True
835,-92.0,92,0,0,True
836,-1305.0,414,9,0,True
837,-1296.0,504,8,0,True
838,-947.0,254,7,0,True
839,-381.0,183,2,0,True
840,-778.0,184,6,0,True
841,-353.0,155,2,0,True
842,-157.0,157,0,0,True
843,-137.0,137,0,0,True
844,-146.0,146,0,0,True
845,-96.0,96,0,0,True
846,-66.0,66,0,0,True
847,-875.0,281,6,0,True
848,-63.0,63,0,0,True
849,-116.0,116,0,0,True
850,-56.0,56,0,0,True
851,-242.0,143,1,0,True
852,-90.0,90,0,0,True
853,-483.0,186,3,0,True
854,-115.0,115,0,0,True
855,-85.0,85,0,0,True
856,-170.0,71,1,0,True
857,-122.0,122,0,0,True
858,-141.0,141,0,0,True
859,-105.0,105,0,0,True
860,-1761.0,573,12,0,True
861,-402.0,204,2,0,True
862,-373.0,175,2,0,True
863,-162.0,162,0,0,True
864,-144.0,144,0,0,True
865,-119.0,119,0,0,True
866,-55.0,55,0,0,True
867,-103.0,103,0,0,True
868,-116.0,116,0,0,True
869,-47.0,47,0,0,True
870,-447.0,150,3,0,True
871,-351.0,153,2,0,True
872,-128.0,128,0,0,True
873,-994.0,202,8,0,True
874,-129.0,129,0,0,True
875,-2284.0,700,16,0,False
876,-109.0,109,0,0,True
877,-103.0,103,0,0,True
878,-131.0,131,0,0,True
879,-483.0,186,3,0,True
880,-728.0,233,5,0,True
881,-140.0,140,0,0,True
882,-238.0,139,1,0,True
883,-225.0,126,1,0,True
884,-108.0,108,0,0,True
885,-88.0,88,0,0,True
886,-1981.0,694,13,0,True
887,-92.0,92,0,0,True
888,-1761.0,573,12,0,True
889,-86.0,86,0,0,True
890,-170.0,170,0,0,True
891,-1727.0,638,11,0,True
892,-383.0,185,2,0,True
893,-332.0,134,2,0,True
894,-121.0,121,0,0,True
895,-121.0,121,0,0,True
896,-85.0,85,0,0,True
897,-57.0,57,0,0,True
898,-61.0,61,0,0,True
899,-146.0,146,0,0,True
900,-108.0,108,0,0,True
901,-613.0,217,4,0,True
902,-82.0,82,0,0,True
903,-361.0,163,2,0,True
904,-86.0,86,0,0,True
905,-2379.0,696,17,0,True
906,-204.0,105,1,0,True
907,-95.0,95,0,0,True
908,-85.0,85,0,0,True
909,-369.0,171,2,0,True
910,-399.0,201,2,0,True
911,-118.0,118,0,0,True
912,-587.0,191,4,0,True
913,-97.0,97,0,0,True
914,-2482.0,700,18,0,False
915,-103.0,103,0,0,True
916,-101.0,101,0,0,True
