Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger, Status
50552,-1788.0,765,116,1,True
50553,-1440.0,579,98,1,True
50554,-2332.0,949,156,1,True
50555,-1392.0,558,95,1,True
50556,-1349.0,560,90,1,True
50557,-1582.0,676,103,1,True
50558,-951.0,378,66,1,True
50559,-1172.0,518,75,1,True
50560,-723.0,267,53,1,True
50561,-1071.0,480,68,1,True
50562,-1393.0,640,86,1,True
50563,-1563.0,639,105,1,True
50564,-1089.0,453,73,1,True
50565,-2080.0,877,136,1,True
50566,-2611.0,1174,162,1,True
50567,-3446.0,1433,226,1,True
50568,-3275.0,1361,215,1,True
50569,-1484.0,641,96,1,True
50570,-1635.0,711,105,1,True
50571,-2325.0,933,157,1,True
50572,-1190.0,500,79,1,True
50573,-2554.0,1108,163,1,True
50574,-1283.0,485,91,1,True
50575,-1385.0,605,89,1,True
50576,-933.0,387,63,1,True
50577,-1235.0,518,82,1,True
50578,-887.0,368,60,1,True
50579,-2467.0,1057,159,1,True
50580,-876.0,357,60,1,True
50581,-1354.0,520,95,1,True
50582,-1960.0,793,132,1,True
50583,-2539.0,1084,164,1,True
50584,-2420.0,974,163,1,True
50585,-1142.0,488,75,1,True
50586,-2102.0,845,142,1,True
50587,-1836.0,732,125,1,True
50588,-904.0,331,66,1,True
50589,-2182.0,907,144,1,True
50590,-910.0,391,60,1,True
50591,-588.0,213,44,1,True
50592,-777.0,303,55,1,True
50593,-2673.0,1110,176,1,True
50594,-2377.0,958,160,1,True
50595,-1402.0,595,92,1,True
50596,-1377.0,543,95,1,True
50597,-2006.0,938,121,1,True
50598,-2457.0,984,166,1,True
50599,-2269.0,958,148,1,True
50600,-2447.0,1001,163,1,True
50601,-1022.0,413,70,1,True
50602,-2464.0,1072,157,1,True
50603,-1992.0,798,135,1,True
50604,-1510.0,568,107,1,True
50605,-1038.0,420,71,1,True
50606,-1543.0,610,106,1,True
50607,-1308.0,546,87,1,True
50608,-1947.0,798,130,1,True
50609,-2241.0,921,149,1,True
50610,-873.0,372,58,1,True
50611,-1311.0,477,95,1,True
50612,-1437.0,558,100,1,True
50613,-2859.0,1359,169,1,True
50614,-2371.0,988,156,1,True
50615,-1364.0,530,95,1,True
50616,-649.0,247,47,1,True
50617,-2705.0,1205,169,1,True
50618,-693.0,264,50,1,True
50619,-2644.0,1162,167,1,True
50620,-2898.0,1398,169,1,True
50621,-1307.0,518,90,1,True
50622,-1078.0,451,72,1,True
50623,-1318.0,547,88,1,True
50624,-2454.0,972,167,1,True
50625,-793.0,310,56,1,True
50626,-1211.0,521,79,1,True
50627,-1864.0,742,127,1,True
50628,-3115.0,1237,211,1,True
50629,-726.0,306,49,1,True
50630,-1326.0,555,88,1,True
50631,-927.0,354,66,1,True
50632,-522.0,201,38,1,True
50633,-2391.0,1035,153,1,True
50634,-1792.0,733,120,1,True
50635,-1690.0,685,114,1,True
50636,-979.0,424,64,1,True
50637,-1421.0,641,89,1,True
50638,-2427.0,999,161,1,True
50639,-2257.0,946,148,1,True
50640,-2369.0,968,158,1,True
50641,-273.0,132,18,1,True
50642,-787.0,313,55,1,True
50643,-1356.0,549,92,1,True
50644,-1260.0,525,84,1,True
50645,-2181.0,852,150,1,True
50646,-2920.0,1321,180,1,True
50647,-1258.0,478,89,1,True
50648,-1462.0,601,98,1,True
50649,-1168.0,478,79,1,True
50650,-1290.0,537,86,1,True
50651,-2762.0,1253,170,1,True
50652,-1337.0,530,92,1,True
50653,-1431.0,579,97,1,True
50654,-2728.0,1210,171,1,True
50655,-1402.0,532,99,1,True
50656,-1638.0,678,109,1,True
50657,-850.0,340,59,1,True
50658,-1919.0,941,111,1,True
50659,-1080.0,471,70,1,True
50660,-2277.0,912,154,1,True
50661,-2154.0,897,142,1,True
50662,-2407.0,979,161,1,True
50663,-1023.0,423,69,1,True
50664,-1316.0,653,76,1,True
50665,-2239.0,901,151,1,True
50666,-1384.0,523,98,1,True
50667,-1365.0,585,89,1,True
50668,-948.0,393,64,1,True
50669,-2876.0,1223,186,1,True
50670,-1259.0,506,86,1,True
50671,-1084.0,439,74,1,True
50672,-1565.0,605,109,1,True
50673,-2361.0,1032,150,1,True
50674,-1714.0,772,107,1,True
50675,-1206.0,489,82,1,True
50676,-1374.0,576,91,1,True
50677,-2463.0,1098,154,1,True
50678,-2730.0,1230,169,1,True
50679,-883.0,382,58,1,True
50680,-1306.0,589,82,1,True
50681,-2569.0,1132,162,1,True
50682,-1294.0,586,81,1,True
50683,-2520.0,1065,164,1,True
50684,-1360.0,553,92,1,True
50685,-2304.0,939,154,1,True
50686,-1040.0,431,70,1,True
50687,-1618.0,703,104,1,True
50688,-3354.0,1323,228,1,True
50689,-987.0,378,70,1,True
50690,-2567.0,1103,165,1,True
50691,-2216.0,923,146,1,True
50692,-3426.0,1422,225,1,True
50693,-2228.0,908,149,1,True
50694,-1226.0,464,87,1,True
50695,-1329.0,513,93,1,True
50696,-1676.0,617,120,1,True
50697,-2736.0,1182,175,1,True
50698,-406.0,184,27,1,True
50699,-984.0,411,66,1,True
50700,-907.0,379,61,1,True
50701,-1004.0,413,68,1,True
50702,-1094.0,431,76,1,True
50703,-2412.0,1020,157,1,True
50704,-1093.0,385,81,1,True
50705,-1403.0,560,96,1,True
50706,-1661.0,728,106,1,True
50707,-3149.0,1289,209,1,True
50708,-909.0,381,61,1,True
50709,-391.0,169,27,1,True
50710,-1278.0,507,88,1,True
50711,-1615.0,727,101,1,True
50712,-2446.0,1018,161,1,True
50713,-1995.0,837,131,1,True
50714,-1446.0,594,97,1,True
50715,-2313.0,894,160,1,True
50716,-1973.0,761,137,1,True
50717,-2368.0,1003,154,1,True
50718,-1246.0,547,80,1,True
50719,-1517.0,638,100,1,True
50720,-1634.0,674,109,1,True
50721,-1200.0,474,83,1,True
50722,-2605.0,1096,170,1,True
50723,-2565.0,1137,161,1,True
50724,-1111.0,439,77,1,True
50725,-2122.0,919,136,1,True
50726,-2689.0,1153,173,1,True
50727,-805.0,313,57,1,True
50728,-1437.0,585,97,1,True
50729,-1143.0,507,73,1,True
50730,-1127.0,464,76,1,True
50731,-2248.0,910,151,1,True
50732,-2237.0,863,155,1,True
50733,-1040.0,395,74,1,True
50734,-1827.0,696,128,1,True
50735,-1489.0,664,94,1,True
50736,-1275.0,495,89,1,True
50737,-2904.0,1233,188,1,True
50738,-1606.0,637,110,1,True
50739,-1568.0,671,102,1,True
50740,-1752.0,738,115,1,True
50741,-2293.0,928,154,1,True
50742,-3287.0,1373,215,1,True
50743,-1010.0,437,66,1,True
50744,-1150.0,442,81,1,True
50745,-1474.0,604,99,1,True
50746,-1819.0,769,119,1,True
50747,-1180.0,463,82,1,True
50748,-805.0,295,59,1,True
50749,-1065.0,474,68,1,True
50750,-2367.0,1002,154,1,True
50751,-2033.0,839,135,1,True
50752,-2411.0,947,165,1,True
50753,-1360.0,526,95,1,True
50754,-2342.0,986,153,1,True
50755,-1276.0,550,83,1,True
50756,-1309.0,691,71,1,True
50757,-2748.0,1230,171,1,True
50758,-2352.0,924,161,1,True
50759,-2248.0,901,152,1,True
50760,-1356.0,504,97,1,True
50761,-1516.0,565,108,1,True
50762,-1361.0,536,94,1,True
50763,-1136.0,455,78,1,True
50764,-1330.0,469,98,1,True
50765,-1398.0,654,85,1,True
50766,-1453.0,574,100,1,True
50767,-2305.0,895,159,1,True
50768,-2768.0,1106,187,1,True
50769,-1947.0,771,133,1,True
50770,-1284.0,531,86,1,True
50771,-1157.0,413,85,1,True
50772,-2639.0,1166,166,1,True
50773,-564.0,234,39,1,True
50774,-1404.0,606,91,1,True
50775,-1496.0,608,101,1,True
50776,-1592.0,596,113,1,True
50777,-959.0,404,64,1,True
50778,-2605.0,1087,171,1,True
50779,-2372.0,980,157,1,True
50780,-1528.0,559,110,1,True
50781,-808.0,298,59,1,True
50782,-1612.0,679,106,1,True
50783,-2396.0,1004,157,1,True
50784,-1315.0,571,85,1,True
50785,-1295.0,551,85,1,True
50786,-2360.0,950,159,1,True
50787,-2186.0,857,150,1,True
50788,-1204.0,514,79,1,True
50789,-2566.0,1129,162,1,True
50790,-977.0,431,63,1,True
50791,-2446.0,1027,160,1,True
50792,-1539.0,651,101,1,True
50793,-1077.0,459,71,1,True
50794,-1003.0,421,67,1,True
50795,-1289.0,527,87,1,True
50796,-834.0,306,61,1,True
50797,-1251.0,480,88,1,True
50798,-2618.0,1046,177,1,True
50799,-1994.0,773,138,1,True
50800,-1384.0,577,92,1,True
50801,-1094.0,485,70,1,True
50802,-1349.0,551,91,1,True
50803,-1674.0,714,109,1,True
50804,-1140.0,441,80,1,True
50805,-319.0,142,22,1,True
50806,-1970.0,812,131,1,True
50807,-1253.0,491,87,1,True
50808,-1536.0,621,104,1,True
50809,-1872.0,714,131,1,True
50810,-1035.0,453,67,1,True
50811,-970.0,388,67,1,True
50812,-1308.0,564,85,1,True
50813,-1460.0,554,103,1,True
50814,-2017.0,787,139,1,True
50815,-1372.0,511,98,1,True
50816,-794.0,338,53,1,True
50817,-881.0,326,64,1,True
50818,-1108.0,427,78,1,True
50819,-2547.0,1056,168,1,True
50820,-893.0,347,63,1,True
50821,-3408.0,1458,219,1,True
50822,-1563.0,612,108,1,True
50823,-2284.0,946,151,1,True
50824,-1649.0,671,111,1,True
50825,-1205.0,488,82,1,True
50826,-1259.0,470,90,1,True
50827,-1185.0,477,81,1,True
50828,-1705.0,646,120,1,True
50829,-982.0,418,65,1,True
50830,-1068.0,414,75,1,True
50831,-2086.0,811,144,1,True
50832,-1297.0,535,87,1,True
50833,-1442.0,581,98,1,True
50834,-2180.0,851,150,1,True
50835,-1328.0,548,89,1,True
50836,-2606.0,1142,165,1,True
50837,-1626.0,657,110,1,True
50838,-1580.0,647,106,1,True
50839,-2490.0,1017,166,1,True
50840,-1022.0,494,61,1,True
50841,-545.0,215,39,1,True
50842,-1043.0,407,73,1,True
50843,-1127.0,464,76,1,True
50844,-1528.0,604,105,1,True
50845,-1490.0,593,102,1,True
50846,-2484.0,1029,164,1,True
50847,-857.0,320,62,1,True
50848,-1011.0,402,70,1,True
50849,-2369.0,905,165,1,True
50850,-3525.0,1500,225,0,False
50851,-1515.0,672,96,1,True
50852,-1342.0,490,97,1,True
50853,-3306.0,1410,213,1,True
50854,-1135.0,499,73,1,True
50855,-1663.0,649,115,1,True
50856,-1089.0,453,73,1,True
50857,-1564.0,640,105,1,True
50858,-1040.0,413,72,1,True
50859,-1653.0,630,116,1,True
50860,-3525.0,1500,225,0,False
50861,-3334.0,1357,222,1,True
50862,-634.0,259,44,1,True
50863,-1645.0,622,116,1,True
50864,-2456.0,992,165,1,True
50865,-2469.0,996,166,1,True
50866,-2529.0,1029,169,1,True
50867,-1936.0,778,131,1,True
50868,-1689.0,666,116,1,True
50869,-994.0,403,68,1,True
50870,-1491.0,612,100,1,True
50871,-952.0,406,63,1,True
50872,-822.0,330,57,1,True
50873,-1273.0,493,89,1,True
50874,-1337.0,512,94,1,True
50875,-1580.0,575,114,1,True
50876,-2462.0,1016,163,1,True
50877,-2226.0,897,150,1,True
50878,-1784.0,761,116,1,True
50879,-1417.0,547,99,1,True
50880,-987.0,423,65,1,True
50881,-2274.0,927,152,1,True
50882,-1930.0,898,117,1,True
50883,-1534.0,628,103,1,True
50884,-1701.0,714,112,1,True
50885,-2821.0,1321,169,1,True
50886,-1806.0,738,121,1,True
50887,-1108.0,472,73,1,True
50888,-3089.0,1256,206,1,True
50889,-1329.0,558,88,1,True
50890,-2714.0,1178,173,1,True
50891,-2741.0,1124,182,1,True
50892,-947.0,356,68,1,True
50893,-2380.0,1060,149,1,True
50894,-1901.0,824,122,1,True
50895,-1152.0,435,82,1,True
50896,-1475.0,596,100,1,True
50897,-1454.0,575,100,1,True
50898,-2380.0,970,159,1,True
50899,-1455.0,603,97,1,True
50900,-1075.0,403,77,1,True
50901,-1210.0,439,88,1,True
50902,-2559.0,1140,160,1,True
50903,-1244.0,590,75,1,True
50904,-1248.0,549,80,1,True
50905,-1725.0,693,117,1,True
50906,-1521.0,579,107,1,True
50907,-2387.0,977,159,1,True
50908,-2534.0,1043,168,1,True
50909,-1445.0,593,97,1,True
50910,-2699.0,1145,175,1,True
50911,-1372.0,529,96,1,True
50912,-2464.0,1081,156,1,True
50913,-2741.0,1214,172,1,True
50914,-2250.0,912,151,1,True
50915,-1727.0,704,116,1,True
50916,-1606.0,700,103,1,True
50917,-2123.0,830,146,1,True
50918,-2205.0,867,151,1,True
50919,-1355.0,548,92,1,True
50920,-731.0,293,51,1,True
50921,-2987.0,1181,203,1,True
50922,-2485.0,1066,160,1,True
50923,-1401.0,594,92,1,True
50924,-2061.0,795,143,1,True
50925,-2361.0,978,156,1,True
50926,-1987.0,847,129,1,True
50927,-1564.0,649,104,1,True
50928,-1530.0,579,108,1,True
50929,-1496.0,572,105,1,True
50930,-1127.0,473,75,1,True
50931,-2599.0,1117,167,1,True
50932,-1814.0,773,118,1,True
50933,-1013.0,395,71,1,True
50934,-1421.0,578,96,1,True
50935,-2404.0,994,159,1,True
50936,-1187.0,488,80,1,True
50937,-1400.0,548,97,1,True
50938,-1336.0,520,93,1,True
50939,-806.0,332,55,1,True
50940,-1539.0,642,102,1,True
50941,-3307.0,1375,217,1,True
50942,-2192.0,872,149,1,True
50943,-824.0,323,58,1,True
50944,-1383.0,531,97,1,True
50945,-1060.0,424,73,1,True
50946,-1500.0,621,100,1,True
50947,-1484.0,596,101,1,True
50948,-1338.0,522,93,1,True
50949,-1187.0,524,76,1,True
50950,-2304.0,948,153,1,True
50951,-1349.0,542,92,1,True
50952,-2464.0,1018,163,1,True
50953,-2278.0,859,160,1,True
50954,-2754.0,1218,173,1,True
50955,-1382.0,575,92,1,True
50956,-1605.0,699,103,1,True
50957,-738.0,300,51,1,True
50958,-2323.0,940,156,1,True
50959,-1627.0,712,104,1,True
50960,-1514.0,653,98,1,True
50961,-1120.0,457,76,1,True
50962,-2462.0,1043,160,1,True
50963,-2747.0,1211,173,1,True
50964,-1301.0,539,87,1,True
50965,-1226.0,545,78,1,True
50966,-2336.0,863,166,1,True
50967,-1119.0,456,76,1,True
50968,-2511.0,1074,162,1,True
50969,-1930.0,817,126,1,True
50970,-1159.0,451,81,1,True
50971,-1239.0,468,88,1,True
50972,-2495.0,1004,168,1,True
50973,-1689.0,720,110,1,True
50974,-1118.0,491,72,1,True
50975,-2031.0,855,133,1,True
50976,-2215.0,949,143,1,True
50977,-953.0,389,65,1,True
50978,-2608.0,1108,169,1,True
50979,-2391.0,936,164,1,True
50980,-1477.0,571,103,1,True
50981,-1254.0,537,82,1,True
50982,-1064.0,491,66,1,True
50983,-1282.0,547,84,1,True
50984,-1102.0,457,74,1,True
50985,-1117.0,490,72,1,True
50986,-1287.0,525,87,1,True
50987,-1452.0,663,90,1,True
50988,-859.0,358,58,1,True
50989,-1720.0,724,113,1,True
50990,-1057.0,421,73,1,True
50991,-688.0,268,49,1,True
50992,-1553.0,665,101,1,True
50993,-949.0,358,68,1,True
50994,-1271.0,527,85,1,True
50995,-1309.0,493,93,1,True
50996,-1386.0,543,96,1,True
50997,-1508.0,620,101,1,True
50998,-1394.0,677,82,1,True
50999,-1438.0,649,90,1,True
51000,-2494.0,1075,160,1,True
51001,-2451.0,1032,160,1,True
51002,-1039.0,376,76,1,True
51003,-1715.0,710,114,1,True
51004,-1413.0,597,93,1,True
51005,-965.0,374,68,1,True
51006,-2316.0,933,156,1,True
51007,-2342.0,932,159,1,True
51008,-2577.0,1059,171,1,True
51009,-785.0,311,55,1,True
51010,-1455.0,612,96,1,True
51011,-1778.0,728,119,1,True
51012,-3399.0,1500,211,0,False
51013,-1594.0,688,103,1,True
51014,-2603.0,1148,164,1,True
51015,-2309.0,962,152,1,True
51016,-1973.0,797,133,1,True
51017,-2209.0,925,145,1,True
51018,-1009.0,391,71,1,True
51019,-1596.0,672,105,1,True
51020,-1676.0,698,111,1,True
51021,-2945.0,1364,178,1,True
51022,-1855.0,715,129,1,True
51023,-1082.0,455,72,1,True
51024,-911.0,356,64,1,True
51025,-1984.0,844,129,1,True
51026,-939.0,357,67,1,True
51027,-809.0,335,55,1,True
51028,-1451.0,536,104,1,True
51029,-2227.0,880,152,1,True
51030,-2372.0,971,158,1,True
51031,-1049.0,431,71,1,True
51032,-1675.0,688,112,1,True
51033,-2553.0,1107,163,1,True
51034,-1367.0,578,90,1,True
51035,-2669.0,1205,165,1,True
51036,-2509.0,1018,168,1,True
51037,-2220.0,837,156,1,True
51038,-1371.0,564,92,1,True
51039,-2498.0,1034,165,1,True
51040,-1537.0,631,103,1,True
51041,-603.0,237,43,1,True
51042,-2225.0,914,148,1,True
51043,-486.0,201,34,1,True
51044,-193.0,106,12,1,True
51045,-931.0,403,61,1,True
51046,-479.0,185,35,1,True
51047,-2510.0,1019,168,1,True
51048,-2419.0,973,163,1,True
51049,-1332.0,570,87,1,True
51050,-1557.0,651,103,1,True
51051,-2323.0,985,151,1,True
51052,-1955.0,797,131,1,True
51053,-2354.0,1034,149,1,True
51054,-919.0,382,62,1,True
51055,-976.0,385,68,1,True
51056,-1396.0,544,97,1,True
51057,-1570.0,655,104,1,True
51058,-1911.0,879,117,1,True
51059,-1315.0,553,87,1,True
51060,-2205.0,912,146,1,True
51061,-998.0,434,65,1,True
51062,-1029.0,402,72,1,True
51063,-1333.0,562,88,1,True
51064,-312.0,144,21,1,True
51065,-1452.0,573,100,1,True
51066,-2623.0,1051,177,1,True
51067,-2463.0,1080,156,1,True
51068,-1523.0,599,105,1,True
51069,-1218.0,474,85,1,True
51070,-1669.0,682,112,1,True
51071,-2299.0,925,155,1,True
51072,-2354.0,962,157,1,True
51073,-1209.0,492,82,1,True
51074,-792.0,291,58,1,True
51075,-994.0,376,71,1,True
51076,-2387.0,977,159,1,True
51077,-1235.0,527,81,1,True
51078,-1360.0,508,97,1,True
51079,-2657.0,1094,176,1,True
51080,-940.0,367,66,1,True
51081,-1419.0,558,98,1,True
51082,-1297.0,616,78,1,True
51083,-2399.0,980,160,1,True
51084,-999.0,390,70,1,True
51085,-1256.0,521,84,1,True
51086,-1444.0,565,100,1,True
51087,-1236.0,501,84,1,True
51088,-1015.0,406,70,1,True
51089,-2579.0,989,179,1,True
51090,-2604.0,1104,169,1,True
51091,-2538.0,1083,164,1,True
51092,-1528.0,685,96,1,True
51093,-2233.0,886,152,1,True
51094,-1233.0,480,86,1,True
51095,-2350.0,976,155,1,True
51096,-2064.0,843,138,1,True
51097,-2888.0,1154,195,1,True
51098,-2444.0,1025,160,1,True
51099,-1667.0,671,113,1,True
51100,-2965.0,1168,202,1,True
51101,-803.0,320,56,1,True
51102,-1154.0,437,82,1,True
51103,-2517.0,1071,163,1,True
51104,-1216.0,481,84,1,True
51105,-2429.0,992,162,1,True
51106,-2379.0,960,160,1,True
51107,-1308.0,546,87,1,True
51108,-730.0,274,53,1,True
51109,-854.0,335,60,1,True
51110,-2415.0,978,162,1,True
51111,-2619.0,1110,170,1,True
51112,-2480.0,1061,160,1,True
51113,-1297.0,526,88,1,True
51114,-2150.0,875,144,1,True
51115,-949.0,349,69,1,True
51116,-2505.0,1023,167,1,True
51117,-536.0,224,37,1,True
51118,-954.0,399,64,1,True
51119,-510.0,216,35,1,True
51120,-869.0,341,61,1,True
51121,-884.0,356,61,1,True
51122,-1337.0,557,89,1,True
51123,-838.0,328,59,1,True
51124,-2425.0,970,164,1,True
51125,-1761.0,702,120,1,True
51126,-855.0,354,58,1,True
51127,-2371.0,970,158,1,True
51128,-1892.0,770,127,1,True
51129,-1152.0,480,77,1,True
51130,-1291.0,493,91,1,True
51131,-1366.0,541,94,1,True
51132,-2272.0,898,155,1,True
51133,-909.0,372,62,1,True
51134,-1564.0,667,102,1,True
51135,-3013.0,1315,191,1,True
51136,-2086.0,829,142,1,True
51137,-1913.0,773,129,1,True
51138,-2321.0,956,154,1,True
51139,-1467.0,579,101,1,True
51140,-3286.0,1336,219,1,True
51141,-1748.0,671,122,1,True
51142,-1584.0,669,104,1,True
51143,-1049.0,476,66,1,True
51144,-1224.0,480,85,1,True
51145,-3036.0,1320,193,1,True
51146,-970.0,406,65,1,True
51147,-1029.0,384,74,1,True
51148,-1399.0,520,100,1,True
51149,-881.0,335,63,1,True
51150,-2369.0,1013,153,1,True
51151,-1581.0,639,107,1,True
51152,-1570.0,655,104,1,True
51153,-1049.0,413,73,1,True
51154,-2561.0,1034,172,1,True
51155,-1965.0,816,130,1,True
51156,-1390.0,628,87,1,True
51157,-994.0,439,64,1,True
51158,-1448.0,578,99,1,True
51159,-1155.0,384,88,1,True
51160,-2514.0,1005,170,1,True
51161,-898.0,361,62,1,True
51162,-2104.0,766,151,1,True
51163,-1555.0,604,108,1,True
51164,-1643.0,683,109,1,True
51165,-1491.0,603,101,1,True
51166,-920.0,383,62,1,True
51167,-1501.0,622,100,1,True
51168,-1413.0,624,90,1,True
51169,-2297.0,932,154,1,True
51170,-973.0,391,67,1,True
51171,-1583.0,659,105,1,True
51172,-1383.0,549,95,1,True
51173,-820.0,337,56,1,True
51174,-1633.0,664,110,1,True
51175,-1441.0,526,104,1,True
51176,-1027.0,409,71,1,True
51177,-2223.0,894,150,1,True
51178,-1779.0,729,119,1,True
51179,-1553.0,629,105,1,True
51180,-2347.0,946,158,1,True
51181,-1212.0,522,79,1,True
51182,-1897.0,757,129,1,True
51183,-2364.0,873,168,1,True
51184,-844.0,316,61,1,True
51185,-1167.0,432,84,1,True
51186,-1145.0,464,78,1,True
51187,-1205.0,479,83,1,True
51188,-1553.0,638,104,1,True
51189,-2191.0,916,144,1,True
51190,-932.0,377,64,1,True
51191,-1194.0,468,83,1,True
51192,-1346.0,557,90,1,True
51193,-1317.0,528,90,1,True
51194,-1282.0,502,89,1,True
51195,-1718.0,704,115,1,True
51196,-2566.0,1093,166,1,True
51197,-1448.0,614,95,1,True
51198,-1184.0,431,86,1,True
51199,-2206.0,868,151,1,True
51200,-1101.0,402,80,1,True
51201,-1683.0,705,111,1,True
51202,-951.0,396,64,1,True
51203,-1347.0,522,94,1,True
51204,-1654.0,703,108,1,True
51205,-1065.0,420,74,1,True
51206,-1311.0,576,84,1,True
51207,-1769.0,827,107,1,True
51208,-1459.0,571,101,1,True
51209,-2465.0,965,169,1,True
51210,-2480.0,1097,156,1,True
51211,-1267.0,550,82,1,True
51212,-2098.0,814,145,1,True
51213,-1802.0,680,127,1,True
51214,-2329.0,946,156,1,True
51215,-1375.0,577,91,1,True
51216,-675.0,246,50,1,True
51217,-1643.0,710,106,1,True
51218,-1337.0,512,94,1,True
51219,-3534.0,1500,226,0,False
51220,-1382.0,557,94,1,True
51221,-1691.0,731,109,1,True
51222,-976.0,376,69,1,True
51223,-2337.0,945,157,1,True
51224,-1127.0,518,70,1,True
51225,-1491.0,603,101,1,True
51226,-1006.0,397,70,1,True
51227,-1116.0,408,81,1,True
51228,-1621.0,697,105,1,True
51229,-1016.0,398,71,1,True
51230,-1697.0,701,113,1,True
51231,-1014.0,387,72,1,True
51232,-2067.0,801,143,1,True
51233,-2284.0,883,158,1,True
51234,-1677.0,717,109,1,True
51235,-3346.0,1396,219,1,True
51236,-648.0,246,47,1,True
51237,-2403.0,1029,155,1,True
51238,-1098.0,480,71,1,True
51239,-1523.0,680,96,1,True
51240,-1247.0,512,84,1,True
51241,-2322.0,948,155,1,True
51242,-2406.0,1095,148,1,True
51243,-1362.0,564,91,1,True
51244,-1561.0,637,105,1,True
51245,-1613.0,680,106,1,True
51246,-2303.0,956,152,1,True
51247,-1629.0,651,111,1,True
51248,-2043.0,849,135,1,True
51249,-1390.0,520,99,1,True
51250,-740.0,311,50,1,True
51251,-1672.0,775,102,1,True
51252,-2244.0,870,155,1,True
51253,-1482.0,576,103,1,True
51254,-1533.0,627,103,1,True
51255,-1032.0,495,62,1,True
51256,-1118.0,455,76,1,True
51257,-1411.0,514,102,1,True
51258,-1033.0,397,73,1,True
51259,-1055.0,455,69,1,True
51260,-1387.0,553,95,1,True
51261,-1633.0,682,108,1,True
51262,-1549.0,643,103,1,True
51263,-1534.0,628,103,1,True
51264,-1807.0,694,126,1,True
51265,-1656.0,714,107,1,True
51266,-1037.0,392,74,1,True
51267,-2709.0,1200,170,1,True
51268,-1269.0,561,81,1,True
51269,-2376.0,993,156,1,True
51270,-1363.0,538,94,1,True
51271,-2325.0,897,161,1,True
51272,-1094.0,503,68,1,True
51273,-2415.0,978,162,1,True
51274,-1465.0,640,94,1,True
51275,-1705.0,709,113,1,True
51276,-1466.0,614,97,1,True
51277,-2025.0,849,133,1,True
51278,-2556.0,1083,166,1,True
51279,-1223.0,542,78,1,True
51280,-1448.0,560,101,1,True
51281,-1733.0,665,121,1,True
51282,-1737.0,759,111,1,True
51283,-2536.0,1009,172,1,True
51284,-1709.0,740,110,1,True
51285,-2363.0,989,155,1,True
51286,-1862.0,695,132,1,True
51287,-1020.0,411,70,1,True
51288,-362.0,176,23,1,True
51289,-2373.0,981,157,1,True
51290,-1590.0,648,107,1,True
51291,-2009.0,815,135,1,True
51292,-1149.0,468,78,1,True
51293,-1774.0,715,120,1,True
51294,-2792.0,1283,170,1,True
51295,-2232.0,939,146,1,True
51296,-1081.0,454,72,1,True
51297,-2513.0,1076,162,1,True
51298,-1361.0,563,91,1,True
51299,-2353.0,988,154,1,True
51300,-1365.0,495,99,1,True
51301,-2444.0,971,166,1,True
51302,-2316.0,969,152,1,True
51303,-1253.0,464,90,1,True
51304,-2809.0,1111,191,1,True
51305,-1706.0,737,110,1,True
51306,-1671.0,702,110,1,True
51307,-1861.0,775,123,1,True
51308,-1630.0,670,109,1,True
51309,-1345.0,574,88,1,True
51310,-1595.0,680,104,1,True
51311,-1329.0,513,93,1,True
51312,-1281.0,528,86,1,True
51313,-1238.0,512,83,1,True
51314,-1511.0,614,102,1,True
51315,-1461.0,582,100,1,True
51316,-2257.0,919,151,1,True
51317,-1216.0,472,85,1,True
51318,-1285.0,496,90,1,True
51319,-1385.0,551,95,1,True
51320,-1497.0,546,108,1,True
51321,-1066.0,475,68,1,True
51322,-1142.0,506,73,1,True
51323,-1504.0,670,95,1,True
51324,-2217.0,960,142,1,True
51325,-759.0,294,54,1,True
51326,-1108.0,508,69,1,True
51327,-2518.0,1054,165,1,True
51328,-1006.0,415,68,1,True
51329,-3372.0,1500,208,0,False
51330,-2092.0,817,144,1,True
51331,-1305.0,543,87,1,True
51332,-1919.0,815,125,1,True
51333,-1399.0,574,94,1,True
51334,-2078.0,821,142,1,True
51335,-1844.0,686,131,1,True
51336,-2587.0,1141,163,1,True
51337,-1263.0,528,84,1,True
51338,-2956.0,1186,199,1,True
51339,-874.0,337,62,1,True
51340,-3561.0,1500,229,0,False
51341,-1576.0,625,108,1,True
51342,-1529.0,659,99,1,True
51343,-897.0,378,60,1,True
51344,-1759.0,682,122,1,True
51345,-1029.0,393,73,1,True
51346,-3051.0,1470,178,1,True
51347,-2542.0,1096,163,1,True
51348,-1406.0,554,97,1,True
51349,-950.0,413,62,1,True
51350,-1126.0,454,77,1,True
51351,-1303.0,541,87,1,True
51352,-2337.0,990,152,1,True
51353,-1577.0,590,112,1,True
51354,-686.0,275,48,1,True
51355,-2403.0,957,163,1,True
51356,-2520.0,1110,159,1,True
51357,-763.0,307,53,1,True
51358,-2539.0,1039,169,1,True
51359,-1048.0,457,68,1,True
51360,-1488.0,573,104,1,True
51361,-1236.0,555,78,1,True
51362,-3110.0,1412,191,1,True
51363,-1407.0,564,96,1,True
51364,-1298.0,545,86,1,True
51365,-1004.0,395,70,1,True
51366,-1554.0,648,103,1,True
51367,-1320.0,531,90,1,True
51368,-1721.0,725,113,1,True
51369,-2461.0,1060,158,1,True
51370,-2136.0,897,140,1,True
