Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger, Status
15246,-1401.0,549,97,1,True
15247,-1011.0,402,70,1,True
15248,-1294.0,478,93,1,True
15249,-2592.0,1065,172,1,True
15250,-1278.0,543,84,1,True
15251,-2117.0,887,139,1,True
15252,-853.0,361,57,1,True
15253,-1380.0,555,94,1,True
15254,-637.0,262,44,1,True
15255,-2248.0,937,148,1,True
15256,-1616.0,629,112,1,True
15257,-1460.0,662,91,1,True
15258,-1092.0,456,73,1,True
15259,-2466.0,993,166,1,True
15260,-2515.0,1078,162,1,True
15261,-1496.0,617,100,1,True
15262,-1216.0,454,87,1,True
15263,-2299.0,898,158,1,True
15264,-1259.0,515,85,1,True
15265,-2409.0,981,161,1,True
15266,-1514.0,617,102,1,True
15267,-1397.0,527,99,1,True
15268,-1504.0,634,99,1,True
15269,-1347.0,522,94,1,True
15270,-2166.0,855,148,1,True
15271,-1379.0,527,97,1,True
15272,-3008.0,1247,198,1,True
15273,-2347.0,937,159,1,True
15274,-1165.0,493,77,1,True
15275,-2070.0,840,139,1,True
15276,-1672.0,784,101,1,True
15277,-1613.0,680,106,1,True
15278,-1563.0,621,107,1,True
15279,-2247.0,945,147,1,True
15280,-2277.0,894,156,1,True
15281,-2332.0,931,158,1,True
15282,-965.0,383,67,1,True
15283,-1765.0,751,115,1,True
15284,-1166.0,467,80,1,True
15285,-842.0,323,60,1,True
15286,-1330.0,478,97,1,True
15287,-2206.0,850,153,1,True
15288,-1345.0,529,93,1,True
15289,-1013.0,395,71,1,True
15290,-1553.0,611,107,1,True
15291,-1436.0,539,102,1,True
15292,-1283.0,566,82,1,True
15293,-391.0,169,27,1,True
15294,-962.0,425,62,1,True
15295,-1809.0,777,117,1,True
15296,-2555.0,1064,168,1,True
15297,-1337.0,557,89,1,True
15298,-3516.0,1500,224,0,False
15299,-1274.0,548,83,1,True
15300,-2613.0,1149,165,1,True
15301,-1249.0,496,86,1,True
15302,-1915.0,766,130,1,True
15303,-2959.0,1261,191,1,True
15304,-799.0,298,58,1,True
15305,-1122.0,477,74,1,True
15306,-2315.0,923,157,1,True
15307,-1455.0,576,100,1,True
15308,-995.0,395,69,1,True
15309,-1465.0,613,97,1,True
15310,-1178.0,515,76,1,True
15311,-2522.0,1022,169,1,True
15312,-1367.0,560,92,1,True
15313,-1731.0,708,116,1,True
15314,-1613.0,698,104,1,True
15315,-2395.0,1012,156,1,True
15316,-1994.0,800,135,1,True
15317,-1823.0,773,119,1,True
15318,-2596.0,1105,168,1,True
15319,-1070.0,497,66,1,True
15320,-1423.0,625,91,1,True
15321,-1525.0,628,102,1,True
15322,-2492.0,992,169,1,True
15323,-2011.0,826,134,1,True
15324,-716.0,287,50,1,True
15325,-1714.0,763,108,1,True
15326,-1426.0,547,100,1,True
15327,-2127.0,870,142,1,True
15328,-1312.0,523,90,1,True
15329,-776.0,320,53,1,True
15330,-1587.0,627,109,1,True
15331,-2217.0,861,153,1,True
15332,-2397.0,996,158,1,True
15333,-1544.0,602,107,1,True
15334,-2484.0,1029,164,1,True
15335,-1083.0,501,67,1,True
15336,-1431.0,570,98,1,True
15337,-1356.0,522,95,1,True
15338,-2453.0,1007,163,1,True
15339,-1034.0,470,65,1,True
15340,-2382.0,1008,155,1,True
15341,-1268.0,515,86,1,True
15342,-2236.0,862,155,1,True
15343,-1616.0,629,112,1,True
15344,-999.0,417,67,1,True
15345,-1046.0,392,75,1,True
15346,-1246.0,538,81,1,True
15347,-1025.0,380,74,1,True
15348,-2302.0,982,149,1,True
15349,-2202.0,900,147,1,True
15350,-967.0,394,66,1,True
15351,-1120.0,502,71,1,True
15352,-1136.0,410,83,1,True
15353,-970.0,388,67,1,True
15354,-1486.0,616,99,1,True
15355,-2301.0,999,147,1,True
15356,-2047.0,817,139,1,True
15357,-2565.0,1092,166,1,True
15358,-1525.0,655,99,1,True
15359,-1507.0,601,103,1,True
15360,-1863.0,750,126,1,True
15361,-807.0,324,56,1,True
15362,-1200.0,474,83,1,True
15363,-1314.0,525,90,1,True
15364,-1358.0,506,97,1,True
15365,-3389.0,1421,221,1,True
15366,-1286.0,497,90,1,True
15367,-2557.0,1021,173,1,True
15368,-2635.0,1126,170,1,True
15369,-1689.0,666,116,1,True
15370,-1789.0,712,122,1,True
15371,-1275.0,486,90,1,True
15372,-963.0,363,69,1,True
15373,-951.0,378,66,1,True
15374,-1818.0,732,123,1,True
15375,-969.0,378,68,1,True
15376,-1650.0,681,110,1,True
15377,-1315.0,598,82,1,True
15378,-1145.0,419,83,1,True
15379,-632.0,248,45,1,True
15380,-1707.0,702,114,1,True
15381,-1631.0,644,112,1,True
15382,-1249.0,523,83,1,True
15383,-2523.0,1140,156,1,True
15384,-1936.0,805,128,1,True
15385,-1992.0,771,138,1,True
15386,-1085.0,422,76,1,True
15387,-2098.0,850,141,1,True
15388,-809.0,326,56,1,True
15389,-2293.0,946,152,1,True
15390,-1381.0,547,95,1,True
15391,-1745.0,659,123,1,True
15392,-1357.0,568,90,1,True
15393,-1398.0,600,91,1,True
15394,-2064.0,834,139,1,True
15395,-1183.0,466,82,1,True
15396,-1576.0,652,105,1,True
15397,-2203.0,838,154,1,True
15398,-2303.0,947,153,1,True
15399,-2501.0,1046,164,1,True
15400,-1674.0,759,104,1,True
15401,-3309.0,1341,221,1,True
15402,-945.0,354,68,1,True
15403,-1001.0,428,66,1,True
15404,-1328.0,512,93,1,True
15405,-840.0,312,61,1,True
15406,-2057.0,899,131,1,True
15407,-1607.0,638,110,1,True
15408,-2422.0,967,164,1,True
15409,-1524.0,672,97,1,True
15410,-2099.0,806,146,1,True
15411,-955.0,418,62,1,True
15412,-1892.0,806,123,1,True
15413,-2683.0,1210,166,1,True
15414,-1564.0,640,105,1,True
15415,-1766.0,734,117,1,True
15416,-1479.0,645,95,1,True
15417,-2181.0,870,148,1,True
15418,-884.0,329,64,1,True
15419,-856.0,346,59,1,True
15420,-955.0,373,67,1,True
15421,-1382.0,602,89,1,True
15422,-1327.0,511,93,1,True
15423,-841.0,340,58,1,True
15424,-2679.0,1206,166,1,True
15425,-1282.0,484,91,1,True
15426,-1847.0,752,124,1,True
15427,-152.0,92,9,1,True
15428,-2567.0,1076,168,1,True
15429,-1172.0,545,72,1,True
15430,-2623.0,1150,166,1,True
15431,-1741.0,772,110,1,True
15432,-1322.0,506,93,1,True
15433,-401.0,170,28,1,True
15434,-1643.0,692,108,1,True
15435,-1243.0,553,79,1,True
15436,-1629.0,669,109,1,True
15437,-2285.0,947,151,1,True
15438,-1275.0,540,84,1,True
15439,-3159.0,1452,192,1,True
15440,-995.0,404,68,1,True
15441,-2177.0,884,146,1,True
15442,-1549.0,679,99,1,True
15443,-639.0,237,47,1,True
15444,-2738.0,1085,186,1,True
15445,-1377.0,579,91,1,True
15446,-2282.0,944,151,1,True
15447,-1613.0,653,109,1,True
15448,-1038.0,411,72,1,True
15449,-1146.0,429,82,1,True
15450,-960.0,414,63,1,True
15451,-1574.0,650,105,1,True
15452,-1563.0,621,107,1,True
15453,-2129.0,890,140,1,True
15454,-920.0,365,64,1,True
15455,-2319.0,918,158,1,True
15456,-1067.0,485,67,1,True
15457,-2330.0,947,156,1,True
15458,-1391.0,539,97,1,True
15459,-2381.0,1052,150,1,True
15460,-1474.0,568,103,1,True
15461,-2121.0,855,143,1,True
15462,-2388.0,942,163,1,True
15463,-1163.0,473,79,1,True
15464,-1974.0,834,129,1,True
15465,-1381.0,583,91,1,True
15466,-907.0,325,67,1,True
15467,-1132.0,469,76,1,True
15468,-1312.0,505,92,1,True
15469,-2480.0,1097,156,1,True
15470,-2240.0,911,150,1,True
15471,-2397.0,969,161,1,True
15472,-857.0,338,60,1,True
15473,-2460.0,1077,156,1,True
15474,-1678.0,700,111,1,True
15475,-1686.0,654,117,1,True
15476,-2343.0,987,153,1,True
15477,-1874.0,797,122,1,True
15478,-3365.0,1415,219,1,True
15479,-2223.0,903,149,1,True
15480,-2020.0,826,135,1,True
15481,-1708.0,712,113,1,True
15482,-55.0,58,2,1,True
15483,-2415.0,987,161,1,True
15484,-1090.0,490,69,1,True
15485,-2500.0,991,170,1,True
15486,-2367.0,966,158,1,True
15487,-935.0,389,63,1,True
15488,-1957.0,826,128,1,True
15489,-1476.0,570,103,1,True
15490,-1584.0,642,107,1,True
15491,-2265.0,918,152,1,True
15492,-2004.0,765,140,1,True
15493,-1000.0,382,71,1,True
15494,-1367.0,569,91,1,True
15495,-1343.0,509,95,1,True
15496,-2518.0,1099,160,1,True
15497,-1311.0,513,91,1,True
15498,-1360.0,544,93,1,True
15499,-2388.0,960,161,1,True
15500,-1585.0,625,109,1,True
15501,-972.0,390,67,1,True
15502,-1391.0,557,95,1,True
15503,-2262.0,924,151,1,True
15504,-1438.0,541,102,1,True
15505,-795.0,303,57,1,True
15506,-2287.0,922,154,1,True
15507,-1374.0,540,95,1,True
15508,-1423.0,580,96,1,True
15509,-2594.0,1103,168,1,True
15510,-1597.0,655,107,1,True
15511,-1123.0,460,76,1,True
15512,-2172.0,807,154,1,True
15513,-1880.0,722,131,1,True
15514,-1288.0,607,78,1,True
15515,-1097.0,407,79,1,True
15516,-1096.0,487,70,1,True
15517,-2902.0,1177,194,1,True
15518,-2634.0,1116,171,1,True
15519,-1002.0,465,62,1,True
15520,-1584.0,705,100,1,True
15521,-1465.0,550,104,1,True
15522,-2001.0,834,132,1,True
15523,-1367.0,560,92,1,True
15524,-605.0,230,44,1,True
15525,-1604.0,617,112,1,True
15526,-2533.0,1096,162,1,True
15527,-716.0,269,52,1,True
15528,-2447.0,1055,157,1,True
15529,-2526.0,1053,166,1,True
15530,-1419.0,549,99,1,True
15531,-1332.0,543,90,1,True
15532,-3256.0,1441,204,1,True
15533,-1644.0,702,107,1,True
15534,-1280.0,509,88,1,True
15535,-2185.0,838,152,1,True
15536,-900.0,363,62,1,True
15537,-1260.0,516,85,1,True
15538,-1262.0,518,85,1,True
15539,-866.0,329,62,1,True
15540,-1702.0,697,114,1,True
15541,-2201.0,872,150,1,True
15542,-1370.0,554,93,1,True
15543,-1402.0,541,98,1,True
15544,-1532.0,653,100,1,True
15545,-859.0,349,59,1,True
15546,-1462.0,610,97,1,True
15547,-1447.0,604,96,1,True
15548,-2636.0,1064,177,1,True
15549,-1202.0,458,85,1,True
15550,-2882.0,1229,186,1,True
15551,-1660.0,700,109,1,True
15552,-2246.0,854,157,1,True
15553,-1240.0,478,87,1,True
15554,-2619.0,1119,169,1,True
15555,-1339.0,568,88,1,True
15556,-2091.0,861,139,1,True
15557,-2650.0,1150,169,1,True
15558,-869.0,332,62,1,True
15559,-1511.0,605,103,1,True
15560,-1374.0,540,95,1,True
15561,-2384.0,1010,155,1,True
15562,-2297.0,941,153,1,True
15563,-1676.0,653,116,1,True
15564,-1546.0,649,102,1,True
15565,-1889.0,686,136,1,True
15566,-2614.0,1105,170,1,True
15567,-889.0,370,60,1,True
15568,-1532.0,671,98,1,True
15569,-1634.0,701,106,1,True
15570,-1661.0,656,114,1,True
15571,-2352.0,942,159,1,True
15572,-2389.0,970,160,1,True
15573,-1428.0,576,97,1,True
15574,-1252.0,490,87,1,True
15575,-2360.0,986,155,1,True
15576,-988.0,415,66,1,True
15577,-1051.0,406,74,1,True
15578,-1084.0,466,71,1,True
15579,-956.0,428,61,1,True
15580,-1807.0,739,121,1,True
15581,-1233.0,561,77,1,True
15582,-1836.0,750,123,1,True
15583,-1972.0,832,129,1,True
15584,-1278.0,489,90,1,True
15585,-2573.0,1019,175,1,True
15586,-1624.0,628,113,1,True
15587,-1339.0,514,94,1,True
15588,-986.0,377,70,1,True
15589,-2491.0,1009,167,1,True
15590,-1174.0,484,79,1,True
15591,-1156.0,430,83,1,True
15592,-1399.0,619,89,1,True
15593,-1128.0,501,72,1,True
15594,-1772.0,758,115,1,True
15595,-1762.0,685,122,1,True
15596,-1442.0,554,101,1,True
15597,-722.0,302,49,1,True
15598,-920.0,365,64,1,True
15599,-1570.0,628,107,1,True
15600,-968.0,377,68,1,True
15601,-2949.0,1260,190,1,True
15602,-2489.0,1088,158,1,True
15603,-1334.0,572,87,1,True
15604,-1777.0,835,107,1,True
15605,-1488.0,600,101,1,True
15606,-2265.0,981,145,1,True
15607,-1025.0,461,65,1,True
15608,-1195.0,550,74,1,True
15609,-2193.0,891,147,1,True
15610,-1466.0,578,101,1,True
15611,-2380.0,952,161,1,True
15612,-1470.0,645,94,1,True
15613,-1411.0,586,94,1,True
15614,-1617.0,702,104,1,True
15615,-859.0,358,58,1,True
15616,-1541.0,608,106,1,True
15617,-1358.0,614,85,1,True
15618,-1432.0,571,98,1,True
15619,-1421.0,542,100,1,True
15620,-1059.0,432,72,1,True
15621,-2478.0,1041,162,1,True
15622,-1387.0,544,96,1,True
15623,-307.0,148,20,1,True
15624,-1074.0,447,72,1,True
15625,-1625.0,728,102,1,True
15626,-2240.0,893,152,1,True
15627,-1246.0,484,87,1,True
15628,-1096.0,406,79,1,True
15629,-1461.0,573,101,1,True
15630,-2295.0,966,150,1,True
15631,-866.0,365,58,1,True
15632,-1104.0,432,77,1,True
15633,-1946.0,905,118,1,True
15634,-961.0,433,61,1,True
15635,-1404.0,561,96,1,True
15636,-1308.0,510,91,1,True
15637,-2410.0,1009,158,1,True
15638,-1966.0,835,128,1,True
15639,-1021.0,394,72,1,True
15640,-1253.0,527,83,1,True
15641,-1794.0,744,119,1,True
15642,-1178.0,452,83,1,True
15643,-1544.0,602,107,1,True
15644,-1431.0,561,99,1,True
15645,-1534.0,628,103,1,True
15646,-1612.0,670,107,1,True
15647,-1270.0,454,93,1,True
15648,-2695.0,1177,171,1,True
15649,-947.0,356,68,1,True
15650,-947.0,365,67,1,True
15651,-1458.0,570,101,1,True
15652,-2521.0,1093,161,1,True
15653,-1381.0,592,90,1,True
15654,-1494.0,606,101,1,True
15655,-434.0,176,31,1,True
15656,-1298.0,527,88,1,True
15657,-2835.0,1245,179,1,True
15658,-1401.0,540,98,1,True
15659,-1765.0,733,117,1,True
15660,-2513.0,1076,162,1,True
15661,-2273.0,890,156,1,True
15662,-1190.0,446,85,1,True
15663,-744.0,279,54,1,True
15664,-1143.0,471,77,1,True
15665,-2336.0,1016,149,1,True
15666,-2419.0,1000,160,1,True
15667,-1378.0,553,94,1,True
15668,-2020.0,826,135,1,True
15669,-1457.0,578,100,1,True
15670,-2382.0,981,158,1,True
15671,-1370.0,563,92,1,True
15672,-1367.0,524,96,1,True
15673,-2441.0,1058,156,1,True
15674,-1576.0,670,103,1,True
15675,-1501.0,631,99,1,True
15676,-2572.0,1081,168,1,True
15677,-2326.0,934,157,1,True
15678,-814.0,313,58,1,True
15679,-1278.0,570,81,1,True
15680,-1186.0,577,70,1,True
15681,-1207.0,526,78,1,True
15682,-2250.0,930,149,1,True
15683,-1141.0,496,74,1,True
15684,-1304.0,560,85,1,True
15685,-3113.0,1280,206,1,True
15686,-2821.0,1249,177,1,True
15687,-1068.0,405,76,1,True
15688,-1976.0,791,134,1,True
15689,-2118.0,834,145,1,True
15690,-503.0,209,35,1,True
15691,-1736.0,713,116,1,True
15692,-869.0,368,58,1,True
15693,-1262.0,509,86,1,True
15694,-1309.0,538,88,1,True
15695,-725.0,278,52,1,True
15696,-1497.0,609,101,1,True
15697,-1670.0,728,107,1,True
15698,-2175.0,819,153,1,True
15699,-2241.0,912,150,1,True
15700,-1228.0,484,85,1,True
15701,-934.0,361,66,1,True
15702,-2707.0,1171,173,1,True
15703,-2533.0,1123,159,1,True
15704,-270.0,138,17,1,True
15705,-2394.0,1011,156,1,True
15706,-1122.0,450,77,1,True
15707,-2459.0,1058,158,1,True
15708,-1197.0,489,81,1,True
15709,-1331.0,515,93,1,True
15710,-1114.0,397,82,1,True
15711,-2474.0,1082,157,1,True
15712,-984.0,411,66,1,True
15713,-1571.0,647,105,1,True
15714,-1015.0,388,72,1,True
15715,-2649.0,1104,174,1,True
15716,-3206.0,1328,211,1,True
15717,-1799.0,758,118,1,True
15718,-2327.0,989,151,1,True
15719,-1075.0,520,64,1,True
15720,-1902.0,807,124,1,True
15721,-1332.0,534,91,1,True
15722,-1840.0,763,122,1,True
15723,-2698.0,1198,169,1,True
15724,-1036.0,436,69,1,True
15725,-1982.0,770,137,1,True
15726,-1830.0,771,120,1,True
15727,-3399.0,1500,211,0,False
15728,-1736.0,704,117,1,True
15729,-1360.0,562,91,1,True
15730,-2173.0,898,144,1,True
15731,-1530.0,615,104,1,True
15732,-1811.0,680,128,1,True
15733,-2121.0,891,139,1,True
15734,-2977.0,1153,205,1,True
15735,-2197.0,886,148,1,True
15736,-997.0,370,72,1,True
15737,-2350.0,1003,152,1,True
15738,-1444.0,565,100,1,True
15739,-1429.0,631,91,1,True
15740,-1525.0,592,106,1,True
15741,-1107.0,471,73,1,True
15742,-1595.0,653,107,1,True
15743,-1637.0,695,107,1,True
15744,-2493.0,975,171,1,True
15745,-868.0,313,64,1,True
15746,-1171.0,454,82,1,True
15747,-696.0,267,50,1,True
15748,-2445.0,981,165,1,True
15749,-2258.0,884,155,1,True
15750,-2200.0,835,154,1,True
15751,-1079.0,479,69,1,True
15752,-1329.0,558,88,1,True
15753,-1292.0,548,85,1,True
15754,-799.0,316,56,1,True
15755,-1007.0,425,67,1,True
15756,-1435.0,574,98,1,True
15757,-2580.0,1107,166,1,True
15758,-1037.0,419,71,1,True
15759,-1934.0,758,133,1,True
15760,-1700.0,713,112,1,True
15761,-1293.0,531,87,1,True
15762,-1521.0,606,104,1,True
15763,-915.0,342,66,1,True
15764,-749.0,284,54,1,True
15765,-3142.0,1318,205,1,True
15766,-2484.0,1065,160,1,True
15767,-1253.0,473,89,1,True
15768,-1145.0,491,75,1,True
15769,-1673.0,695,111,1,True
15770,-2368.0,1057,148,1,True
15771,-1705.0,727,111,1,True
15772,-2005.0,757,141,1,True
15773,-872.0,335,62,1,True
15774,-2880.0,1353,172,1,True
15775,-2605.0,1096,170,1,True
15776,-2895.0,1332,176,1,True
15777,-2221.0,901,149,1,True
15778,-978.0,396,67,1,True
15779,-2586.0,1176,159,1,True
15780,-1453.0,610,96,1,True
15781,-1227.0,501,83,1,True
15782,-1238.0,485,86,1,True
15783,-2207.0,905,147,1,True
15784,-1634.0,692,107,1,True
15785,-2149.0,820,150,1,True
15786,-1013.0,395,71,1,True
15787,-1111.0,457,75,1,True
15788,-2364.0,972,157,1,True
15789,-1208.0,500,81,1,True
15790,-1170.0,453,82,1,True
15791,-1428.0,603,94,1,True
15792,-1354.0,574,89,1,True
15793,-2530.0,1048,167,1,True
15794,-2017.0,868,130,1,True
15795,-1133.0,488,74,1,True
15796,-576.0,228,41,1,True
15797,-2505.0,1041,165,1,True
15798,-2366.0,965,158,1,True
15799,-2553.0,1035,171,1,True
15800,-1435.0,646,90,1,True
15801,-1441.0,535,103,1,True
15802,-971.0,407,65,1,True
15803,-430.0,199,28,1,True
15804,-1582.0,640,107,1,True
15805,-2359.0,967,157,1,True
15806,-2353.0,952,158,1,True
15807,-1464.0,585,100,1,True
15808,-1313.0,533,89,1,True
15809,-1352.0,590,87,1,True
15810,-1444.0,556,101,1,True
15811,-1685.0,653,117,1,True
15812,-2626.0,1135,168,1,True
15813,-1667.0,680,112,1,True
15814,-2213.0,866,152,1,True
15815,-1106.0,416,79,1,True
15816,-1570.0,610,109,1,True
15817,-614.0,257,42,1,True
15818,-2607.0,1197,159,1,True
15819,-1438.0,595,96,1,True
15820,-1357.0,568,90,1,True
15821,-3274.0,1351,216,1,True
15822,-1249.0,496,86,1,True
15823,-2354.0,1025,150,1,True
15824,-651.0,258,46,1,True
15825,-1280.0,527,86,1,True
15826,-1736.0,758,111,1,True
15827,-803.0,284,60,1,True
15828,-1837.0,832,114,1,True
15829,-1467.0,687,89,1,True
15830,-1805.0,764,118,1,True
15831,-1386.0,516,99,1,True
15832,-2456.0,974,167,1,True
15833,-2186.0,875,148,1,True
15834,-1423.0,571,97,1,True
15835,-1822.0,817,114,1,True
15836,-977.0,404,66,1,True
15837,-1500.0,594,103,1,True
15838,-1115.0,497,71,1,True
15839,-787.0,286,58,1,True
15840,-1727.0,776,108,1,True
15841,-1593.0,651,107,1,True
15842,-990.0,417,66,1,True
15843,-1326.0,528,91,1,True
15844,-2517.0,1035,167,1,True
15845,-518.0,206,37,1,True
15846,-1564.0,640,105,1,True
15847,-2207.0,932,144,1,True
15848,-1287.0,507,89,1,True
15849,-850.0,304,63,1,True
15850,-1251.0,525,83,1,True
15851,-2433.0,1032,158,1,True
15852,-2721.0,1158,176,1,True
15853,-1227.0,510,82,1,True
15854,-1668.0,708,109,1,True
15855,-751.0,277,55,1,True
15856,-3163.0,1240,216,1,True
15857,-1100.0,464,73,1,True
15858,-1522.0,643,100,1,True
15859,-2573.0,1046,172,1,True
15860,-686.0,257,50,1,True
15861,-1737.0,705,117,1,True
15862,-975.0,402,66,1,True
15863,-1932.0,738,135,1,True
15864,-2568.0,1077,168,1,True
15865,-1443.0,609,95,1,True
15866,-1144.0,427,82,1,True
15867,-1375.0,541,95,1,True
15868,-2227.0,916,148,1,True
15869,-1199.0,500,80,1,True
15870,-1292.0,530,87,1,True
15871,-1286.0,524,87,1,True
15872,-1259.0,479,89,1,True
15873,-2162.0,869,146,1,True
15874,-728.0,254,55,1,True
15875,-198.0,111,12,1,True
15876,-2453.0,1016,162,1,True
15877,-1432.0,562,99,1,True
15878,-1306.0,562,85,1,True
15879,-3146.0,1241,214,1,True
15880,-1223.0,506,82,1,True
15881,-896.0,359,62,1,True
15882,-2804.0,1133,188,1,True
15883,-780.0,279,58,1,True
15884,-1223.0,452,88,1,True
15885,-2657.0,1121,173,1,True
15886,-467.0,218,30,1,True
15887,-1122.0,450,77,1,True
15888,-929.0,374,64,1,True
15889,-2434.0,1015,160,1,True
15890,-1580.0,683,102,1,True
15891,-2145.0,807,151,1,True
15892,-1778.0,728,119,1,True
15893,-1119.0,483,73,1,True
15894,-2213.0,875,151,1,True
15895,-2791.0,1300,168,1,True
15896,-681.0,261,49,1,True
15897,-2450.0,1049,158,1,True
15898,-1324.0,508,93,1,True
15899,-445.0,169,33,1,True
15900,-1427.0,566,98,1,True
15901,-1822.0,727,124,1,True
15902,-1234.0,490,85,1,True
15903,-977.0,458,60,1,True
15904,-1057.0,448,70,1,True
15905,-1574.0,650,105,1,True
15906,-928.0,355,66,1,True
15907,-2024.0,866,131,1,True
15908,-1847.0,788,120,1,True
15909,-2229.0,882,152,1,True
15910,-2369.0,968,158,1,True
15911,-1007.0,389,71,1,True
15912,-2506.0,1051,164,1,True
15913,-1155.0,474,78,1,True
15914,-2409.0,990,160,1,True
15915,-257.0,116,18,1,True
15916,-1389.0,573,93,1,True
15917,-2094.0,828,143,1,True
15918,-1247.0,485,87,1,True
15919,-2379.0,1095,145,1,True
15920,-1329.0,576,86,1,True
15921,-1385.0,533,97,1,True
15922,-1509.0,648,98,1,True
15923,-2570.0,1025,174,1,True
15924,-2378.0,986,157,1,True
15925,-2225.0,851,155,1,True
15926,-2515.0,1060,164,1,True
15927,-911.0,338,66,1,True
15928,-999.0,372,72,1,True
15929,-1536.0,693,96,1,True
15930,-2381.0,953,161,1,True
15931,-1648.0,715,106,1,True
15932,-1148.0,512,73,1,True
15933,-2072.0,824,141,1,True
15934,-1273.0,484,90,1,True
15935,-1196.0,533,76,1,True
15936,-785.0,293,57,1,True
15937,-1908.0,777,128,1,True
15938,-656.0,263,46,1,True
15939,-2344.0,880,165,1,True
15940,-1455.0,558,102,1,True
15941,-1677.0,708,110,1,True
15942,-1295.0,470,94,1,True
15943,-925.0,397,61,1,True
15944,-1293.0,486,92,1,True
15945,-3417.0,1500,213,0,False
15946,-2113.0,883,139,1,True
15947,-741.0,294,52,1,True
15948,-863.0,326,62,1,True
15949,-1308.0,510,91,1,True
15950,-2094.0,882,137,1,True
15951,-2428.0,1018,159,1,True
15952,-1364.0,521,96,1,True
15953,-1148.0,449,80,1,True
15954,-1601.0,731,99,1,True
15955,-808.0,289,60,1,True
15956,-1146.0,510,73,1,True
15957,-2373.0,963,159,1,True
15958,-1236.0,537,80,1,True
15959,-1376.0,560,93,1,True
15960,-1333.0,562,88,1,True
15961,-1009.0,400,70,1,True
15962,-963.0,390,66,1,True
15963,-716.0,260,53,1,True
15964,-1851.0,774,122,1,True
15965,-1473.0,594,100,1,True
15966,-1276.0,514,87,1,True
15967,-2539.0,1075,165,1,True
15968,-2347.0,946,158,1,True
15969,-2502.0,1146,153,1,True
15970,-903.0,375,61,1,True
15971,-1371.0,555,93,1,True
15972,-813.0,285,61,1,True
15973,-1469.0,590,100,1,True
15974,-1325.0,527,91,1,True
15975,-3184.0,1279,214,1,True
15976,-2979.0,1254,194,1,True
15977,-2150.0,866,145,1,True
15978,-2504.0,1058,163,1,True
15979,-1654.0,712,107,1,True
15980,-1148.0,521,72,1,True
15981,-1475.0,587,101,1,True
15982,-1339.0,550,90,1,True
15983,-696.0,258,51,1,True
15984,-2454.0,1008,163,1,True
15985,-295.0,136,20,1,True
15986,-1488.0,609,100,1,True
15987,-2333.0,914,160,1,True
15988,-2282.0,926,153,1,True
15989,-1065.0,429,73,1,True
15990,-1205.0,479,83,1,True
15991,-1914.0,747,132,1,True
15992,-1878.0,720,131,1,True
15993,-1063.0,463,69,1,True
15994,-1824.0,729,124,1,True
15995,-2616.0,1152,165,1,True
15996,-3323.0,1418,214,1,True
15997,-989.0,398,68,1,True
15998,-2736.0,1065,188,1,True
15999,-1054.0,400,75,1,True
16000,-2415.0,960,164,1,True
16001,-1904.0,773,128,1,True
16002,-2657.0,1256,158,1,True
16003,-1573.0,739,95,1,True
16004,-1483.0,604,100,1,True
16005,-693.0,282,48,1,True
16006,-446.0,197,30,1,True
16007,-1420.0,586,95,1,True
16008,-2864.0,1166,191,1,True
16009,-3357.0,1380,222,1,True
16010,-2468.0,1022,163,1,True
16011,-913.0,349,65,1,True
16012,-1291.0,466,94,1,True
16013,-1540.0,616,105,1,True
16014,-1595.0,689,103,1,True
16015,-1361.0,518,96,1,True
16016,-1384.0,532,97,1,True
16017,-1606.0,637,110,1,True
16018,-1517.0,611,103,1,True
16019,-2901.0,1113,201,1,True
16020,-963.0,390,66,1,True
16021,-746.0,290,53,1,True
16022,-1478.0,572,103,1,True
16023,-604.0,238,43,1,True
16024,-1512.0,570,107,1,True
16025,-1460.0,617,96,1,True
16026,-774.0,273,58,1,True
16027,-1709.0,713,113,1,True
16028,-3093.0,1251,207,1,True
16029,-1198.0,544,75,1,True
16030,-2935.0,1192,196,1,True
16031,-2564.0,1100,165,1,True
16032,-41.0,35,3,1,True
16033,-1363.0,592,88,1,True
16034,-1442.0,554,101,1,True
16035,-30.0,33,2,1,True
16036,-2306.0,941,154,1,True
16037,-3425.0,1358,232,1,True
16038,-2610.0,1146,165,1,True
16039,-1277.0,533,85,1,True
16040,-3262.0,1339,216,1,True
16041,-1262.0,536,83,1,True
16042,-1085.0,413,77,1,True
16043,-983.0,356,72,1,True
16044,-947.0,392,64,1,True
16045,-1407.0,555,97,1,True
16046,-1300.0,502,91,1,True
16047,-869.0,359,59,1,True
16048,-1186.0,451,84,1,True
16049,-927.0,399,61,1,True
16050,-2595.0,1113,167,1,True
16051,-2300.0,989,148,1,True
16052,-665.0,254,48,1,True
16053,-2278.0,976,147,1,True
16054,-1208.0,536,77,1,True
16055,-1318.0,502,93,1,True
16056,-2107.0,859,141,1,True
16057,-1701.0,642,120,1,True
16058,-1896.0,873,116,1,True
16059,-1372.0,547,94,1,True
16060,-2471.0,1052,160,1,True
16061,-1053.0,426,72,1,True
16062,-1603.0,670,106,1,True
16063,-2545.0,1036,170,1,True
16064,-3192.0,1251,218,1,True
16065,-1581.0,630,108,1,True
16066,-1406.0,581,94,1,True
