Episode,TotalReward,Steps,Drop,Delivered,Rollbacks
94244,-383.0,476,0,1,72
94245,-384.0,485,0,1,80
94246,-865.0,1000,0,0,135
94247,-356.0,455,0,1,78
94248,-582.0,730,0,1,127
94249,-630.0,727,2,1,94
94250,-389.0,496,0,1,86
94251,-269.0,347,0,1,57
94252,-408.0,529,0,1,100
94253,-851.0,1000,0,0,149
94254,-855.0,1000,0,0,145
94255,-732.0,902,0,1,149
94256,-480.0,592,0,1,91
94257,-864.0,1000,1,0,145
94258,-835.0,1000,0,0,165
94259,-103.0,153,0,1,29
94260,-306.0,392,0,1,65
94261,-276.0,370,0,1,73
94262,-352.0,456,0,1,83
94263,-373.0,485,0,1,91
94264,-649.0,811,0,1,141
94265,-838.0,1000,0,0,162
94266,-850.0,1000,0,0,150
94267,-323.0,423,0,1,79
94268,-430.0,542,0,1,91
94269,-839.0,1000,0,0,161
94270,-859.0,1000,0,0,141
94271,-860.0,1000,0,0,140
94272,-853.0,1000,0,0,147
94273,-257.0,332,0,1,54
94274,-444.0,565,0,1,100
94275,-865.0,1000,0,0,135
94276,-327.0,431,0,1,83
94277,-372.0,474,0,1,81
94278,-276.0,351,0,1,54
94279,-838.0,1000,0,0,162
94280,-548.0,700,0,1,131
94281,-822.0,1000,0,0,178
94282,-843.0,1000,0,0,157
94283,-315.0,415,0,1,79
94284,-378.0,480,0,1,81
94285,-849.0,1000,0,0,151
94286,-391.0,500,0,1,88
94287,-813.0,985,0,1,151
94288,-607.0,764,0,1,136
94289,-309.0,414,0,1,84
94290,-596.0,730,0,1,113
94291,-330.0,417,0,1,66
94292,-464.0,577,0,1,92
94293,-731.0,908,0,1,156
94294,-394.0,494,0,1,79
94295,-856.0,1000,0,0,144
94296,-307.0,390,0,1,62
94297,-267.0,351,0,1,63
94298,-448.0,567,0,1,98
94299,-624.0,777,0,1,132
94300,-285.0,379,0,1,73
94301,-619.0,772,0,1,132
94302,-402.0,513,0,1,90
94303,-314.0,410,0,1,75
94304,-200.0,273,0,1,52
94305,-863.0,1000,0,0,137
94306,-355.0,440,0,1,64
94307,-801.0,971,0,1,149
94308,-429.0,551,0,1,101
94309,-297.0,377,0,1,59
94310,-320.0,401,0,1,60
94311,-847.0,1000,0,0,153
94312,-845.0,1000,0,0,155
94313,-464.0,566,0,1,81
94314,-158.0,221,0,1,42
94315,-564.0,694,0,1,109
94316,-213.0,288,0,1,54
94317,-846.0,1000,0,0,154
94318,-648.0,784,0,1,115
94319,-492.0,608,0,1,95
94320,-852.0,1000,0,0,148
94321,-720.0,893,0,1,152
94322,-526.0,647,0,1,100
94323,-833.0,1000,0,0,167
94324,-486.0,614,0,1,107
94325,-245.0,313,0,1,47
94326,-219.0,293,0,1,53
94327,-842.0,1000,0,0,158
94328,-262.0,347,0,1,64
94329,-443.0,561,0,1,97
94330,-448.0,575,0,1,106
94331,-522.0,651,0,1,108
94332,-841.0,1000,0,0,159
94333,-281.0,371,0,1,69
94334,-528.0,644,0,1,95
94335,-654.0,802,0,1,127
94336,-108.0,153,0,1,24
94337,-367.0,465,0,1,77
94338,-110.0,156,0,1,25
94339,-533.0,664,0,1,110
94340,-865.0,1000,0,0,135
94341,-867.0,1000,0,0,133
94342,-839.0,1000,0,0,161
94343,-157.0,207,0,1,29
94344,-847.0,1000,0,0,153
94345,-456.0,585,0,1,108
94346,-864.0,1000,0,0,136
94347,-850.0,1000,0,0,150
94348,-446.0,556,0,1,89
94349,-849.0,1000,0,0,151
94350,-180.0,249,0,1,48
94351,-397.0,515,0,1,97
94352,-537.0,686,0,1,128
94353,-341.0,434,0,1,72
94354,-380.0,486,0,1,85
94355,-280.0,363,0,1,62
94356,-437.0,542,0,1,84
94357,-743.0,942,0,1,178
94358,-465.0,574,0,1,88
94359,-104.0,152,0,1,27
94360,-459.0,576,0,1,96
94361,-856.0,1000,0,0,144
94362,-411.0,516,0,1,84
94363,-857.0,1000,0,0,143
94364,-846.0,1000,0,0,154
94365,-307.0,411,0,1,83
94366,-853.0,1000,1,0,156
94367,-592.0,717,0,1,104
94368,-852.0,1000,0,0,148
94369,-536.0,633,0,1,76
94370,-421.0,543,0,1,101
94371,-235.0,311,0,1,55
94372,-375.0,478,0,1,82
94373,-426.0,542,0,1,95
94374,-452.0,570,0,1,97
94375,-693.0,866,0,1,152
94376,-755.0,933,0,1,157
94377,-840.0,1000,0,0,160
94378,-781.0,948,0,1,146
94379,-339.0,431,0,1,71
94380,-402.0,535,0,1,112
94381,-810.0,988,0,1,157
94382,-347.0,459,0,1,91
94383,-504.0,621,0,1,96
94384,-863.0,1000,0,0,137
94385,-738.0,915,0,1,156
94386,-852.0,1000,0,0,148
94387,-830.0,1000,0,0,170
94388,-523.0,639,0,1,95
94389,-852.0,1000,0,0,148
94390,-848.0,1000,0,0,152
94391,-716.0,888,0,1,151
94392,-321.0,418,0,1,76
94393,-445.0,561,0,1,95
94394,-851.0,1000,0,0,149
94395,-413.0,531,0,1,97
94396,-484.0,602,0,1,97
94397,-859.0,1000,0,0,141
94398,-676.0,826,0,1,129
94399,-338.0,419,0,1,60
94400,-515.0,634,0,1,98
94401,-545.0,677,0,1,111
94402,-332.0,430,0,1,77
94403,-366.0,479,0,1,92
94404,-764.0,929,0,1,144
94405,-726.0,895,0,1,148
94406,-835.0,1000,0,0,165
94407,-300.0,388,0,1,67
94408,-861.0,1000,0,0,139
94409,-356.0,462,0,1,85
94410,-145.0,202,0,1,36
94411,-334.0,415,0,1,60
94412,-566.0,692,0,1,105
94413,-474.0,578,1,1,92
94414,-399.0,495,0,1,75
94415,-484.0,625,0,1,120
94416,-768.0,942,0,1,153
94417,-550.0,671,0,1,100
94418,-851.0,1000,0,0,149
94419,-862.0,1000,0,0,138
94420,-667.0,838,0,1,150
94421,-834.0,1000,0,0,166
94422,-841.0,1000,0,0,159
94423,-558.0,661,0,1,82
94424,-356.0,457,0,1,80
94425,-362.0,450,0,1,67
94426,-841.0,1000,0,0,159
94427,-847.0,1000,0,0,153
94428,-259.0,338,0,1,58
94429,-837.0,1000,0,0,163
94430,-854.0,1000,0,0,146
94431,-255.0,334,0,1,58
94432,-303.0,396,0,1,72
94433,-493.0,620,0,1,106
94434,-849.0,1000,0,0,151
94435,-859.0,1000,0,0,141
94436,-146.0,201,0,1,34
94437,-861.0,1000,1,0,148
94438,-504.0,632,0,1,107
94439,-842.0,1000,0,0,158
94440,-433.0,552,0,1,98
94441,-510.0,638,0,1,107
94442,-713.0,882,0,1,148
94443,-343.0,450,0,1,86
94444,-854.0,1000,2,0,164
94445,-740.0,925,0,1,164
94446,-633.0,781,0,1,127
94447,-575.0,705,0,1,109
94448,-844.0,1000,0,0,156
94449,-307.0,390,0,1,62
94450,-331.0,432,0,1,80
94451,-238.0,316,0,1,57
94452,-198.0,263,0,1,44
94453,-433.0,551,0,1,97
94454,-849.0,1000,1,0,160
94455,-425.0,541,0,1,95
94456,-392.0,504,0,1,91
94457,-837.0,1000,0,0,163
94458,-283.0,375,0,1,71
94459,-539.0,653,0,1,93
94460,-642.0,803,0,1,140
94461,-394.0,495,0,1,80
94462,-576.0,732,0,1,135
94463,-843.0,1000,0,0,157
94464,-278.0,362,0,1,63
94465,-865.0,1000,0,0,135
94466,-847.0,1000,0,0,153
94467,-858.0,1000,2,0,160
94468,-838.0,1000,0,0,162
94469,-637.0,769,0,1,111
94470,-464.0,589,0,1,104
94471,-715.0,859,0,1,123
94472,-414.0,532,0,1,97
94473,-852.0,1000,0,0,148
94474,-838.0,1000,0,0,162
94475,-855.0,1000,0,0,145
94476,-846.0,1000,0,0,154
94477,-329.0,421,0,1,71
94478,-268.0,352,0,1,63
94479,-535.0,630,0,1,74
94480,-544.0,684,0,1,119
94481,-248.0,322,0,1,53
94482,-286.0,380,0,1,73
94483,-216.0,292,0,1,55
94484,-848.0,1000,0,0,152
94485,-282.0,360,0,1,57
94486,-314.0,411,0,1,76
94487,-428.0,540,0,1,91
94488,-758.0,919,0,1,140
94489,-489.0,607,0,1,97
94490,-449.0,559,0,1,89
94491,-346.0,437,0,1,70
94492,-391.0,486,1,1,83
94493,-851.0,1000,0,0,149
94494,-842.0,1000,0,0,158
94495,-584.0,723,0,1,118
94496,-790.0,968,0,1,157
94497,-851.0,1000,0,0,149
94498,-160.0,221,0,1,40
94499,-456.0,575,0,1,98
94500,-358.0,446,0,1,67
94501,-367.0,465,0,1,77
94502,-485.0,598,0,1,92
94503,-458.0,570,0,1,91
94504,-846.0,1000,0,0,154
94505,-351.0,457,0,1,85
94506,-311.0,410,0,1,78
94507,-315.0,404,0,1,68
94508,-855.0,1000,0,0,145
94509,-787.0,962,0,1,154
94510,-493.0,618,0,1,104
94511,-208.0,275,0,1,46
94512,-473.0,598,0,1,104
94513,-778.0,958,0,1,159
94514,-776.0,943,0,1,146
94515,-364.0,474,0,1,89
94516,-817.0,1000,0,1,162
94517,-280.0,369,0,1,68
94518,-321.0,415,0,1,73
94519,-844.0,1000,0,0,156
94520,-220.0,307,0,1,66
94521,-385.0,491,0,1,85
94522,-452.0,567,0,1,94
94523,-429.0,523,0,1,73
94524,-697.0,851,0,1,133
94525,-845.0,1000,0,0,155
94526,-815.0,1000,0,0,185
94527,-160.0,224,0,1,43
94528,-733.0,879,0,1,125
94529,-855.0,1000,0,0,145
94530,-583.0,680,0,1,76
94531,-136.0,196,0,1,39
94532,-381.0,477,0,1,75
94533,-454.0,570,0,1,95
94534,-378.0,479,1,1,89
94535,-488.0,599,0,1,90
94536,-330.0,432,0,1,81
94537,-446.0,570,0,1,103
94538,-192.0,266,0,1,53
94539,-420.0,524,0,1,83
94540,-808.0,987,1,1,167
94541,-608.0,749,0,1,120
94542,-311.0,403,0,1,71
94543,-797.0,982,0,1,164
94544,-699.0,854,0,1,134
94545,-484.0,603,0,1,98
94546,-854.0,1000,0,0,146
94547,-192.0,265,0,1,52
94548,-791.0,971,0,1,159
94549,-373.0,462,0,1,68
94550,-841.0,1000,0,0,159
94551,-835.0,1000,0,0,165
94552,-809.0,983,0,1,153
94553,-357.0,443,0,1,65
94554,-378.0,490,0,1,91
94555,-458.0,578,0,1,99
94556,-858.0,1000,0,0,142
94557,-852.0,1000,0,0,148
94558,-856.0,1000,1,0,153
94559,-423.0,530,0,1,86
94560,-841.0,1000,0,0,159
94561,-854.0,1000,0,0,146
94562,-383.0,484,0,1,80
94563,-148.0,203,0,1,34
94564,-333.0,434,0,1,80
94565,-311.0,397,0,1,65
94566,-632.0,785,0,1,132
94567,-316.0,423,0,1,86
94568,-456.0,570,0,1,93
94569,-740.0,917,0,1,156
94570,-533.0,670,0,1,116
94571,-851.0,1000,1,0,158
94572,-298.0,381,0,1,62
94573,-150.0,199,0,1,28
94574,-428.0,542,0,1,93
94575,-840.0,1000,0,0,160
94576,-857.0,1000,0,0,143
94577,-709.0,882,0,1,152
94578,-326.0,425,0,1,78
94579,-369.0,484,0,1,94
94580,-257.0,335,0,1,57
94581,-840.0,1000,0,0,160
94582,-328.0,437,0,1,88
94583,-682.0,859,0,1,156
94584,-423.0,550,0,1,106
94585,-281.0,360,0,1,58
94586,-848.0,1000,1,0,161
94587,-838.0,1000,0,0,162
94588,-339.0,433,0,1,73
94589,-311.0,411,0,1,79
94590,-848.0,1000,0,0,152
94591,-592.0,725,0,1,112
94592,-345.0,432,1,1,75
94593,-385.0,495,0,1,89
94594,-409.0,519,0,1,89
94595,-679.0,839,0,1,139
94596,-474.0,591,0,1,96
94597,-331.0,429,0,1,77
94598,-403.0,520,0,1,96
94599,-441.0,568,0,1,106
94600,-832.0,1000,0,0,168
94601,-841.0,1000,0,0,159
94602,-335.0,424,0,1,68
94603,-845.0,1000,0,0,155
94604,-850.0,1000,0,0,150
94605,-613.0,748,0,1,114
94606,-465.0,586,0,1,100
94607,-372.0,483,0,1,90
94608,-500.0,614,0,1,93
94609,-851.0,1000,0,0,149
94610,-457.0,559,0,1,81
94611,-445.0,564,0,1,98
94612,-446.0,557,0,1,90
94613,-438.0,559,0,1,100
94614,-306.0,395,0,1,68
94615,-367.0,465,0,1,77
94616,-419.0,533,0,1,93
94617,-401.0,515,0,1,93
94618,-343.0,446,0,1,82
94619,-858.0,1000,0,0,142
94620,-845.0,1000,0,0,155
94621,-135.0,190,0,1,34
94622,-843.0,1000,0,0,157
94623,-449.0,565,0,1,95
94624,-408.0,515,0,1,86
94625,-505.0,626,0,1,100
94626,-347.0,456,0,1,88
94627,-837.0,1000,0,0,163
94628,-262.0,345,0,1,62
94629,-787.0,971,0,1,163
94630,-848.0,1000,0,0,152
94631,-565.0,710,0,1,124
94632,-846.0,1000,0,0,154
94633,-862.0,1000,1,0,147
94634,-318.0,404,0,1,65
94635,-293.0,377,0,1,63
94636,-419.0,511,1,1,80
94637,-384.0,480,0,1,75
94638,-415.0,532,0,1,96
94639,-857.0,1000,0,0,143
94640,-829.0,1000,0,1,150
94641,-835.0,1000,0,0,165
94642,-258.0,336,0,1,57
94643,-847.0,1000,0,0,153
94644,-366.0,477,0,1,90
94645,-448.0,546,0,1,77
94646,-470.0,593,0,1,102
94647,-340.0,448,0,1,87
94648,-701.0,863,0,1,141
94649,-854.0,1000,0,0,146
94650,-303.0,401,0,1,77
94651,-344.0,438,0,1,73
94652,-836.0,1000,0,0,164
94653,-848.0,1000,0,0,152
94654,-378.0,487,0,1,88
94655,-840.0,1000,0,0,160
94656,-306.0,413,0,1,86
94657,-364.0,470,0,1,85
94658,-335.0,421,0,1,65
94659,-472.0,601,0,1,108
94660,-839.0,1000,0,0,161
94661,-276.0,357,0,1,60
94662,-291.0,372,0,1,60
94663,-872.0,1000,0,0,128
94664,-520.0,638,0,1,97
94665,-433.0,547,0,1,93
94666,-842.0,1000,0,0,158
94667,-435.0,556,0,1,100
94668,-412.0,522,0,1,89
94669,-402.0,503,0,1,80
94670,-741.0,917,0,1,155
94671,-648.0,772,0,1,103
94672,-852.0,1000,0,0,148
94673,-592.0,727,0,1,114
94674,-581.0,726,0,1,124
94675,-281.0,374,0,1,72
94676,-273.0,364,0,1,70
94677,-850.0,1000,0,0,150
94678,-856.0,1000,0,0,144
94679,-436.0,550,0,1,93
94680,-418.0,527,0,1,88
94681,-477.0,589,0,1,91
94682,-410.0,518,0,1,87
94683,-856.0,1000,0,0,144
94684,-439.0,559,0,1,99
94685,-850.0,1000,0,0,150
94686,-202.0,270,0,1,47
94687,-470.0,582,0,1,91
94688,-864.0,1000,0,0,136
94689,-223.0,297,0,1,53
94690,-104.0,154,0,1,29
94691,-753.0,930,0,1,156
94692,-843.0,1000,0,0,157
94693,-466.0,579,0,1,92
94694,-334.0,418,1,1,72
94695,-350.0,428,0,1,57
94696,-162.0,222,0,1,39
94697,-462.0,581,0,1,98
94698,-560.0,695,0,1,114
94699,-282.0,372,0,1,69
94700,-737.0,901,0,1,143
94701,-854.0,1000,0,0,146
94702,-842.0,1000,0,0,158
94703,-746.0,919,0,1,152
94704,-257.0,348,0,1,70
94705,-409.0,530,0,1,100
94706,-307.0,393,0,1,65
94707,-846.0,1000,0,0,154
94708,-699.0,873,0,1,153
94709,-563.0,692,0,1,108
94710,-794.0,988,0,1,173
94711,-360.0,452,0,1,71
94712,-340.0,423,0,1,62
94713,-857.0,1000,0,0,143
94714,-813.0,1000,0,0,187
94715,-429.0,552,0,1,102
94716,-237.0,321,0,1,63
94717,-840.0,1000,0,0,160
94718,-218.0,293,0,1,54
94719,-150.0,200,0,1,29
94720,-459.0,571,0,1,91
94721,-610.0,712,1,1,90
94722,-413.0,523,0,1,89
94723,-520.0,652,0,1,111
94724,-405.0,517,0,1,91
94725,-331.0,421,0,1,69
94726,-515.0,633,1,1,106
94727,-406.0,503,0,1,76
94728,-288.0,383,0,1,74
94729,-609.0,727,0,1,97
94730,-854.0,1000,0,0,146
94731,-667.0,832,0,1,144
94732,-201.0,274,0,1,52
94733,-252.0,335,0,1,62
94734,-366.0,456,0,1,69
94735,-694.0,866,0,1,151
94736,-494.0,620,0,1,105
94737,-441.0,559,0,1,97
94738,-759.0,930,0,1,150
94739,-471.0,587,0,1,95
94740,-89.0,134,0,1,24
94741,-856.0,1000,0,0,144
94742,-384.0,489,0,1,84
94743,-328.0,410,0,1,61
94744,-411.0,522,0,1,90
94745,-252.0,328,0,1,55
94746,-221.0,291,0,1,49
94747,-281.0,373,0,1,71
94748,-370.0,477,0,1,86
94749,-247.0,337,0,1,69
94750,-318.0,413,0,1,74
94751,-852.0,1000,0,0,148
94752,-853.0,1000,0,0,147
94753,-303.0,402,0,1,78
94754,-631.0,800,0,1,148
94755,-311.0,394,0,1,62
94756,-857.0,1000,0,0,143
94757,-520.0,645,0,1,104
94758,-426.0,528,0,1,81
94759,-433.0,541,0,1,87
94760,-216.0,292,0,1,55
94761,-775.0,959,0,1,163
94762,-327.0,419,0,1,71
94763,-306.0,397,0,1,70
94764,-779.0,950,0,1,150
94765,-835.0,1000,0,0,165
94766,-506.0,622,1,1,104
94767,-434.0,545,0,1,90
94768,-331.0,441,0,1,89
94769,-383.0,480,0,1,76
94770,-359.0,456,0,1,76
94771,-792.0,986,0,1,173
94772,-454.0,577,0,1,102
94773,-867.0,1000,0,0,133
94774,-346.0,454,0,1,87
94775,-452.0,567,0,1,94
94776,-449.0,566,0,1,96
94777,-846.0,1000,0,0,154
94778,-232.0,310,0,1,57
94779,-290.0,371,0,1,60
94780,-624.0,785,0,1,140
94781,-787.0,955,0,1,147
94782,-127.0,184,0,1,36
94783,-707.0,879,0,1,151
94784,-864.0,1000,0,0,136
94785,-785.0,968,0,1,162
94786,-818.0,991,1,1,161
94787,-611.0,731,0,1,99
94788,-844.0,1000,0,0,156
94789,-374.0,488,0,1,93
94790,-856.0,1000,0,0,144
94791,-425.0,536,0,1,90
94792,-775.0,940,0,1,144
94793,-754.0,924,0,1,149
94794,-217.0,284,0,1,46
94795,-500.0,626,0,1,105
94796,-514.0,632,0,1,97
94797,-842.0,1000,0,0,158
94798,-849.0,1000,0,0,151
94799,-341.0,441,0,1,79
94800,-736.0,907,0,1,150
94801,-364.0,455,0,1,70
94802,-845.0,1000,1,0,164
94803,-387.0,492,0,1,84
94804,-851.0,1000,0,0,149
94805,-820.0,993,0,1,152
94806,-636.0,794,0,1,137
94807,-440.0,549,0,1,88
94808,-421.0,530,0,1,88
94809,-164.0,229,0,1,44
94810,-171.0,230,0,1,38
94811,-601.0,706,0,1,84
94812,-394.0,505,0,1,90
94813,-792.0,964,1,1,160
94814,-784.0,961,0,1,156
94815,-602.0,756,0,1,133
94816,-361.0,456,0,1,74
94817,-217.0,280,0,1,42
94818,-846.0,1000,0,0,154
94819,-508.0,612,0,1,83
94820,-844.0,1000,1,0,165
94821,-279.0,359,0,1,59
94822,-335.0,432,0,1,76
94823,-848.0,1000,0,0,152
94824,-826.0,1000,0,0,174
94825,-489.0,616,1,1,115
94826,-347.0,456,0,1,88
94827,-382.0,489,0,1,86
94828,-314.0,406,0,1,71
94829,-500.0,646,0,1,125
94830,-370.0,458,0,1,67
94831,-248.0,336,0,1,67
94832,-648.0,780,0,1,111
94833,-243.0,315,0,1,51
94834,-429.0,548,0,1,98
94835,-860.0,1000,0,0,140
94836,-494.0,615,0,1,100
94837,-832.0,1000,0,0,168
94838,-497.0,599,0,1,81
94839,-243.0,319,0,1,55
94840,-358.0,460,0,1,81
94841,-474.0,594,0,1,99
94842,-793.0,977,0,1,163
94843,-621.0,775,0,1,133
94844,-794.0,974,0,1,159
94845,-822.0,989,0,1,146
94846,-527.0,658,0,1,110
94847,-215.0,286,0,1,50
94848,-660.0,819,0,1,138
94849,-397.0,491,0,1,73
94850,-455.0,568,0,1,92
94851,-452.0,573,0,1,100
94852,-509.0,636,0,1,106
94853,-862.0,1000,0,0,138
94854,-853.0,1000,0,0,147
94855,-468.0,584,0,1,95
94856,-630.0,798,0,1,147
94857,-388.0,507,0,1,98
94858,-218.0,291,0,1,52
94859,-422.0,514,0,1,71
94860,-851.0,1000,1,0,158
94861,-154.0,223,0,1,48
94862,-845.0,1000,0,0,155
94863,-854.0,1000,0,0,146
94864,-177.0,245,0,1,47
94865,-823.0,1000,0,0,177
94866,-781.0,958,0,1,156
94867,-361.0,452,0,1,70
94868,-608.0,730,0,1,101
94869,-847.0,1000,0,0,153
94870,-785.0,947,0,1,141
94871,-846.0,1000,0,0,154
94872,-842.0,1000,0,0,158
94873,-723.0,897,0,1,153
94874,-449.0,572,0,1,102
94875,-713.0,881,0,1,147
94876,-150.0,209,0,1,38
94877,-606.0,748,0,1,121
94878,-278.0,364,0,1,65
94879,-442.0,550,0,1,87
94880,-459.0,569,0,1,89
94881,-412.0,508,0,1,75
94882,-128.0,186,0,1,37
94883,-51.0,86,0,1,14
94884,-185.0,256,0,1,50
94885,-411.0,505,0,1,73
94886,-741.0,912,0,1,150
94887,-844.0,1000,0,0,156
94888,-215.0,285,0,1,49
94889,-448.0,558,0,1,89
94890,-861.0,1000,0,0,139
94891,-94.0,145,0,1,30
94892,-778.0,948,0,1,149
94893,-836.0,993,0,1,136
94894,-462.0,569,0,1,86
94895,-174.0,239,0,1,44
94896,-502.0,621,0,1,98
94897,-231.0,305,0,1,53
94898,-753.0,923,0,1,149
94899,-865.0,1000,1,0,144
94900,-756.0,939,0,1,162
94901,-799.0,986,0,1,166
94902,-490.0,621,0,1,110
94903,-859.0,1000,0,0,141
94904,-844.0,1000,0,0,156
94905,-846.0,1000,0,0,154
94906,-771.0,950,0,1,158
94907,-589.0,712,0,1,102
94908,-713.0,875,0,1,141
94909,-617.0,772,0,1,134
94910,-539.0,683,0,1,123
94911,-853.0,1000,0,0,147
94912,-334.0,426,0,1,71
94913,-715.0,872,0,1,136
94914,-508.0,637,0,1,108
94915,-236.0,321,0,1,64
94916,-236.0,304,0,1,47
94917,-295.0,376,0,1,60
94918,-673.0,816,0,1,122
94919,-862.0,1000,1,0,147
94920,-322.0,417,0,1,74
94921,-186.0,258,0,1,51
94922,-302.0,401,0,1,78
94923,-861.0,1000,0,0,139
94924,-866.0,1000,1,0,143
94925,-651.0,795,0,1,123
94926,-850.0,1000,0,0,150
94927,-805.0,979,0,1,153
94928,-501.0,608,0,1,86
94929,-262.0,350,0,1,67
94930,-89.0,136,0,1,26
94931,-189.0,256,0,1,46
94932,-486.0,597,0,1,90
94933,-374.0,478,0,1,83
94934,-808.0,991,0,1,162
94935,-255.0,335,0,1,59
94936,-668.0,831,0,1,142
94937,-203.0,276,0,1,52
94938,-454.0,564,0,1,89
94939,-337.0,447,0,1,89
94940,-815.0,991,1,1,164
94941,-841.0,1000,1,0,168
94942,-772.0,955,0,1,162
94943,-675.0,847,0,1,151
94944,-335.0,455,0,1,99
94945,-447.0,554,0,1,86
94946,-369.0,474,0,1,84
94947,-460.0,586,0,1,105
94948,-341.0,423,0,1,61
94949,-675.0,852,0,1,156
94950,-848.0,1000,0,0,152
94951,-857.0,1000,1,0,152
94952,-290.0,384,0,1,73
94953,-815.0,947,2,1,129
94954,-371.0,471,0,1,79
94955,-497.0,626,0,1,108
94956,-700.0,867,0,1,146
94957,-834.0,1000,0,0,166
94958,-421.0,534,0,1,92
94959,-569.0,696,0,1,106
94960,-350.0,458,0,1,87
94961,-142.0,197,0,1,34
94962,-221.0,302,0,1,60
94963,-410.0,525,0,1,94
94964,-336.0,429,0,1,72
94965,-291.0,374,0,1,62
94966,-712.0,879,0,1,146
94967,-465.0,578,0,1,92
94968,-855.0,1000,0,0,145
94969,-813.0,983,1,1,158
94970,-698.0,854,0,1,135
94971,-839.0,1000,0,0,161
94972,-235.0,295,1,1,48
94973,-841.0,1000,0,0,159
94974,-836.0,1000,0,0,164
94975,-704.0,874,0,1,149
94976,-402.0,493,0,1,70
94977,-252.0,339,0,1,66
94978,-399.0,509,0,1,89
94979,-349.0,434,0,1,64
94980,-319.0,435,0,1,95
94981,-789.0,968,1,1,167
94982,-476.0,597,0,1,100
94983,-850.0,1000,0,0,150
94984,-476.0,588,0,1,91
94985,-639.0,792,0,1,132
94986,-135.0,195,0,1,39
94987,-489.0,614,0,1,104
94988,-850.0,1000,0,0,150
94989,-480.0,597,0,1,96
94990,-335.0,436,0,1,80
94991,-411.0,505,0,1,73
94992,-834.0,1000,0,0,166
94993,-839.0,1000,0,0,161
94994,-388.0,482,0,1,73
94995,-348.0,431,0,1,62
94996,-704.0,867,0,1,142
94997,-491.0,614,0,1,102
94998,-500.0,631,0,1,110
94999,-152.0,211,0,1,38
95000,-850.0,1000,0,0,150
95001,-367.0,471,0,1,83
95002,-809.0,955,0,1,125
95003,-483.0,594,0,1,90
95004,-568.0,710,0,1,121
95005,-238.0,323,0,1,64
95006,-469.0,584,0,1,94
95007,-499.0,610,1,1,99
95008,-287.0,373,0,1,65
95009,-749.0,922,0,1,152
95010,-200.0,274,0,1,53
95011,-123.0,179,0,1,35
95012,-823.0,993,1,1,158
95013,-762.0,910,2,1,145
95014,-464.0,586,0,1,101
95015,-388.0,499,0,1,90
95016,-462.0,581,0,1,98
95017,-708.0,882,0,1,153
95018,-280.0,364,0,1,63
95019,-398.0,492,0,1,73
95020,-295.0,382,0,1,66
95021,-500.0,637,0,1,116
95022,-839.0,1000,0,0,161
95023,-358.0,460,0,1,81
95024,-489.0,611,0,1,101
95025,-550.0,683,0,1,112
95026,-850.0,1000,1,0,159
95027,-321.0,408,0,1,66
95028,-857.0,1000,0,0,143
95029,-848.0,1000,0,0,152
95030,-491.0,609,0,1,97
95031,-600.0,741,0,1,120
95032,-669.0,816,0,1,126
95033,-477.0,596,0,1,98
95034,-724.0,897,0,1,152
95035,-795.0,979,0,1,163
95036,-850.0,1000,0,0,150
95037,-821.0,990,0,1,148
95038,-521.0,646,0,1,104
95039,-819.0,1000,0,0,181
95040,-790.0,974,0,1,163
95041,-514.0,629,2,1,112
95042,-349.0,453,0,1,83
95043,-410.0,523,0,1,92
95044,-847.0,1000,0,0,153
95045,-859.0,1000,1,0,150
95046,-858.0,1000,1,0,151
95047,-861.0,1000,0,0,139
95048,-865.0,1000,0,0,135
95049,-172.0,245,0,1,52
95050,-280.0,361,0,1,60
95051,-367.0,463,0,1,75
95052,-312.0,417,0,1,84
95053,-854.0,1000,1,0,155
95054,-841.0,1000,0,0,159
95055,-542.0,665,0,1,102
95056,-424.0,526,0,1,81
95057,-383.0,491,0,1,87
95058,-758.0,936,0,1,157
95059,-200.0,272,0,1,51
95060,-864.0,1000,1,0,145
95061,-307.0,404,0,1,76
95062,-450.0,546,0,1,75
95063,-284.0,379,0,1,74
95064,-837.0,1000,0,0,163
95065,-667.0,826,1,1,147
95066,-863.0,1000,0,0,137
95067,-299.0,380,0,1,60
95068,-781.0,953,0,1,151
95069,-842.0,1000,0,0,158
95070,-760.0,936,0,1,155
95071,-635.0,788,0,1,132
95072,-853.0,1000,0,0,147
95073,-627.0,788,0,1,140
95074,-295.0,393,0,1,77
95075,-838.0,1000,0,0,162
95076,-315.0,422,0,1,86
95077,-360.0,470,0,1,89
95078,-321.0,420,0,1,78
95079,-96.0,145,0,1,28
95080,-321.0,415,0,1,73
95081,-390.0,476,0,1,65
95082,-841.0,1000,0,0,159
95083,-242.0,333,0,1,70
95084,-391.0,488,0,1,76
95085,-441.0,536,0,1,74
95086,-440.0,548,0,1,87
95087,-245.0,318,0,1,52
95088,-446.0,533,0,1,66
95089,-500.0,619,0,1,98
95090,-509.0,632,0,1,102
95091,-789.0,976,0,1,166
95092,-848.0,1000,0,0,152
95093,-841.0,1000,0,0,159
95094,-806.0,978,0,1,151
95095,-771.0,942,0,1,150
95096,-425.0,554,0,1,108
95097,-826.0,1000,0,0,174
95098,-806.0,977,0,1,150
95099,-388.0,504,0,1,95
95100,-850.0,1000,0,0,150
95101,-679.0,840,0,1,140
95102,-840.0,1000,0,0,160
