Episode,TotalReward,Steps,Drop,Delivered,Rollbacks
21592,-624.0,751,0,1,106
21593,-857.0,1000,0,0,143
21594,-867.0,1000,0,0,133
21595,-420.0,528,0,1,87
21596,-193.0,262,0,1,48
21597,-694.0,875,0,1,160
21598,-856.0,1000,0,0,144
21599,-416.0,529,0,1,92
21600,-249.0,328,0,1,58
21601,-399.0,491,0,1,71
21602,-854.0,1000,0,0,146
21603,-569.0,714,0,1,124
21604,-453.0,569,0,1,95
21605,-392.0,502,0,1,89
21606,-461.0,562,0,1,80
21607,-322.0,424,0,1,81
21608,-561.0,659,2,1,95
21609,-839.0,1000,0,0,161
21610,-843.0,1000,0,0,157
21611,-795.0,978,0,1,162
21612,-685.0,856,0,1,150
21613,-286.0,370,0,1,63
21614,-416.0,528,0,1,91
21615,-752.0,925,0,1,152
21616,-259.0,345,0,1,65
21617,-195.0,260,0,1,44
21618,-338.0,443,0,1,84
21619,-853.0,1000,0,0,147
21620,-447.0,544,0,1,76
21621,-416.0,540,0,1,103
21622,-843.0,1000,0,0,157
21623,-847.0,1000,1,0,162
21624,-660.0,817,0,1,136
21625,-843.0,1000,0,0,157
21626,-358.0,459,0,1,80
21627,-852.0,1000,0,0,148
21628,-780.0,964,0,1,163
21629,-813.0,1000,0,0,187
21630,-350.0,448,0,1,77
21631,-696.0,851,0,1,134
21632,-304.0,396,0,1,71
21633,-425.0,535,0,1,89
21634,-526.0,661,0,1,114
21635,-849.0,1000,0,0,151
21636,-655.0,818,0,1,142
21637,-853.0,1000,0,0,147
21638,-281.0,365,0,1,63
21639,-389.0,498,0,1,88
21640,-851.0,1000,0,0,149
21641,-445.0,542,0,1,76
21642,-845.0,1000,0,0,155
21643,-840.0,1000,0,0,160
21644,-326.0,424,0,1,77
21645,-386.0,481,1,1,83
21646,-200.0,270,0,1,49
21647,-246.0,332,0,1,65
21648,-300.0,383,0,1,62
21649,-844.0,1000,0,0,156
21650,-660.0,812,0,1,131
21651,-857.0,1000,0,0,143
21652,-847.0,1000,0,0,153
21653,-284.0,378,0,1,73
21654,-167.0,225,0,1,37
21655,-437.0,537,1,1,88
21656,-344.0,447,0,1,82
21657,-853.0,1000,0,0,147
21658,-292.0,383,0,1,70
21659,-494.0,616,0,1,101
21660,-844.0,1000,0,0,156
21661,-373.0,484,0,1,90
21662,-391.0,493,0,1,81
21663,-465.0,569,0,1,83
21664,-842.0,1000,0,0,158
21665,-329.0,429,0,1,79
21666,-501.0,609,1,1,96
21667,-255.0,341,0,1,65
21668,-504.0,610,0,1,85
21669,-199.0,269,0,1,49
21670,-375.0,481,0,1,85
21671,-420.0,534,0,1,93
21672,-841.0,1000,0,0,159
21673,-438.0,529,0,1,70
21674,-655.0,826,0,1,150
21675,-360.0,473,0,1,92
21676,-730.0,902,0,1,151
21677,-251.0,335,0,1,63
21678,-328.0,425,0,1,76
21679,-803.0,980,0,1,156
21680,-788.0,967,0,1,158
21681,-855.0,1000,0,0,145
21682,-745.0,923,0,1,157
21683,-295.0,387,0,1,71
21684,-766.0,941,0,1,154
21685,-855.0,1000,1,0,154
21686,-794.0,973,0,1,158
21687,-671.0,836,0,1,144
21688,-670.0,830,0,1,139
21689,-350.0,456,0,1,85
21690,-664.0,815,0,1,130
21691,-740.0,904,0,1,143
21692,-348.0,464,0,1,95
21693,-843.0,1000,0,0,157
21694,-789.0,971,1,1,170
21695,-479.0,593,0,1,93
21696,-405.0,522,0,1,96
21697,-838.0,1000,0,0,162
21698,-311.0,406,0,1,74
21699,-524.0,644,0,1,99
21700,-840.0,1000,0,0,160
21701,-561.0,689,0,1,107
21702,-835.0,1000,0,0,165
21703,-407.0,538,0,1,110
21704,-519.0,631,0,1,91
21705,-372.0,480,0,1,87
21706,-454.0,560,0,1,85
21707,-217.0,293,0,1,55
21708,-498.0,586,2,1,85
21709,-797.0,985,0,1,167
21710,-842.0,1000,0,0,158
21711,-834.0,999,0,1,144
21712,-856.0,1000,0,0,144
21713,-228.0,308,0,1,59
21714,-289.0,370,0,1,60
21715,-856.0,1000,0,0,144
21716,-846.0,1000,0,0,154
21717,-698.0,875,0,1,156
21718,-292.0,380,0,1,67
21719,-400.0,506,0,1,85
21720,-319.0,403,0,1,63
21721,-412.0,527,0,1,94
21722,-337.0,443,0,1,85
21723,-782.0,951,0,1,148
21724,-274.0,355,0,1,60
21725,-303.0,384,0,1,60
21726,-384.0,496,0,1,91
21727,-409.0,491,0,1,61
21728,-351.0,444,0,1,72
21729,-459.0,574,0,1,94
21730,-375.0,454,0,1,58
21731,-494.0,625,0,1,110
21732,-776.0,953,0,1,156
21733,-852.0,1000,0,0,148
21734,-354.0,439,0,1,64
21735,-289.0,380,0,1,70
21736,-349.0,451,0,1,81
21737,-242.0,322,0,1,59
21738,-842.0,1000,0,0,158
21739,-244.0,331,0,1,66
21740,-355.0,428,1,1,61
21741,-799.0,987,0,1,167
21742,-266.0,359,0,1,72
21743,-487.0,610,0,1,102
21744,-862.0,1000,0,0,138
21745,-471.0,579,0,1,87
21746,-427.0,533,0,1,85
21747,-328.0,427,0,1,78
21748,-460.0,567,0,1,86
21749,-551.0,671,0,1,99
21750,-326.0,434,0,1,87
21751,-343.0,433,0,1,69
21752,-854.0,1000,0,0,146
21753,-752.0,935,0,1,162
21754,-634.0,768,0,1,113
21755,-813.0,991,0,1,157
21756,-808.0,962,0,1,133
21757,-770.0,938,0,1,147
21758,-358.0,449,0,1,70
21759,-520.0,642,0,1,101
21760,-720.0,898,0,1,157
21761,-261.0,353,0,1,71
21762,-425.0,533,0,1,87
21763,-846.0,1000,0,0,154
21764,-416.0,513,0,1,76
21765,-502.0,628,0,1,105
21766,-151.0,215,0,1,43
21767,-469.0,586,0,1,96
21768,-847.0,1000,0,0,153
21769,-845.0,1000,0,0,155
21770,-350.0,446,0,1,75
21771,-846.0,1000,1,0,163
21772,-848.0,1000,0,0,152
21773,-836.0,1000,0,0,164
21774,-288.0,374,0,1,65
21775,-403.0,521,0,1,97
21776,-612.0,756,0,1,123
21777,-857.0,1000,1,0,152
21778,-845.0,1000,0,0,155
21779,-659.0,803,0,1,123
21780,-412.0,512,0,1,79
21781,-668.0,834,0,1,145
21782,-858.0,1000,1,0,151
21783,-719.0,891,0,1,151
21784,-652.0,808,0,1,135
21785,-300.0,382,0,1,61
21786,-832.0,1000,0,0,168
21787,-820.0,1000,0,0,180
21788,-243.0,329,0,1,65
21789,-517.0,634,0,1,96
21790,-844.0,1000,0,0,156
21791,-537.0,669,0,1,111
21792,-661.0,806,0,1,124
21793,-371.0,474,0,1,82
21794,-771.0,939,0,1,147
21795,-533.0,664,0,1,110
21796,-837.0,1000,0,0,163
21797,-308.0,392,0,1,63
21798,-208.0,281,0,1,52
21799,-453.0,572,0,1,98
21800,-363.0,454,0,1,70
21801,-664.0,823,0,1,138
21802,-279.0,364,0,1,64
21803,-640.0,779,0,1,118
21804,-423.0,548,0,1,104
21805,-416.0,517,0,1,80
21806,-333.0,422,0,1,68
21807,-389.0,484,0,1,74
21808,-815.0,987,0,1,151
21809,-354.0,449,0,1,74
21810,-794.0,971,0,1,156
21811,-379.0,469,0,1,69
21812,-179.0,245,0,1,45
21813,-844.0,1000,0,0,156
21814,-850.0,1000,0,0,150
21815,-586.0,723,0,1,116
21816,-608.0,744,0,1,115
21817,-742.0,905,1,1,151
21818,-284.0,369,0,1,64
21819,-563.0,670,0,1,86
21820,-841.0,1000,0,0,159
21821,-385.0,498,0,1,92
21822,-485.0,593,0,1,87
21823,-603.0,717,2,1,111
21824,-375.0,483,0,1,87
21825,-276.0,361,0,1,64
21826,-581.0,726,0,1,124
21827,-347.0,432,0,1,64
21828,-672.0,801,0,1,108
21829,-383.0,490,0,1,86
21830,-374.0,468,0,1,73
21831,-480.0,588,0,1,87
21832,-367.0,467,0,1,79
21833,-370.0,487,0,1,96
21834,-488.0,608,0,1,99
21835,-844.0,1000,0,0,156
21836,-247.0,328,0,1,60
21837,-250.0,333,0,1,62
21838,-765.0,947,0,1,161
21839,-274.0,357,0,1,62
21840,-298.0,390,0,1,71
21841,-762.0,932,1,1,158
21842,-292.0,399,0,1,86
21843,-713.0,882,1,1,157
21844,-841.0,1000,0,0,159
21845,-336.0,426,0,1,69
21846,-360.0,457,0,1,76
21847,-481.0,607,0,1,105
21848,-781.0,944,1,1,151
21849,-389.0,502,0,1,92
21850,-674.0,835,0,1,140
21851,-841.0,1000,0,0,159
21852,-401.0,505,0,1,83
21853,-329.0,430,0,1,80
21854,-846.0,1000,0,0,154
21855,-147.0,203,0,1,35
21856,-386.0,488,0,1,81
21857,-674.0,828,0,1,133
21858,-422.0,531,0,1,88
21859,-395.0,511,0,1,95
21860,-320.0,413,0,1,72
21861,-377.0,467,0,1,69
21862,-469.0,583,0,1,93
21863,-333.0,416,0,1,62
21864,-353.0,463,0,1,89
21865,-328.0,423,0,1,74
21866,-457.0,556,0,1,78
21867,-840.0,1000,0,0,160
21868,-523.0,647,0,1,103
21869,-855.0,1000,1,0,154
21870,-619.0,761,0,1,121
21871,-366.0,482,0,1,95
21872,-399.0,518,0,1,98
21873,-765.0,939,0,1,153
21874,-302.0,391,0,1,68
21875,-757.0,937,0,1,159
21876,-363.0,463,0,1,79
21877,-844.0,1000,0,0,156
21878,-806.0,965,0,1,138
21879,-499.0,627,0,1,107
21880,-865.0,1000,0,0,135
21881,-462.0,573,0,1,90
21882,-336.0,428,0,1,71
21883,-849.0,1000,0,0,151
21884,-507.0,637,0,1,109
21885,-493.0,597,0,1,83
21886,-565.0,690,0,1,104
21887,-775.0,961,0,1,165
21888,-400.0,510,0,1,89
21889,-516.0,636,0,1,99
21890,-265.0,348,0,1,62
21891,-824.0,1000,0,0,176
21892,-410.0,520,0,1,89
21893,-837.0,1000,0,0,163
21894,-752.0,932,0,1,159
21895,-701.0,865,0,1,143
21896,-834.0,1000,0,0,166
21897,-498.0,610,0,1,91
21898,-847.0,1000,0,0,153
21899,-730.0,902,0,1,151
21900,-372.0,477,0,1,84
21901,-285.0,373,0,1,67
21902,-465.0,578,0,1,92
21903,-775.0,928,1,1,141
21904,-396.0,511,0,1,94
21905,-376.0,482,0,1,85
21906,-544.0,687,0,1,122
21907,-224.0,306,0,1,61
21908,-537.0,641,1,1,92
21909,-864.0,1000,1,0,145
21910,-849.0,1000,0,0,151
21911,-565.0,707,0,1,121
21912,-838.0,1000,0,0,162
21913,-203.0,267,0,1,43
21914,-582.0,721,0,1,118
21915,-551.0,654,1,1,91
21916,-446.0,563,0,1,96
21917,-327.0,432,0,1,84
21918,-773.0,959,0,1,165
21919,-445.0,565,0,1,99
21920,-285.0,369,0,1,63
21921,-142.0,191,0,1,28
21922,-439.0,557,0,1,97
21923,-248.0,341,0,1,72
21924,-481.0,609,0,1,107
21925,-495.0,589,0,1,73
21926,-840.0,1000,0,0,160
21927,-176.0,234,0,1,37
21928,-294.0,390,0,1,75
21929,-421.0,547,0,1,105
21930,-295.0,382,0,1,66
21931,-774.0,954,0,1,159
21932,-454.0,570,0,1,95
21933,-419.0,541,0,1,101
21934,-734.0,904,0,1,149
21935,-846.0,1000,0,0,154
21936,-289.0,370,0,1,60
21937,-847.0,1000,0,0,153
21938,-863.0,1000,0,0,137
21939,-678.0,813,0,1,114
21940,-425.0,532,0,1,86
21941,-779.0,946,0,1,146
21942,-339.0,426,0,1,66
21943,-376.0,473,0,1,76
21944,-842.0,1000,0,0,158
21945,-434.0,564,0,1,109
21946,-847.0,1000,0,0,153
21947,-381.0,477,0,1,75
21948,-457.0,591,0,1,113
21949,-368.0,477,0,1,88
21950,-738.0,911,0,1,152
21951,-227.0,305,0,1,57
21952,-845.0,1000,0,0,155
21953,-489.0,603,0,1,93
21954,-703.0,867,0,1,143
21955,-834.0,1000,0,0,166
21956,-854.0,1000,0,0,146
21957,-318.0,421,0,1,82
21958,-348.0,450,0,1,81
21959,-400.0,500,0,1,79
21960,-279.0,369,0,1,69
21961,-823.0,1000,0,0,177
21962,-269.0,360,0,1,70
21963,-321.0,422,0,1,80
21964,-411.0,533,0,1,101
21965,-842.0,1000,0,0,158
21966,-328.0,417,0,1,68
21967,-793.0,964,0,1,150
21968,-258.0,346,0,1,67
21969,-858.0,1000,1,0,151
21970,-720.0,887,0,1,146
21971,-748.0,919,0,1,150
21972,-392.0,496,0,1,83
21973,-730.0,873,0,1,122
21974,-845.0,1000,0,0,155
21975,-845.0,1000,0,0,155
21976,-769.0,947,0,1,157
21977,-852.0,1000,0,0,148
21978,-704.0,869,0,1,144
21979,-632.0,784,0,1,131
21980,-836.0,1000,0,0,164
21981,-319.0,412,0,1,72
21982,-339.0,446,0,1,86
21983,-855.0,1000,0,0,145
21984,-701.0,862,0,1,140
21985,-389.0,507,0,1,97
21986,-305.0,392,0,1,66
21987,-762.0,937,0,1,154
21988,-587.0,730,0,1,122
21989,-738.0,908,0,1,149
21990,-833.0,1000,0,0,167
21991,-857.0,1000,0,0,143
21992,-510.0,629,0,1,98
21993,-206.0,277,0,1,50
21994,-597.0,729,1,1,120
21995,-90.0,125,0,1,14
21996,-459.0,569,0,1,89
21997,-344.0,446,0,1,81
21998,-856.0,1000,0,0,144
21999,-836.0,1000,0,0,164
22000,-674.0,818,0,1,123
22001,-848.0,1000,0,0,152
22002,-821.0,1000,0,0,179
22003,-603.0,765,0,1,141
22004,-790.0,968,0,1,157
22005,-280.0,379,0,1,78
22006,-579.0,727,0,1,127
22007,-846.0,1000,0,0,154
22008,-720.0,898,0,1,157
22009,-415.0,512,1,1,85
22010,-625.0,767,0,1,121
22011,-311.0,410,0,1,78
22012,-245.0,332,0,1,66
22013,-263.0,343,0,1,59
22014,-832.0,1000,0,0,168
22015,-147.0,203,0,1,35
22016,-445.0,565,0,1,99
22017,-844.0,1000,0,0,156
22018,-412.0,525,0,1,92
22019,-755.0,928,0,1,152
22020,-834.0,1000,0,0,166
22021,-845.0,1000,0,0,155
22022,-474.0,560,0,1,65
22023,-270.0,356,0,1,65
22024,-366.0,470,0,1,83
22025,-227.0,301,0,1,53
22026,-840.0,1000,0,0,160
22027,-289.0,376,0,1,66
22028,-389.0,509,0,1,99
22029,-495.0,607,0,1,91
22030,-434.0,541,0,1,86
22031,-481.0,590,0,1,88
22032,-767.0,952,0,1,164
22033,-848.0,1000,0,0,152
22034,-564.0,687,0,1,102
22035,-416.0,510,1,1,82
22036,-714.0,871,1,1,145
22037,-386.0,478,0,1,71
22038,-834.0,1000,0,0,166
22039,-321.0,412,0,1,70
22040,-714.0,882,0,1,147
22041,-154.0,214,0,1,39
22042,-376.0,466,0,1,69
22043,-311.0,401,0,1,69
22044,-410.0,505,0,1,74
22045,-859.0,1000,0,0,141
22046,-512.0,641,0,1,108
22047,-349.0,443,0,1,73
22048,-452.0,573,0,1,100
22049,-466.0,593,0,1,106
22050,-370.0,483,0,1,92
22051,-529.0,639,0,1,89
22052,-813.0,995,0,1,161
22053,-626.0,769,0,1,122
22054,-838.0,1000,0,0,162
22055,-844.0,1000,0,0,156
22056,-782.0,967,0,1,164
22057,-700.0,868,1,1,156
22058,-282.0,365,0,1,62
22059,-491.0,600,0,1,88
22060,-850.0,1000,0,0,150
22061,-656.0,791,0,1,114
22062,-837.0,1000,0,0,163
22063,-849.0,1000,0,0,151
22064,-758.0,927,0,1,148
22065,-427.0,526,0,1,78
22066,-221.0,298,0,1,56
22067,-747.0,921,0,1,153
22068,-350.0,467,0,1,96
22069,-402.0,506,0,1,83
22070,-292.0,383,0,1,70
22071,-383.0,472,0,1,68
22072,-321.0,415,0,1,73
22073,-775.0,949,0,1,153
22074,-706.0,867,0,1,140
22075,-375.0,482,0,1,86
22076,-459.0,587,0,1,107
22077,-300.0,390,0,1,69
22078,-174.0,241,0,1,46
22079,-838.0,1000,0,0,162
22080,-385.0,501,0,1,95
22081,-781.0,961,0,1,159
22082,-848.0,1000,0,0,152
22083,-463.0,595,0,1,111
22084,-233.0,314,0,1,60
22085,-861.0,1000,1,0,148
22086,-718.0,887,0,1,148
22087,-435.0,529,0,1,73
22088,-385.0,501,0,1,95
22089,-693.0,865,0,1,151
22090,-273.0,358,0,1,64
22091,-227.0,312,0,1,64
22092,-314.0,410,0,1,75
22093,-408.0,535,0,1,106
22094,-630.0,789,0,1,138
22095,-608.0,748,0,1,119
22096,-276.0,362,0,1,65
22097,-796.0,970,0,1,153
22098,-524.0,643,0,1,98
22099,-242.0,320,0,1,57
22100,-574.0,715,0,1,120
22101,-442.0,551,0,1,88
22102,-494.0,631,0,1,116
22103,-500.0,623,0,1,102
22104,-740.0,891,0,1,130
22105,-191.0,260,0,1,48
22106,-229.0,314,0,1,64
22107,-396.0,511,0,1,94
22108,-240.0,313,0,1,52
22109,-622.0,750,0,1,107
22110,-78.0,123,0,1,24
22111,-357.0,477,0,1,99
22112,-859.0,1000,0,0,141
22113,-346.0,449,0,1,82
22114,-408.0,504,0,1,75
22115,-754.0,914,0,1,139
22116,-768.0,945,0,1,156
22117,-786.0,962,0,1,155
22118,-683.0,850,0,1,146
22119,-454.0,574,0,1,99
22120,-838.0,1000,0,0,162
22121,-570.0,706,0,1,115
22122,-396.0,492,0,1,75
22123,-377.0,482,0,1,84
22124,-506.0,637,0,1,110
22125,-501.0,630,0,1,108
22126,-843.0,1000,0,0,157
22127,-363.0,474,0,1,90
22128,-313.0,409,0,1,75
22129,-319.0,400,0,1,60
22130,-861.0,1000,1,0,148
22131,-516.0,623,0,1,86
22132,-841.0,1000,0,0,159
22133,-857.0,1000,1,0,152
22134,-246.0,326,0,1,59
22135,-855.0,1000,0,0,145
22136,-854.0,1000,0,0,146
22137,-398.0,506,0,1,87
22138,-433.0,555,0,1,101
22139,-847.0,1000,0,0,153
22140,-816.0,987,0,1,150
22141,-778.0,952,0,1,153
22142,-299.0,394,0,1,74
22143,-852.0,1000,0,0,148
22144,-774.0,959,0,1,164
22145,-759.0,937,0,1,157
22146,-439.0,530,0,1,70
22147,-211.0,295,0,1,63
22148,-836.0,1000,0,0,164
22149,-850.0,1000,0,0,150
22150,-296.0,383,0,1,66
22151,-270.0,356,0,1,65
22152,-319.0,415,0,1,75
22153,-858.0,1000,0,0,142
22154,-354.0,455,0,1,80
22155,-816.0,1000,0,0,184
22156,-317.0,417,0,1,79
22157,-266.0,357,0,1,70
22158,-604.0,733,0,1,108
22159,-845.0,1000,0,0,155
22160,-404.0,511,0,1,86
22161,-398.0,501,0,1,82
22162,-844.0,1000,0,0,156
22163,-388.0,500,0,1,91
22164,-626.0,753,0,1,106
22165,-315.0,413,0,1,77
22166,-468.0,583,0,1,94
22167,-540.0,673,0,1,112
22168,-848.0,1000,0,0,152
22169,-399.0,509,0,1,89
22170,-568.0,719,0,1,130
22171,-459.0,567,0,1,87
22172,-709.0,880,0,1,150
22173,-448.0,564,0,1,95
22174,-593.0,741,0,1,127
22175,-455.0,561,0,1,85
22176,-849.0,1000,1,0,160
22177,-508.0,635,0,1,106
22178,-436.0,531,0,1,74
22179,-176.0,232,0,1,35
22180,-836.0,1000,0,0,164
22181,-311.0,409,0,1,77
22182,-473.0,577,0,1,83
22183,-843.0,1000,0,0,157
22184,-882.0,1000,2,0,136
22185,-275.0,375,0,1,79
22186,-869.0,1000,0,0,131
22187,-463.0,580,0,1,96
22188,-456.0,562,0,1,85
22189,-836.0,1000,0,0,164
22190,-859.0,1000,0,0,141
22191,-843.0,1000,0,0,157
22192,-563.0,706,0,1,122
22193,-850.0,1000,0,0,150
22194,-773.0,953,0,1,159
22195,-834.0,1000,0,0,166
22196,-400.0,502,0,1,81
22197,-839.0,1000,0,0,161
22198,-842.0,1000,0,0,158
22199,-563.0,700,0,1,116
22200,-338.0,431,0,1,72
22201,-200.0,267,0,1,46
22202,-625.0,763,0,1,117
22203,-831.0,1000,0,0,169
22204,-487.0,595,0,1,87
22205,-235.0,314,0,1,58
22206,-470.0,573,0,1,82
22207,-398.0,497,0,1,78
22208,-840.0,1000,0,0,160
22209,-357.0,454,0,1,76
22210,-240.0,320,1,1,68
22211,-473.0,571,0,1,77
22212,-692.0,851,0,1,138
22213,-417.0,533,0,1,95
22214,-835.0,1000,0,0,165
22215,-850.0,1000,0,0,150
22216,-841.0,1000,0,0,159
22217,-854.0,1000,0,0,146
22218,-635.0,775,1,1,128
22219,-412.0,518,0,1,85
22220,-844.0,1000,0,0,156
22221,-838.0,1000,0,0,162
22222,-846.0,1000,0,0,154
22223,-637.0,794,0,1,136
22224,-593.0,737,0,1,123
22225,-864.0,1000,1,0,145
22226,-433.0,539,0,1,85
22227,-424.0,520,0,1,75
22228,-281.0,382,0,1,80
22229,-793.0,972,0,1,158
22230,-844.0,1000,0,0,156
22231,-427.0,539,0,1,91
22232,-265.0,355,0,1,69
22233,-850.0,1000,1,0,159
22234,-308.0,399,0,1,70
22235,-401.0,516,0,1,94
22236,-446.0,558,1,1,100
22237,-790.0,973,0,1,162
22238,-849.0,1000,1,0,160
22239,-856.0,1000,0,0,144
22240,-446.0,532,0,1,65
22241,-284.0,371,0,1,66
22242,-768.0,938,1,1,158
22243,-716.0,872,0,1,135
22244,-403.0,512,0,1,88
22245,-850.0,1000,0,0,150
22246,-757.0,908,2,1,148
22247,-318.0,398,0,1,59
22248,-503.0,632,0,1,108
22249,-575.0,724,0,1,128
22250,-354.0,450,0,1,75
22251,-342.0,438,0,1,75
22252,-592.0,716,0,1,103
22253,-180.0,243,0,1,42
22254,-89.0,134,0,1,24
22255,-430.0,539,0,1,88
22256,-265.0,353,0,1,67
22257,-856.0,1000,0,0,144
22258,-406.0,521,0,1,94
22259,-854.0,1000,0,0,146
22260,-846.0,1000,0,0,154
22261,-867.0,1000,1,0,142
22262,-179.0,244,0,1,44
22263,-614.0,756,0,1,121
22264,-455.0,577,0,1,101
22265,-439.0,547,0,1,87
22266,-863.0,1000,0,0,137
22267,-339.0,443,0,1,83
22268,-752.0,929,0,1,156
22269,-223.0,303,0,1,59
22270,-719.0,890,0,1,150
22271,-405.0,519,0,1,93
22272,-840.0,1000,0,0,160
22273,-72.0,109,0,1,16
22274,-272.0,355,0,1,62
22275,-337.0,428,0,1,70
22276,-481.0,602,1,1,109
22277,-785.0,970,0,1,164
22278,-848.0,1000,0,0,152
22279,-271.0,346,0,1,54
22280,-219.0,291,0,1,51
22281,-837.0,1000,0,0,163
22282,-719.0,904,0,1,164
22283,-842.0,1000,0,0,158
22284,-868.0,1000,0,0,132
22285,-747.0,926,0,1,158
22286,-357.0,449,0,1,71
22287,-713.0,875,0,1,141
22288,-549.0,672,0,1,102
22289,-247.0,327,0,1,59
22290,-854.0,1000,0,0,146
22291,-248.0,327,0,1,58
22292,-427.0,527,0,1,79
22293,-538.0,673,0,1,114
22294,-714.0,862,0,1,127
22295,-450.0,556,0,1,85
22296,-309.0,408,0,1,78
22297,-398.0,504,0,1,85
22298,-186.0,252,0,1,45
22299,-407.0,506,0,1,78
22300,-348.0,439,0,1,70
22301,-78.0,117,0,1,18
22302,-857.0,1000,0,0,143
22303,-856.0,1000,0,0,144
22304,-839.0,1000,0,0,161
22305,-852.0,1000,0,0,148
22306,-408.0,517,0,1,88
22307,-844.0,1000,0,0,156
22308,-302.0,379,0,1,56
22309,-741.0,876,0,1,114
22310,-461.0,579,0,1,97
22311,-396.0,513,0,1,96
22312,-416.0,538,0,1,101
22313,-847.0,1000,0,0,153
22314,-748.0,923,0,1,154
22315,-853.0,1000,1,0,156
22316,-851.0,1000,0,0,149
22317,-268.0,359,0,1,70
22318,-344.0,458,0,1,93
22319,-295.0,378,0,1,62
22320,-298.0,380,1,1,70
22321,-864.0,1000,1,0,145
22322,-431.0,553,0,1,101
22323,-479.0,605,0,1,105
22324,-645.0,773,0,1,107
22325,-342.0,441,0,1,78
22326,-746.0,923,0,1,156
22327,-431.0,554,0,1,102
22328,-303.0,403,0,1,79
22329,-425.0,534,0,1,88
22330,-694.0,845,0,1,130
22331,-857.0,1000,0,0,143
22332,-539.0,668,1,1,117
22333,-536.0,660,0,1,103
22334,-305.0,395,0,1,69
22335,-320.0,404,0,1,63
22336,-666.0,835,0,1,148
22337,-247.0,335,0,1,67
22338,-356.0,464,0,1,87
22339,-600.0,730,0,1,109
22340,-839.0,1000,0,0,161
22341,-865.0,1000,1,0,144
22342,-856.0,1000,0,0,144
22343,-846.0,1000,0,0,154
22344,-335.0,438,0,1,82
22345,-851.0,1000,0,0,149
22346,-699.0,851,0,1,131
22347,-420.0,539,0,1,98
22348,-218.0,287,0,1,48
22349,-174.0,240,0,1,45
22350,-196.0,261,0,1,44
22351,-853.0,1000,0,0,147
22352,-843.0,1000,0,0,157
22353,-441.0,545,0,1,83
22354,-842.0,1000,0,0,158
22355,-625.0,778,0,1,132
22356,-573.0,694,0,1,100
22357,-411.0,535,0,1,103
22358,-649.0,796,0,1,126
22359,-259.0,354,0,1,74
22360,-853.0,1000,0,0,147
22361,-615.0,777,0,1,141
22362,-525.0,639,0,1,93
22363,-835.0,1000,0,0,165
22364,-422.0,536,0,1,93
22365,-503.0,625,0,1,101
22366,-848.0,1000,0,0,152
22367,-450.0,555,0,1,84
22368,-842.0,1000,0,0,158
22369,-295.0,382,0,1,66
22370,-396.0,502,0,1,85
22371,-854.0,1000,0,0,146
22372,-369.0,463,0,1,73
22373,-337.0,435,0,1,77
22374,-430.0,544,0,1,93
22375,-863.0,1000,0,0,137
22376,-841.0,1000,0,0,159
22377,-438.0,554,0,1,95
22378,-172.0,236,0,1,43
22379,-316.0,415,0,1,78
22380,-488.0,609,0,1,100
22381,-413.0,532,0,1,98
22382,-551.0,671,0,1,99
22383,-575.0,717,0,1,121
22384,-337.0,424,0,1,66
22385,-274.0,355,0,1,60
22386,-383.0,484,0,1,80
22387,-843.0,1000,0,0,157
22388,-619.0,767,0,1,127
22389,-734.0,907,0,1,152
22390,-235.0,304,0,1,48
22391,-505.0,615,0,1,89
22392,-702.0,873,0,1,150
22393,-562.0,695,0,1,112
22394,-842.0,1000,0,0,158
22395,-857.0,1000,0,0,143
22396,-585.0,710,0,1,104
22397,-858.0,1000,0,0,142
22398,-847.0,1000,0,0,153
22399,-854.0,1000,0,0,146
22400,-309.0,391,0,1,61
22401,-454.0,590,0,1,115
22402,-694.0,869,0,1,154
22403,-448.0,559,0,1,90
22404,-438.0,567,0,1,108
22405,-436.0,548,0,1,91
22406,-390.0,499,0,1,88
22407,-518.0,641,0,1,102
22408,-395.0,494,1,1,87
22409,-334.0,425,0,1,70
22410,-384.0,471,0,1,66
22411,-308.0,402,0,1,73
22412,-850.0,1000,0,0,150
22413,-768.0,947,0,1,158
22414,-820.0,1000,0,0,180
22415,-854.0,1000,0,0,146
22416,-112.0,145,0,1,12
22417,-824.0,1000,0,0,176
22418,-841.0,1000,0,0,159
22419,-869.0,1000,0,0,131
22420,-850.0,1000,0,0,150
22421,-434.0,548,0,1,93
22422,-692.0,862,0,1,149
22423,-468.0,582,1,1,102
22424,-862.0,1000,0,0,138
22425,-449.0,567,0,1,97
22426,-840.0,1000,0,0,160
22427,-358.0,464,0,1,85
22428,-846.0,1000,0,0,154
22429,-516.0,647,0,1,110
22430,-447.0,571,0,1,103
22431,-614.0,755,0,1,120
22432,-444.0,541,1,1,85
22433,-218.0,289,0,1,50
22434,-807.0,987,0,1,159
22435,-335.0,436,0,1,80
22436,-329.0,429,0,1,79
22437,-821.0,988,0,1,146
22438,-216.0,285,0,1,48
22439,-748.0,908,0,1,139
22440,-382.0,478,0,1,75
22441,-573.0,707,0,1,113
22442,-862.0,1000,0,0,138
22443,-851.0,1000,0,0,149
22444,-782.0,962,0,1,159
22445,-843.0,1000,0,0,157
22446,-838.0,1000,0,0,162
22447,-218.0,297,0,1,58
22448,-342.0,438,0,1,75
22449,-856.0,1000,0,0,144
22450,-831.0,1000,0,0,169
